state_code,Wave,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours
VA,1,4.362883156478896,1.0302460042299755,2.547057201580106,2.2501534358018853,2.878913419421855,0.9652800655181804,1.6832376252381438,4.468204058949857,4.3109879652885,3.768554273109243,4.946857743857526,4.177957512373885,1.5135247978360655,0.6166337123549775,0.2827100276683138
VT,1,7.992552855343977,2.5940497752299074,4.131272423969075,2.9841054592214893,2.822688192020865,0.7841562313808742,0.8965762243782174,7.749772051224707,6.944850064151334,7.358213222679046,8.699488020883225,7.509785902788078,4.90427722898081,0.43318317169055276,0
WA,1,4.499518845875805,0.47765999243063745,3.495407935238216,2.588739006261709,2.014673444003814,0.20228060522754882,1.8091472169490006,5.661902047330062,5.390033634868804,5.2926694217728105,6.162852988317716,4.30252809056572,1.4575648388930291,0.9437514470883342,2.0271435085578737
WI,1,4.657279831695863,0.5909075265872478,2.560597951195112,2.5385343586558005,2.320580477646772,1.1456061352105573,1.0806250719161745,4.988719970272733,4.7316050657735245,4.435946573369873,4.84034660532893,4.528967461702676,2.3476227896232307,1.0503884488673907,0.44223783891255836
WV,1,5.7196318919171265,0.6940074575482955,4.192804811586634,2.996221609589955,2.4032808651857773,0.9099273152450207,0.3141937479807796,5.737076061022389,5.17431958041348,4.671731841816439,6.1437550386599344,5.650299408132358,3.944975750407446,1.968342720146831,0.9353473413377793
WY,1,10.612666573786447,0.5301596395164311,7.722282166604331,3.6097358248209352,3.8178460615172414,2.7012450482677783,0,11.399870297570898,10.952603167617804,9.259914988734504,11.272576815014462,11.893280616576945,4.923048832132594,0.5742238101248566,0.5954519730670659
AK,2,9.825798102941972,2.8303854013662315,6.604155353679232,3.4780966785832694,6.172366788952579,2.3815316226326546,3.9131965371642,10.503758483706928,9.833662354758394,8.58253742817749,9.925882960176558,10.316251169395438,6.067280909413665,1.5834818199556493,5.213915180070125
AL,2,5.1183277608199145,1.2545608339775676,4.615964112314917,3.1714508004715016,3.555616004781667,2.439965614314999,0.6415078963589627,6.004929009191887,5.155442773941794,4.757351349651001,6.149015225416417,5.420297753278847,2.7760998937094326,1.6258527640616771,1.4642620785748273
AR,2,6.171888233071027,2.4457611544244267,5.224673364937147,2.9768278978639495,4.216567315233826,2.2585243633813934,0.28960693197835413,6.617869795603774,6.20474666691486,6.085182795330149,6.489437170672936,6.331618860311171,3.52750072895327,1.3046876665797045,1.7519380830761015
AZ,2,6.015560659177148,0.6157578002240771,4.418682966871656,2.397154706050771,4.013878935524543,1.2881127676701627,2.1992929287639016,6.768051147646075,6.2649186437920354,5.5781364896957495,6.796268646150718,6.03252487490359,2.6331284901520275,0.26261056090052814,1.3874279884514649
CA,2,3.836755135766684,1.1209836614000106,2.5937134709621237,2.5506825246026223,1.9184981952722029,1.3899927873839617,1.5266385627029961,3.881713228811848,3.6407803560788783,3.4740876255804047,3.7148789925651324,3.7349266533130248,1.4056983150412825,1.1703561858645202,0.46801547224128903
CO,2,5.513900827932777,1.7846272425379213,3.529708570828999,2.189300471280746,3.3058528222697623,1.9412918011256421,1.2842798410626601,5.800842502140124,5.778583948986308,5.350570550612056,5.661520803570541,5.45968190962232,2.8878346940548503,2.688562601097772,1.6009616379495746
CT,2,5.870865581873125,0.5107030871513513,4.006752704859457,1.5936633316486113,2.725169415980751,0.8691900285498945,1.4473591788224476,5.735775490085979,5.495517779344243,4.321388967629793,5.107319770122511,5.467315715743519,2.7639220869846173,0.6910097803416645,0.5122340673887535
DC,2,7.207815383229986,1.9121718147828268,2.9488555859714847,4.272941035637248,5.070152527770526,3.4735135841426845,4.156003939463711,7.880153950486209,7.107361744596669,5.318332315692547,6.466987907917457,8.287712964537171,6.139989813832918,0.5389661022918202,0.7427464442766102
DE,2,5.613019878653829,0.1289820546571702,3.081700713826162,2.864916771482562,2.1324530669312645,1.6231119269330183,1.5023343382253633,6.065568526121342,4.933722188030001,5.0005269420487695,4.529055302113592,5.556443437402222,3.457509547398141,1.4115895012688797,0.7466406938957284
FL,2,3.913882745244286,0.8354954819510855,2.9561681376660167,2.3961869027248563,2.082757047640181,1.057994085884285,1.6224586358744932,4.23559908225486,3.9738144240441144,3.5681310641270003,4.379860006876454,3.6461338976099595,1.3653003494114628,0.8790573845959535,0.4782612895832397
GA,2,4.407306513780338,1.7655206989795902,3.2088219752020075,2.501937485622986,2.5202741888045908,1.5040238110848305,1.9189115732718611,4.799856669270026,4.360547955562252,4.592224138450455,4.730694893589696,4.5330467167878306,2.1259836335826954,0.6639157883412496,0.834218153828526
HI,2,8.503633634541707,4.193939395768345,6.87652888712787,2.7080419265869615,2.674973569596072,2.4587449695728583,2.908811421422761,9.042020364592155,8.79598274626165,7.565819024716094,7.5325954998564155,8.195183290594175,5.719880087288499,2.5628059098840446,0
IA,2,5.79905112288529,1.6622561135219833,4.8899710003148105,2.473679960005494,2.1774186297979496,1.389259681408369,1.0940537993221353,5.885556703252935,5.769157336641135,5.512610785153327,5.678819175816693,5.779659135104506,2.8880356821117825,1.0428772687389494,2.02447362750785
ID,2,5.621868337225915,1.1105794039362746,5.190107242562128,3.219407283868581,3.817771930495289,2.2247229896838014,2.100407635514896,6.30817619451652,5.947378356547566,5.70702760968664,6.255809587909386,6.22564628211607,4.1815293638565265,2.5672093763933432,2.4746051023785944
IL,2,4.251802789143789,0.9572124387326285,3.3555783093749683,2.1879281654954674,1.959057896704927,1.3615339217197573,1.3153269704489856,4.700079427413181,4.306862072692226,4.185067825938572,4.686072446390401,4.211434711737985,2.366963168904137,1.1120264555977524,0.49020291056086324
IN,2,5.134932265483125,0.7705570658293476,3.5981421756113705,2.798002070663103,2.782319106260297,1.192540963198315,1.2183359517521215,5.496624196953204,5.263843200997361,4.7097133400454565,5.514113361879395,5.133415628900961,2.6203890945389103,1.3167575395156863,0.4978300244102788
KS,2,5.18056392347173,2.1478526090345977,4.265162830456749,3.8954291612820144,3.337254673677333,1.5681692801151057,2.0236893509804434,5.682204563803389,5.6491785726923744,5.313581240515502,5.823644253560689,5.381024402194538,2.4591799221408497,1.6841384322444921,1.1306388755340526
