state_code,Wave,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours
AK,10,10.741903681087324,2.7057552995369702,9.428646297249646,6.808549804817416,5.75266045387064,1.7422101351578398,0.4159151110948863,10.760209126240598,10.449767138300066,9.848277784678036,8.853907888910497,10.860459625668328,5.831179021309288,2.3124949860829727,1.6686658276472952
AL,10,5.981097064292639,1.9686691830696599,5.042942351433045,4.7597976168799825,4.888860168087323,4.534456187037187,1.3415972416353774,6.550501910140759,6.417510595377426,5.674356431839698,5.79286167676984,6.5633115632973515,2.6800948174735,4.280282553417029,1.9539668532032217
AR,10,7.9892583584939105,2.4061447457759573,6.0531692432778526,4.148812092470144,3.9059373134193347,2.485644731602475,0.1558322989702369,7.189363604998539,8.060511490031978,8.089767050178065,7.521819917812564,7.848713035497763,4.692798472408621,2.7085285042568525,3.6705785063327
AZ,10,5.601700645870008,2.6570714723423015,5.133847311949235,4.892920334426488,3.973176900637026,2.612581729076338,2.656795372913741,5.847712295186195,5.879223993082007,5.5397427935878,5.466600599948196,5.8036144335268824,3.4317644149139768,1.8577646954504528,2.378697557287691
CA,10,3.757506226609102,1.7275705858915635,2.6520820446860607,2.4680605251945913,2.574391286770747,1.1663019492570792,1.6883990127917698,3.895896191055818,3.7334503057739723,3.321976973858798,3.2096201888911704,3.8042547971645395,1.9527895613939068,1.4442364230159208,0.7238683812960834
CO,10,5.965235541134572,2.242870723040946,4.193632206512875,4.305404147726928,3.078621805887131,2.866645774318593,1.734250909714419,6.412042559783567,6.425772183965516,6.195926666097733,5.847252633988716,6.24763902143313,4.481269797497306,3.5158287672616866,1.1058168170502791
CT,10,6.157656027358599,2.593802335805138,4.679802302471655,3.9579015375199096,3.9074710075753183,2.2825150335041333,2.4355938751011954,6.236871711664658,6.018529242177063,5.326179890500698,4.62205269515063,6.223317185355628,4.6490567181129325,2.335599437218746,1.3603368236710631
DC,10,7.18213577877704,2.5256638899798882,4.688643558117882,4.957946388997729,6.265883578433838,4.582952699918259,6.599814280913531,6.953232907104623,6.345676852825385,6.217895610913722,5.604105704154814,7.430004533807125,2.9622741872965985,2.7902797302794067,2.1414859537895774
DE,10,7.931360278509885,4.575047285814147,6.316762327514947,5.231097900762096,5.381181379631401,2.869243681119413,2.1078817296013486,8.085641221466277,7.3044701600536275,6.31641442969118,6.795303418215476,8.381579708688065,6.5729986518475725,2.2713314967015084,2.6469992308437744
FL,10,4.064212075885972,1.7907462672152565,3.058765214354778,3.214031654431049,2.7932573836555816,1.7108191772066115,1.9883430296711853,4.140411439435017,4.046904219577299,3.4595280411585687,3.5048054055111946,4.0469696810959634,2.0296177630027947,1.7704752560872759,1.07385743764427
GA,10,5.214617231320712,3.0733413816548616,3.4089083783540732,3.3962708566709416,3.913781397598605,1.7749986553132868,1.3133350199531482,5.451431906351992,5.3606932888959,4.66868767900541,4.987448383217013,5.359040327126507,3.1648247514896015,1.862336211717612,2.01353113247705
HI,10,7.766113445665695,1.59041911988029,4.724923847363118,3.4105597202215723,4.504292925246198,2.53788983823033,4.594527422024584,7.819072139395702,6.597540039507731,7.739112500400973,5.4095199541279095,7.822843325366503,5.587236540628206,3.057641884136657,0.24415310329346623
IA,10,8.47038045351474,4.058170053816936,7.7534423661917184,8.185286347215479,5.999171822768685,3.0143666914362464,0.9048326718896889,8.660846313537284,8.654040554701043,7.668863525626116,8.073943373859091,8.424996915445162,4.253147830205027,2.5519722011095713,2.1485703501984714
ID,10,6.826191693089585,3.0784670019132974,5.944799737477616,5.224068593659518,5.738075940376815,4.260016162811395,1.8173370544042413,6.308794683993752,6.970779244242647,6.558577368444227,7.009250076450636,6.975337383479644,4.389412594224647,4.170136429451803,2.4983272013566555
IL,10,5.035264888310546,1.5013012218230657,4.142020860353151,3.7081734928916728,4.22342202436491,1.8600923840687928,2.042668391459449,4.950505941376878,4.771467263106341,4.2979980591767255,4.282389945898318,4.963844574677189,2.892488453444911,2.396798794558573,0.659974886948268
IN,10,6.172565861907196,3.568233935995158,4.7598974678395845,4.658654667993483,4.678484400868013,3.260589980730561,1.99596019371133,5.5933153257380965,6.205078221469244,5.7336489142035285,6.142708595570087,6.097610826164893,4.506801208020718,2.1376527722302097,2.0388230191254206
KS,10,6.489596558529358,2.672966805556779,5.276764514070794,4.814716073891967,3.7977882171694457,2.097854595419712,0.7813716185553314,6.4943161781315135,6.432758520795858,6.194709735777424,5.849706806383422,6.597889752205465,3.9425775968788606,2.893565014073947,2.3504275058477457
KY,10,5.984281339731261,3.4964774887809975,4.512789383791399,4.367013668223457,3.7761328800397247,2.4997094469857326,0.7618846930076404,6.843511154517093,6.7051093368186185,6.488745743086296,6.125708931972384,6.632176964751171,3.753930411073749,2.4169865129707793,2.125607761656136
LA,10,7.4992763350243,2.0052182091168014,5.095428118990136,4.165391366416358,6.255012398865154,4.9741411351091855,0.8193133531779421,7.712153166859163,7.264609598924432,7.376774251201562,6.590018596598306,7.5808438076494555,4.653440751121415,2.862934134515772,1.9527886798762448
MA,10,5.521449827953984,2.8872448431759374,4.551820605503989,4.382704839225503,4.5402748365365335,1.1080445830021306,3.0975513027734234,5.710563157609683,5.6466007659138695,5.068555715013849,4.593259207038956,5.702140492879586,3.5499069381539785,1.8295679479348204,2.1255479295849447
MD,10,5.776191925087757,2.715763777241213,4.515936016553721,4.111293724347913,4.7106609857948785,1.4242349210197502,2.9216934745142917,6.105511280152752,5.699587364590897,4.48494293540408,4.185616175500106,5.574045708966516,3.477578933755247,1.1783835124390039,1.5933163360900102
ME,10,6.385624545960629,1.7835991176203807,5.322404994428538,4.3120433126204505,4.787733407618126,1.2195004413934538,0.39831724139386737,6.644208154895022,6.529902335050087,6.376572685840938,6.091457994415489,6.650903263497722,4.3792660903551495,2.517141630656443,1.3073416254864434
MI,10,5.65814884394637,3.3255554806907592,4.1011820909817756,4.6778963414464725,3.9818193066528993,1.8132807791958983,1.8434320136590072,5.815418713488194,5.776492727155556,5.182398576348692,5.2297688198026435,5.840640941174908,4.390829459597621,2.302822733438973,1.445286230610071
MN,10,6.893802955743421,4.4073517577575645,6.774091802903663,5.6590832581526,3.8059746397864576,3.4019708132050153,1.2905515116897093,6.584929556010025,7.011876732310162,6.5506747110231345,6.259201273020036,7.008898706980444,4.322701293063721,4.189669857002218,2.9837574730297916
MO,10,5.341006124782525,3.1351515294243866,4.732618902820607,4.651436012632974,3.164663852155338,2.34133650405899,0.7813386797933114,5.489714741231636,5.561855350765904,5.278638437418655,5.298282965697428,5.5610038021638255,4.158184332960814,1.9504277610490264,2.221055627279893
MS,10,7.967549519314758,1.2841056349169386,5.2945897447894,5.877230486143572,4.799275957626805,5.2835583292100345,0.5774780662263577,7.898697147997945,8.05999476983409,6.299965071495836,6.641163218828035,8.060279366760758,6.9376185646317055,2.0671202911887203,1.1573799606734203
MT,10,8.000492100896796,4.621690542250567,6.524055595228111,7.401961845853061,5.299675310353724,5.09175084052985,2.829880050175881,7.926345686792612,8.070133376001532,7.302851085798614,7.35471789499111,8.058546367516476,4.962857768217795,4.52513669893019,1.1224951890305372
NC,10,5.263624917858634,2.577092562227297,4.316452210677574,3.2896616599421322,3.4639365404780005,3.6339612329115125,1.8533971804611493,5.39617938821613,5.406704746717231,4.941705874921436,5.099982993436849,5.3562082011177425,3.509124158853309,1.9926743918784664,1.2608348571637527
ND,10,8.985600886483857,3.4047552334234656,8.226116202432431,7.822496214630234,5.939508235828487,5.849577218785817,2.987361159396172,8.410781392333503,9.00303419576899,8.371477928424362,8.823530121763238,8.907286573408912,6.522225622875367,5.043639126656817,1.9867481661666226
NE,10,8.583161169896583,3.4640310739054105,6.681738975575468,6.378122111385515,5.489002336974441,4.648922761270203,0.8195552896531297,8.678175812886828,8.828666855835708,8.396413526532873,8.296802388575387,8.810596577296314,6.1642353251668185,2.9794178167221124,1.7407905778430843
NH,10,5.899999021667436,3.235409150381638,5.18758656096291,4.7687065295318325,3.400605422836514,2.1997973294765467,2.2226056465526254,6.3191082908440395,6.306189766760296,5.862899138968244,5.964367778140382,6.368658857612052,4.403791330520632,2.3055516895877415,1.0410422219698834
NJ,10,5.052034905098567,1.7046721030766103,3.4637409976052047,3.8815091810840965,3.2229023925061653,1.9637034791169448,1.6121608836457992,5.333414518948476,5.1413578134866045,4.436686255027201,3.776090060994008,5.2255302769255705,2.925582351914011,1.9891186452318796,0.5049575434588035
NM,10,8.741798460148514,2.573831614516635,7.117421017588201,4.639338549658184,7.043876617139942,3.0432803416087855,2.7479600398965887,8.71069475260709,8.385867446755853,7.899035409837663,6.841723227433516,8.238735548187206,4.988218295327606,1.3509455292610362,2.647097381428165
NV,10,7.1013821382743405,5.209060164742267,5.929681021041877,4.7934394030087795,3.1801784563007827,1.6795854984086904,2.427940306380784,7.385051134849353,7.306338172224982,6.461520601331785,5.513866175827986,7.438315850067352,3.868013596996295,1.8860873481389973,1.2468733022214742
NY,10,4.250274965790678,1.9475748208375987,3.1181896032177026,3.045433104760586,2.768777756644268,1.9840365728158649,2.91039411137878,4.430014882603819,4.268923111521409,3.819787836642146,3.746841864979286,4.156778832292729,2.4875285245004393,1.694639529209369,1.197276697401491
OH,10,4.499153660328094,2.135156805567798,3.6290276620626045,3.2289644946675558,3.025363381777462,2.0321241559836105,1.49480842074542,4.641858570377858,4.7094964046448,4.380406459943602,4.297388738972428,4.687755023294677,3.160463867295988,2.600546268396622,0.8597478400090935
OK,10,7.284607925384325,3.4048854135041617,5.612158463367352,6.210306107832082,3.10583405469023,2.817810929776567,0.730138192417409,7.145427165466836,7.501148719011756,6.322260636117534,7.4435628910466365,7.491955315185642,4.973265570800843,3.738249692917853,1.682764672822633
OR,10,6.327745647042849,2.917433055575378,5.278752025697401,4.79113841553662,3.5788907728914507,1.8299164417675005,4.141221309954985,6.489987279371265,6.529675183809057,6.149228924219035,6.184230717476749,6.549269543661589,3.7939347094252622,2.398118131166506,1.286312871066646
PA,10,4.404664800450206,1.964720480614982,3.41893908761237,3.564634378980798,2.584807396148123,2.0508941377473136,1.3824154422438486,4.501244033995024,4.532119502021462,4.069139806788536,4.0788094338741745,4.50675211750601,3.0329715119933756,1.8611778339416098,1.4533066710971445
RI,10,7.049352282501893,5.267558802094709,5.7660902743288505,5.506207187379924,4.460745701014332,3.685530876979073,2.550810161814118,7.840520939833616,7.861481841583097,7.663937332922507,7.169768396663784,7.8046841923080565,6.056459085728921,2.8861400960412675,2.039308315217598
SC,10,6.143480031097994,3.0411082745529208,4.303371487707023,4.9336259829872295,3.8296816372143834,2.8976725133888728,1.178145887691212,6.565198480639298,6.57989178874245,5.951715030700816,5.695864766243095,6.547208151112034,3.549601036284543,2.0975800158775106,1.7041471982069238
SD,10,7.868918257128886,2.0675514764909924,6.87383367272654,6.776024598587302,5.603940380058829,5.887600851679498,0.9857284637102325,6.948465772532022,7.1800495708942345,7.866760684276453,7.8928352047370165,7.26097158041492,6.303430479150183,5.712127532145237,3.6739020725575355
TN,10,5.271811522037443,2.6836971951489392,3.733646600542544,4.1064751484881015,3.5192094200722974,2.1225807882577894,0.7993107176186524,5.275733235480059,5.21048520419206,4.655395880040599,4.874749529207888,5.225921199967612,3.493426122752151,2.2793248207522696,1.0104182333580545
TX,10,3.652995297854911,1.7135219479104735,2.7745130856293465,2.672836530422096,2.4625363064813834,1.9387747335131624,1.1058461469819156,3.7348248138535585,3.6257088494358247,2.9663904516157005,2.869419622640912,3.6738813043186695,2.157099913457659,1.344525293189666,0.7063095122431428
UT,10,6.4686104342181485,2.9211478465401215,5.721272151750066,5.155872449808516,4.607447915531066,3.7603197201072542,1.1544454421137613,6.325824332474546,6.464718979940551,5.433320827287737,5.507627976141197,6.426227336606442,4.257842123445522,3.1413552589282947,1.6684361564028918
VA,10,5.282884244159935,2.7042342129264307,3.888160000061748,3.83417731162566,3.496922359369242,2.0560587556479484,1.3663834299666853,5.265459802034004,5.205229371596407,5.0880264802954525,4.812920653288787,5.233622995001184,3.451222157744799,2.408861131928174,1.6951714390563524
VT,10,9.219311809247355,3.3347824624802835,5.783724897576526,6.5485008881104685,8.340800359531865,1.154462580863164,3.3470242527431586,9.690058540021893,9.349474272246322,9.362795262909446,7.1651605394813345,9.739422387800872,4.46963151234571,4.60724353427983,0.3680577942010696
WA,10,5.046018834340421,2.93408454273034,4.786621250037419,3.738782185390464,3.116946548844184,1.3694330876449254,2.9820805057432636,5.189199350610973,5.165509531327637,4.930885858654144,4.335420878688393,5.080169891569471,2.453467235218811,1.2068944905779748,0.8786085357702336
WI,10,5.839184457305694,3.367891211552602,4.630799162723505,3.847597517470883,4.619658667154439,2.287268096688907,1.6524540753773649,5.910404150152903,5.949933578790287,5.396461453061739,5.851475135888501,5.9606772172314075,4.13865369786073,2.4772441501492364,2.2566026946621434
WV,10,7.4513243474114566,0.5160619068308633,4.592389976143857,4.981872325921262,4.916229287392046,3.0446309808097953,0.8579166469064734,8.117383236004253,7.896667612977732,7.709487676940508,8.041703419524808,8.03413649149221,4.7598671901953935,3.0504012395762827,1.8259390399087316
WY,10,9.639837760918905,4.63516172512551,9.69785335861645,8.129201522876421,6.261051676695481,4.958112598434526,1.8555614966213274,9.005673518991804,10.04440538039282,9.931188033511136,10.264437436001582,10.36283256456812,9.11981165556091,4.046925541781608,1.6782845101013473
AK,11,15.94478554439635,2.0838487481613006,6.828750684802956,11.176154515530378,14.49614163744489,4.818225779812641,3.5809736326779382,9.865604083254691,9.50230332407539,7.757765840886777,8.951799080266262,9.532197466963643,2.8664553615319837,4.19229206337663,3.49581594022208
AL,11,6.767543975680966,4.679058143667839,5.51980917690071,5.675890350643572,5.197187322083827,5.058873010029282,0.9233434378317084,7.235560389472945,7.26376521346446,6.58463316641703,6.034284846793127,7.245338545080036,5.314316880988058,4.528936107325954,0.8193722967342121
AR,11,9.807942717048224,2.122030391892955,7.9170084440949395,5.972338090503947,7.767266915763739,5.463170668859314,3.635466607471389,10.266363271795461,10.100108772034675,9.286258266976853,9.324489826619358,10.264171969132695,7.933099073742177,3.0720430261743084,2.194202183907544
AZ,11,7.308819427114085,3.4570724846642786,4.812515595849602,4.1920443060194454,5.808395427606997,3.3067183347078717,2.9623301240358484,8.306378923808836,8.17867201672704,6.933461906196582,6.994390653340975,7.643070691401668,3.695162964307603,3.24118992962186,1.1621068589508485
CA,11,5.1201581725299,3.0495332968196047,3.581304385355152,3.6172271537104015,3.7544145392749515,2.344981329490254,1.2118995720135581,5.0614412972948735,5.067501479108726,4.300014643455995,3.979106525188286,4.926215066479964,3.005674438687133,1.1826193380337922,0.7862865849257799
CO,11,8.6632905104901,3.7776680737393287,6.585198478210703,6.0266756966749275,7.279051152976955,5.106179185248308,4.551588574269856,9.196924581793343,9.039604343890261,8.66352454180469,7.430148187613427,8.615853598609469,3.1080558728240244,5.371486318661269,0.45037111771430266
CT,11,7.623213826282892,3.9216416955045497,4.99290411917021,5.139676578028786,5.544261882993842,1.3445855455881657,2.7954296277751522,7.6438730509656745,7.643729795576634,6.387387310089659,6.088043352008867,7.614823894114064,4.462914317448167,3.734766682905604,1.7499477190717863
DC,11,11.209618177584849,6.663838764298147,7.588337712031274,6.580635425785802,8.646304373046393,10.577905801337051,7.247042176596626,10.234839011889834,10.067368088535542,8.91678648095772,9.019865782944883,9.74272707465564,7.768603133977155,1.0770959964556774,1.660023949708965
DE,11,8.192299784312711,4.219049988610535,5.13132148672071,5.567558258324527,6.37563558253183,2.491716412491949,2.7628824415636197,8.758199496728848,8.456679263951749,7.0581172133924355,6.047715985278655,8.717285459589473,5.589895140996715,1.0992063069896887,3.0380991929289998
FL,11,4.91765515586342,2.2805065888573726,3.6626978980685263,3.5790824281878226,3.0479172339417993,2.2514615897299444,1.7903086137333948,4.940563227243704,4.862605963815595,4.030284358495277,3.6760836636204957,4.821669997453333,2.8928945059581572,2.1115223794632962,1.3224102756566105
GA,11,5.749231474848859,1.9664448292042243,4.452060589852172,4.806126770264436,4.789084698606463,3.0284389467525057,1.9084442866421385,5.8132437668168455,5.704419851694243,4.4304510586907435,4.7239538674386585,5.742442449959607,3.7582191821461226,1.998941431781637,1.3914570247336806
HI,11,12.403415034169681,10.811983388915344,9.374597030521718,7.073436852600364,8.88657538378314,10.531535561320009,10.264012403155206,7.959560259142925,7.429275563913248,6.578412409548726,4.576319869517381,8.278712477915263,5.1268861398562695,2.420755849702558,0.8224757268205399
IA,11,8.248971753321346,3.866678219573541,5.848186115444654,5.474438557139024,5.547975408111994,5.092486584088958,1.5297361360787847,8.333851000715885,8.469433781444557,8.459598185798566,8.37378452252413,8.275118833975267,4.97499740335852,4.212856225516443,3.2001855226960427
ID,11,8.090831477570049,3.3884687435050878,5.984344948343154,5.772187527160197,7.082781814459241,4.2120522420615645,1.9863427754012863,7.9780474766746545,8.181405777116444,8.062915432585205,8.039739332973511,8.304689905568495,3.9819237345824217,3.74873609823233,1.9052387759839697
IL,11,5.732067586163555,2.4908420337562363,4.181002754258011,4.284996934857047,4.131921160523954,2.348083308280686,1.9037652826604392,5.687635942072672,5.643001312593357,4.972035927361843,4.54548064310443,5.453905410519294,3.9475439927560276,2.2292835076342463,0.9298724805617595
IN,11,6.058375637064889,3.3125450220358093,4.832273815108029,4.96219325233615,5.026057930175033,3.7766847600589784,1.139463113805629,5.8589431582415825,6.099143447539346,5.665688210325127,5.649612936516823,6.090962908094651,4.533125198390971,3.0848706991447292,2.2101278623384997
KS,11,8.00431469866959,2.6942780275598,5.21974501649705,6.211434713018592,5.478889812309464,2.350362815218819,0.306712587834691,7.384492389357176,8.015589396225693,7.708140990231455,7.535354071839266,8.022049503639309,3.8102779243624374,3.291188014863687,2.5921995191864124
KY,11,6.303242193278717,2.0043966447195585,5.025799013719106,3.8571792170047727,4.7029800081691375,3.4362083465713376,1.7821100998726522,6.310361529700429,6.320252331120811,5.818630404516834,6.119164650689795,6.257816656982713,3.545672950626706,3.648039883334923,0.5861672413177184
LA,11,8.995164419713161,3.281394105583491,7.2669824957190485,4.867971222677656,5.746060034184781,4.940215178209,0.8792402316912294,8.93888630811709,8.787863666157612,7.672641552296691,8.147873790858167,8.459930819695707,6.306332498617407,2.8402162125795254,1.9313110268985234
MA,11,6.366237563399333,3.093024424797155,5.2948497717558505,4.296549038894793,4.803237456078021,2.974246053457835,2.69871422643423,6.534981125320034,6.343352745941727,5.917996841968415,5.016609298137775,6.472840260963763,3.5097353333161663,1.9280837813105625,2.368035292022744
MD,11,6.521777985513123,2.546626014201924,4.323675581009052,4.389530148334368,4.552902499013424,4.310328787467778,1.9994636175844172,6.5739553287017145,5.991537683658284,5.577921369397949,4.34468480768004,6.435948034691314,4.354710140628525,2.3970645831040356,0.5836960887314103
ME,11,9.965959518250987,4.569947890981236,7.604078036313795,7.531493184531339,6.050021315044589,1.3144564796199145,3.926555682731876,7.5908000084297615,7.203150109834044,7.2912135830768925,6.687719652400246,7.382059872883233,3.1341070682146634,2.433891389753845,1.4072611339024643
MI,11,6.138401969662021,2.8914253089332598,5.457655394021986,5.1108177273145055,3.9079257770491966,3.737349784278422,2.0620867874951836,6.079423968026068,6.238554897181934,5.942743366981858,5.827710269976603,6.194775802227782,3.6601878248807904,2.99897861425084,2.626709522580771
MN,11,6.658809648923539,4.62715931628854,5.751165909720611,5.207876919762573,4.472146826088776,2.98725012759766,2.590411121052462,7.0033808201883305,6.895988971656341,6.653723741305428,6.290926411520104,6.961365616878448,4.425585098537238,1.9771488845497225,0.7277385991131083
MO,11,5.635682106422079,3.049549913105957,4.194749692962256,4.302503097593831,3.9893234286704584,2.4608613431439403,1.5750344881601248,5.671273762336488,5.703326252921351,5.341343573928037,5.381957370381116,5.695464047061866,3.4317819876757727,2.5402169909143293,1.235680613790305
MS,11,7.410103737134389,1.569728173607898,5.3927580687918555,5.35117416139016,5.488137011974581,4.020596209148024,2.6641109789610744,7.8780175768984,7.789585726695713,6.980101197647479,7.569929459686453,8.004823354463015,5.776551004041112,4.87478699110527,0.6573100723926653
MT,11,14.00594339782116,4.0445588462565345,5.700517460322834,9.83809322922668,11.457504373760587,11.210664529111831,1.0308487296613003,7.906474805601947,8.230600799196967,7.191020231579182,7.851572182272541,8.18095213151189,6.647614805358415,2.3413188295867955,1.5606266354724616
NC,11,5.176684631826125,2.2516679675091877,4.572236604524566,3.5776808378485216,4.119603495552065,2.9028536471423916,1.524776473510883,5.5700448496579735,5.523296419951056,5.077878065121354,5.466519073944509,5.414713445294368,3.5503836294975915,2.3110893241979196,1.358198331588669
ND,11,20.774430739889276,1.0834746626694565,13.238256071465925,20.710638139136357,5.62827067024411,4.146385415171459,11.52292413305645,9.167829166093178,9.170387073973503,8.041553599514739,8.541210969248942,9.14867193745672,6.84448940858478,4.2835271364802905,1.490739639667621
NE,11,6.8906916975590695,3.9464972652490378,5.057449232137695,5.26116840312933,4.352412796218305,4.812089905171065,1.193746178291138,6.533853690996311,6.794437322913389,6.970988398578094,6.7926144944280376,6.947777027889195,4.788921338166323,2.9090622714057397,2.5841514495604105
NH,11,6.7577714202872325,4.641334583711274,5.01225676912964,5.3348731472146635,4.600114626477556,2.8210172706620056,1.624822390340372,6.988566987550645,6.821645952732329,6.691856258610916,6.7709249693606175,6.962888183510668,3.5798551004388504,4.7566218197725085,0.9017729971681285
NJ,11,5.823322307382205,3.8614151220196913,4.387705813829874,4.726844462005417,3.9320078641896563,2.6938179344003097,2.731599057922048,5.82143881368353,5.437053572404518,4.486371372888852,4.019954348523912,5.758441629150896,3.957373589340633,1.7863748851424264,0.5847657274700819
NM,11,8.530228011758787,4.624324397609105,5.67281334607044,8.541639271196596,7.112895617190108,1.8650227253188152,2.334718760518268,9.147580623301844,9.267575143991634,8.511012880545588,8.430104038862423,9.207520628890626,5.8329197049778685,1.6172073460826921,3.4330002797562873
NV,11,7.594640089207915,3.6054070238379574,6.724582843037553,6.793474304304668,5.659858012125849,1.8664663833484925,2.8535877043341222,7.949263661183227,7.820657116442835,6.9586365173123985,6.569737511497187,7.581263043603457,4.753239982596424,2.068388803724105,2.5096044805322673
NY,11,4.6644041367752,2.2344733611317595,3.7180481762986206,3.237740598171277,3.6414565276556763,2.446602710705082,3.434741254522467,4.8626522413797675,4.777134048638356,3.9624919981483764,3.951189115557964,4.7846997788986885,2.7998017150867494,1.1179995163673635,1.5899250049137763
OH,11,4.95170550260512,2.591259271389186,3.5753369235034045,3.639845102850938,3.1946360687885056,2.6126352484690147,1.0784714176255281,4.995107034571428,5.038287795399403,4.355353429377098,4.680924284045636,5.014970177342116,3.3447346645959852,2.650611419802003,1.413622278747776
OK,11,8.011262945298448,3.38060831074099,5.9785589141691124,6.695372909463842,4.8294520860075325,5.855819668946472,1.7409508153666322,8.020282084090402,8.126514871317152,7.1000912513698635,7.177165841908512,8.07160618356914,5.828028586724208,2.634772078082231,1.0712611957583147
OR,11,6.7966493832526895,3.261034826284273,5.716431160634963,5.119730058555902,4.596900253612834,3.1898217049016377,4.4314471372398465,6.985660385827946,6.965550713132544,7.011303493751786,5.459720218840628,7.03520046265229,4.862292102628958,1.6245774365934471,1.1882219483450591
PA,11,4.2872568894933805,2.225757908956614,3.398783125387377,3.179065198625364,2.941111093953181,2.1556306306135156,2.0441871655533994,4.569690847351632,4.532176829189352,4.305569236976947,4.1494062658751165,4.469359928242749,2.6441656976243495,1.3285208543076155,1.5111992273543295
RI,11,12.734457723897263,6.5193497042993895,7.8494999634747575,10.779417386295684,8.96074162174072,4.9131347162700525,0,8.84861304784139,8.88693697397097,7.963322964456447,6.590043865061502,8.91336951408862,6.479324104759911,1.4750797606405388,0.9868601816768453
SC,11,6.033497048539951,2.5299702142350933,4.459295348256045,4.749922504464325,3.5160014301512446,3.4262306610156923,2.402749212859282,6.075847898826098,6.014257035321612,5.488102858536249,5.433097187448743,5.990775132979293,3.468707889146214,3.0039069497105473,1.9393296501974264
SD,11,10.569152275750167,3.237948604464723,11.159105872482858,10.812162353442426,7.6583832563723435,6.5744822127803575,0.2509482239423931,7.742995150736364,7.811235031188386,7.59371995380216,7.752003359607191,7.868641048562699,4.645078851258964,4.484676365214927,1.4228896139797744
TN,11,6.2078721121251785,3.1356298358120105,4.7106242619980545,4.348243980016402,4.0538288767056985,3.416661202162053,0.537124849300172,6.199428890988204,6.1856942621571305,5.04525029566934,5.417103165778111,6.179920231578523,4.065356013873859,1.968251473585335,1.544737421747012
TX,11,5.210837413772765,2.4124477270483395,4.491199820857987,4.118578102217144,3.7903925428664045,2.9871025598322105,2.495892744166102,5.181345218187761,5.1677330894488795,4.489072517309608,4.382612325166966,5.1897035834144,3.1449264776061043,1.8857399026436552,0.9661463837874641
UT,11,9.095681931554028,3.5091416813034173,7.802283051253562,8.184635204385904,6.509921430622828,6.176731183496882,2.547551483497632,8.382387051385825,9.045663713624732,8.517275367138868,8.91061465716334,9.105505402730177,6.080820075056749,6.293442232876726,3.514007923244937
VA,11,6.102074457170366,2.7599945466572064,4.32864644602742,4.160750713206445,3.8527326822855006,2.964836337010731,1.497857182033345,6.220954862590759,6.066826969628433,5.219330695905196,4.537095659595503,6.0022509370758375,4.086035080027741,1.871975120593389,2.452559209066787
VT,11,16.254349451252686,5.048373117202728,9.170142130829884,10.84398930122901,9.357746349082934,6.9546923493336505,5.448036743635259,8.204492758044488,7.405262783126142,7.955830959650471,7.006503414481889,8.175670289800841,4.512032197356394,3.4302450704047334,1.0030389453062432
WA,11,5.66396086985728,3.223917541062448,5.131427567492808,4.677442070380161,4.391462896873628,2.709288075942098,3.4475774680920104,5.651985393299095,5.84816232788968,5.5858221715462015,4.827325275883871,5.801566365349615,3.8535946646402603,2.815533082189291,2.6667865679675065
WI,11,6.088438195896714,3.4721250493648093,4.059096072353024,4.3753317344275136,3.389411411398122,2.567897922223947,1.6265952082899084,5.98477493465339,6.059200157524254,6.181806092838557,5.83047015700836,5.992919211785122,2.749020671552126,3.4200488162744396,1.9522142351323495
WV,11,6.668718421485957,2.422031324249739,5.73091084000584,4.5845907129095655,3.6410185279700515,3.584028854564504,1.0696023075571615,6.6570975380232795,6.749421428713714,6.176437310436976,6.672560282311249,6.597654537342629,3.831756544613356,3.141846275810384,1.5495840630895
WY,11,16.65474436204733,2.6027642125446455,14.489368279291826,16.579078908303266,15.655017518961134,4.9193269773152934,3.3290625404125187,9.284983067992059,9.69613251759217,9.307865550059244,9.59784840645868,9.782071075868476,5.483054611148242,6.636644760297365,1.92915905190439
AK,12,13.56201462765802,8.094991358880232,14.87545459899836,13.728894409126529,11.923973162809324,5.051533691925395,4.103997664905393,7.436048965804874,7.734025553741403,7.756105421072147,7.640622503594921,7.817339742527083,7.088286221588235,3.7403064700380977,3.4062361355033426
AL,12,7.61665786841595,6.593316932650203,6.795073663462849,7.212101728621928,6.479062354556651,6.267699837825091,1.0822632861882089,8.63355553449307,8.540150893257684,7.320684783452707,7.632889703402716,8.408825769287585,4.876612978959673,3.158612584086288,3.5806817735897587
AR,12,8.463099278068912,4.579029281279729,7.797812696368602,6.300510401403771,5.4996004731675106,5.551498910461924,2.3281645683587273,8.444760017879256,8.573420281432265,6.793721040366473,8.04842276911552,8.525481686947007,5.815743854301775,4.452711628847079,1.4698804157025864
AZ,12,9.361024939695035,3.777689260681101,7.576811238097869,8.822202509738895,8.985853937144432,5.293030921046889,5.97512029091484,9.724812419095556,9.64201145605328,9.083439406140258,7.883363524909828,9.662568839056664,3.47129092089398,4.200889281802756,1.4773153420009795
