state_code,Wave,visit_1,visit_1_se,visit_2,visit_2_se,visit_4,visit_4_se,visit_8,visit_8_se,visit_9,visit_9_se,visit_10,visit_10_se,visit_12,visit_12_se,cov_beh_1,cov_beh_1_se,cov_beh_2,cov_beh_2_se,cov_beh_3,cov_beh_3_se,cov_beh_5,cov_beh_5_se,event_at_least_1,event_at_least_1_se,event_5_10,event_5_10_se,event_11_50,event_11_50_se,event_50,event_50_se,Start_Date,End_Date
MD,1,20.549380910964025,2.3720200347393754,1.2060944772091884,0.5674684915283408,6.513479556085154,1.4146821394561366,4.547469462269103,1.189699815129847,3.86251440634596,1.0361900764147707,1.9920992123447845,0.8401997893468679,2.419202286060863,0.7350748595404393,73.99532083239603,2.616769846906954,82.55724665292699,2.23657387360967,78.39376475404157,2.5441079260152564,72.95164160814262,2.6128229162017114,22.360160672330892,2.606741864396566,3.0621144358393684,0.9460910155687862,1.185361148289246,0.6668963582617825,0.3497834181012926,0.24798997649154433,2020-04-17T13:01:10Z,2020-04-25T07:21:39Z
ME,1,32.43010781278788,3.2148313349961946,0.5087355989926964,0.3595107789458534,8.991459672524789,1.9949162759265309,2.5779657637733653,1.3169346970405216,3.2589264382819025,1.053366494731484,0.5630865826830216,0.3288206897132854,0.7053566738583237,0.42467818076536307,64.00273692801912,3.26285408069792,79.96468470295804,2.3578098736090616,80.25920978376864,2.6288179846875765,45.68164428371844,3.2882151505172508,29.014609018756122,3.0868308316487325,4.380384335492652,1.3061903232343934,1.2086732783834007,0.6060210779745635,0.5385091768857999,0.40965700191846016,2020-04-16T23:02:26Z,2020-04-30T15:49:19Z
MI,1,21.155614590714766,2.136336055004537,0.6327656439737711,0.460651275669093,3.583938065219799,0.8958313879127898,3.414031648871764,0.8103911561012398,4.121518700896535,0.983248067850976,1.2904040288402174,0.9715780899178482,0.6519909560014708,0.3281479986906209,76.71270452556405,2.110677719048001,79.89120699315026,2.077376887327128,83.0223185761471,1.8816626439178221,65.26274967501587,2.415420499897181,21.367679200565878,2.064881775143527,3.2040192180606186,0.8004423152603743,0.6602458762095652,0.3603653612701697,0.8128971146217822,0.48005509515605177,2020-04-17T11:44:20Z,2020-04-23T13:17:30Z
MN,1,25.306537991840365,2.411169864669408,0.24002927304315824,0.1761976044449361,6.976091454516578,1.3739636387958045,3.4720292685162724,1.1158625553480943,3.7922609187242626,1.4601794378777648,0,0,2.7229219566243175,1.0374462970636038,68.81089693232548,2.523785794311639,76.60301317756164,2.402429900470817,77.66024064606304,2.3542783111412002,47.373071704493036,2.8658982456848685,23.826259918638037,2.3564377515226425,4.420299628492421,1.169022857263108,0.8314143289168378,0.3792971757814589,0.654411443904944,0.48548341752087076,2020-04-17T11:47:03Z,2020-04-23T17:15:31Z
MO,1,22.487102820366385,2.115069043817365,0.8221259403238926,0.4333196938806759,8.669873510955249,1.4973950063299863,6.778509496440923,1.149148700564079,6.056910711872868,1.4228519610157475,0.4923714967064495,0.3109530580118982,0.4782289182157402,0.24604413583574955,61.28237058108487,2.7708548919797957,74.8864820400664,2.3759116240818683,78.79764818086593,2.3687020559405485,48.18216158381737,2.851996975234798,27.826858928106912,2.4399450826234075,6.482625760335541,1.1756770001518018,1.0009714998452308,0.41778612057445486,1.0770091202439467,0.45192592953299854,2020-04-17T12:53:25Z,2020-04-22T10:10:17Z
MS,1,33.77649591759592,2.740502974818922,2.404313786498102,0.8925552519478124,15.025922864761853,2.1545273376700336,8.01585837027045,1.5188420301605248,4.504551745699607,1.5711638607917786,2.490474735508141,0.8451405742048655,0.27502266815208265,0.19486424251864137,55.60570632040894,2.983636868651328,65.52507668076251,2.922093810951548,80.3091148167357,2.6167186767572725,48.70171301563636,2.958414715799305,30.394808380722804,2.6165296651104635,7.260133167457727,1.4712331553331606,1.8837211713522066,0.6282961359841128,0.6813354941511408,0.5296347212224151,2020-04-17T12:05:30Z,2020-04-26T01:42:09Z
MT,1,38.042251858186034,3.9063581522351196,0.9007473507209988,0.7409955809487017,15.592712649140234,3.599259245823446,7.27528753790759,2.3553624894188885,11.625020828153694,3.2735273562707348,1.5427754683397439,0.8933155632404232,1.8569995625166253,0.9253531487810128,50.8631707346846,4.082368410744771,64.58898531563703,3.8394313692534308,71.94429367326607,3.5717970794741336,29.896355065813857,3.4657378523972127,43.10274525449209,4.128819019283907,9.988760245798673,2.4932405245622906,1.5443932212189875,0.8940894903223704,0,0,2020-04-16T23:04:43Z,2020-04-30T19:23:44Z
NC,1,27.096727856491842,2.3151059627726167,1.1868029375181262,0.48659689765074365,7.029924917057577,1.2370979535736981,7.543048265263454,1.3760514398248729,7.235025195886968,1.390850326245503,0.6854544750004044,0.38559560519819935,1.0744394700115811,0.5173284127809985,67.93424767306561,2.508786953719259,71.15986079001584,2.4241877145930504,80.08516589036854,2.09500743255292,44.22411540547112,2.626518990046811,24.91152649740988,2.379328547924317,4.484491880599557,1.0964042557930447,2.7002701368767426,0.8596444715616571,0.36028052363707774,0.21893798690042132,2020-04-17T13:48:20Z,2020-04-26T04:46:00Z
ND,1,40.2546256290592,4.312634558517459,0.4307514987899392,0.4306510193574007,16.255145297276353,3.3779622766386392,5.141233831354817,1.6963765968012652,4.925775360758735,1.6599333077852152,0.9917127160410806,0.7092560017136615,0,0,57.45946198815351,4.374499522696267,68.2726285059849,4.03317079998613,77.15776016713892,3.735567634759196,33.545824918236214,4.293959806906848,40.000481044857686,4.328844004403777,9.73421353447312,3.0361320394545577,2.746856605050327,1.3220300551489759,0.5480026267893517,0.5472317000830497,2020-04-16T22:57:47Z,2020-04-30T16:10:02Z
NE,1,35.65219869929649,3.0147175789337433,3.371030375441688,1.327354001449426,15.576957837212651,2.663620731635031,7.779176278830254,1.483392639921116,5.590721741259241,2.368979829003012,1.634886899451561,0.7617198227393331,1.3027494492442049,0.8315870458623521,54.26503737489695,3.2874481795572184,66.1816299439125,3.0675836235234377,77.18822400062567,2.9703320515669445,43.83375664254156,3.2900384585371465,34.76740830128955,3.0686266906249973,5.912275424899699,1.252530208532558,2.6089852578449824,0.7806039362829165,0.6534471470457036,0.3802492704994739,2020-04-16T23:24:01Z,2020-04-30T16:11:51Z
NH,1,31.193927933239912,2.9525624132161727,0.2232677396980211,0.223238577755909,8.190920303760445,1.535644391562081,7.210411215434282,1.9941269777252295,3.3758563294523376,1.0616440175291564,0.2034218990976871,0.20343570324340227,0.4379543026050823,0.4369556918114705,62.89690593048658,3.2089736217020803,72.57395204648401,3.195174477508509,80.0532684072919,2.768245010135422,58.07945311292022,3.093360513269341,29.841489203156435,3.014312773499394,5.404270870819436,1.7850303312851514,1.9919486687703725,0.9272050029210909,0.5581906293880725,0.4478201172256109,2020-04-16T23:02:10Z,2020-04-30T16:54:35Z
NJ,1,24.463144421331233,2.407422114516919,1.4016601931281019,0.577368935019857,8.885562631329648,1.687958447978057,5.350633922775237,1.105621161795266,6.033456367744638,1.3786330108127405,0.6582242378951064,0.3843181304499611,1.825497617959325,0.7174065424896159,77.7324088358778,2.141020638326391,83.22655889793675,1.9017800847764967,80.64463737827512,2.184712159674611,78.29197591316856,2.1907641976585652,22.60984396502426,2.2089885253075723,5.086416544996781,1.1724731837521303,1.6420141337422243,0.6523296848316515,0.40811602988177476,0.3147525784971463,2020-04-17T11:48:54Z,2020-04-27T07:04:33Z
NM,1,35.095637487523824,5.613862726348028,3.7680688073944992,2.602894215331422,15.186515122629771,4.052136627005992,10.785398339390236,3.5042518921504127,2.5974537893033522,1.3201299343523356,6.934578926123598,3.7535584996473146,2.288509295850006,1.4531038393545808,56.66326184219193,5.6279198662474705,74.32267899947722,4.505203694850735,84.51069355057739,4.2235992929262025,46.708439091842415,5.615554698271021,40.52832189147969,5.635180742204419,13.849633223862048,4.4969698493514025,0.5367722016872946,0.3878549998452307,0.35453774427808504,0.3555223653710176,2020-04-17T11:52:40Z,2020-04-22T10:37:22Z
NV,1,23.80554318134275,2.3877190561599226,0.5898919593133615,0.3812807572974398,7.606855335339158,1.5592686735286732,5.425923414242908,1.268280798687163,7.172366433077245,1.4252467796283497,0.9707901345939423,0.4197384703047572,2.9902802203353436,0.8994055126570449,67.21609953809359,2.6492270781140466,75.67530221058246,2.442416200890657,84.43491891973727,1.9209569315624662,52.90985813818148,2.82751121979656,22.216765523047734,2.3034016136937785,5.054048791660012,1.2411349959343128,0.9346818591512689,0.34478639746829937,1.318110584705598,0.6368377564647615,2020-04-17T11:49:49Z,2020-04-29T23:07:56Z
NY,1,11.163676989513153,1.4462894671277482,1.6618216964004067,0.6450787669074519,4.228714619735134,1.1046035507433347,3.755720638540595,0.9526879686567884,4.225483707951888,0.8768835624152203,1.7300810946769292,0.47184289155692344,3.4891125834229646,0.8201702914536688,81.5852398914109,1.8695458207982507,79.65082304334437,1.978526671450327,83.97217849776858,1.804987507660983,79.45631544662982,1.830152444283955,20.75466880010237,2.0410510953225227,3.1514538805786687,0.7809590573631254,1.0738568499616992,0.663729390654941,0.9478045171348305,0.4186033171417688,2020-04-17T13:13:33Z,2020-04-28T21:48:49Z
OH,1,25.26483453022257,2.4035687828722963,1.4603601603732466,0.7251788449147041,7.720720884494679,1.5574275947036187,5.158651988341463,1.1225179625771655,6.283052112424635,1.362367006777892,1.8005374115899637,0.7809175092702915,2.8701167419042863,1.0295393524590883,70.65913704986038,2.6513739056518135,75.62662977861082,2.502819168044406,81.56411279417344,2.3019952346667183,50.314765842608836,2.8810773904954425,22.753153771224067,2.2444588033485795,4.521277859433836,0.8703972851995553,1.0503219949809965,0.43264986373767633,0.3866437849895335,0.24147033912017543,2020-04-17T13:26:16Z,2020-04-22T16:28:16Z
OK,1,32.15282510124595,2.784827164134422,1.1128119227697384,0.5804198616296229,13.326676286149059,2.118064714288942,6.907319783434065,1.3591686508008989,7.355977142587896,1.8264546296059134,2.019326367872022,1.230761295465988,1.8723914845371767,1.223251560734792,59.744295552000004,3.031467246559422,67.25780896421686,2.8869232709960535,75.73920757554255,2.6694168553117263,42.86713589045135,3.0462770168805466,35.200999281122925,2.9485675340589186,6.363027276955549,1.6660571587883064,3.436114605854621,1.63668114183952,1.2146149524920082,0.5673929890202625,2020-04-17T11:53:05Z,2020-04-24T18:34:30Z
OR,1,26.43064139973317,2.5788573721011208,0.23645825242611845,0.1690102705964609,8.55269856576744,1.873362427646565,5.866366719808162,1.430432878328782,2.9808694432254934,0.6671238886334123,1.523454457334124,0.8923752566972429,2.6643263392762058,0.8413810382072417,63.24875336130138,2.9453671620792763,77.67025008206164,2.5326322105353944,77.28148774649529,2.5269407554720633,51.03111641990918,2.9178391818262166,25.545952969332458,2.492440235073873,4.661021163342608,1.2593835857763758,0.9722479435513302,0.37291452304567496,1.9297979133659187,1.113498389657268,2020-04-17T11:55:40Z,2020-04-29T01:58:49Z
PA,1,21.524790368056763,2.295343792905363,1.3470011192303284,0.6400849461442825,7.079578084578911,1.4718596298031708,2.7710532179762186,0.7022472976346481,6.458738642959568,1.487442929912429,0.6271198971282196,0.37264535784477687,3.335324821709525,1.1917225868717303,74.19471386454144,2.4090374442230837,74.94189476027283,2.5012916497000264,82.51484309106822,1.963751925758127,65.99584353901503,2.607996346061818,22.744747070467426,2.2930324402863698,4.104132686700857,1.1149032914367742,1.620921791811776,0.6458562179969688,0.13632055662017664,0.13636161868024738,2020-04-17T13:10:29Z,2020-04-25T18:29:06Z
RI,1,23.90846934296651,2.8678352904730016,2.2711703258278257,1.066459234785897,8.112267339375444,1.8203827272064794,5.288430244829132,1.3412314764531983,4.156868406086659,1.2335062082784716,2.274472650803117,1.1078565995260305,2.0985690716602647,1.0402351270413277,73.40220341238076,2.958586832178831,77.67550440357688,2.7464857052072533,76.63162240880074,2.8562375521736962,72.91715564773502,3.1521027560620705,23.66470463322533,2.7877616087093644,4.223231304999944,1.1947062553466015,0.17029242072564743,0.17044151220464251,0.9511284520208351,0.6194609538543462,2020-04-16T23:53:22Z,2020-04-30T17:15:24Z
SC,1,25.427601096713715,2.3757533039619796,0.2955110633389699,0.2951400342124749,9.838695750164888,1.6367438834439407,8.463716754109669,1.4728551182559013,5.870467360140561,1.284696610142732,1.552337477762855,0.5207075453033492,0.6814981374233562,0.4153879270954907,65.9179032424732,2.709877086441763,75.38231812107571,2.338065744217944,81.82552923614344,2.215510259086815,41.55467471542291,2.8890111132799006,29.243225207517455,2.5898096932412416,6.250994355375353,1.5427524335660976,1.0679153347000634,0.44724282011540134,1.3723411112722603,0.6167117062915174,2020-04-17T11:42:24Z,2020-04-23T17:55:59Z
SD,1,36.91587930639855,4.592770651028562,1.1666486994223624,0.8572604453809529,9.198084845620295,2.677184038346492,3.9989049454889622,1.5362687379251247,6.507284660308887,2.523763380007986,0.3892032945090185,0.38941428327111127,0,0,51.74687076237444,4.710022122371181,64.89212943441183,4.772705220474425,68.73214201911208,4.660886768466653,27.182129576035933,3.833673184333842,45.50607164810902,4.735611863202018,6.504546162000745,1.969535827420149,2.957842232099168,2.072777709763849,1.6794166996926299,1.2856556392100447,2020-04-16T23:00:59Z,2020-04-30T12:53:45Z
TN,1,30.988373783325756,2.746854441495305,1.0258208927049117,0.4795049229353751,6.5415097102873645,1.2688248331284635,6.262386281015962,1.0805313253925466,6.840649041748565,1.495379386063763,1.7024330540709847,0.5521059844360608,1.079474762842857,0.4489534936228772,71.74431216045328,2.4086133828396314,77.07638082268498,2.2643571378235934,83.3087765663843,1.9925004117927754,53.15140372326667,2.893628032756329,26.693040320847928,2.4837623427386153,3.377775679968665,0.93285207836642825,1.7388058146676317,0.5581053339840678,1.8174349646252335,1.0721284986755393,2020-04-17T12:46:34Z,2020-04-26T09:08:07Z
TX,1,24.772610786982174,2.2057740715789773,1.3125144620239335,0.4397506801652652,8.582707734479659,1.5766400228263526,7.419131546275781,1.4365334153449736,6.049710907216283,1.4038474079719176,0.9485090193922869,0.3411237159218682,1.795040816541053,0.748617679803169,69.36018221173059,2.3727434528577858,74.741992402763,2.271025478042569,81.86193672945878,1.882369159139726,59.64034334738494,2.4995930743388888,22.453378939368942,2.1663527523314308,5.417885207236594,1.24646709669763,0.7478609290124415,0.3463135655729143,1.6648727493745505,0.7663276348990328,2020-04-17T13:06:36Z,2020-04-27T00:27:43Z
UT,1,38.75083791366985,2.9767035170723983,1.9880021388932023,0.7542208403620351,14.329065224655277,2.306604167129256,9.872153199362863,1.5944689486173786,6.985508851188975,1.5906551085406906,1.9470744621455198,0.7497775601254001,3.8771886114251766,1.4252725501630192,59.675305054194936,2.9625479949431566,70.85431198254595,2.7644593968747797,80.43698983334576,2.336526370160523,40.09681378157025,2.978672342669033,35.4957363664117,2.903548745379294,7.919736009828483,1.5387791772283843,3.395749801837389,0.9569789695766584,0.11086668319285732,0.11094467512496778,2020-04-17T11:56:06Z,2020-04-26T21:18:29Z
VA,1,23.87001851322974,2.279927254286956,1.7895574829630179,0.6131152813314302,8.215125530656294,1.5334651337395326,4.987766816733877,1.0468083241349428,6.492285154296508,1.4407634267521596,1.5611789591787997,0.6468198907937567,1.9035476008873427,0.8220306355533271,73.37289617345799,2.3105047690579674,75.68863780754663,2.2733149806917545,81.17712192545234,2.0668898708155767,54.71174993567636,2.740760959236559,25.82279054695775,2.386740255995941,3.3200215896882788,0.8531803508048796,0.26614310321152684,0.1923454524549807,0.11770874964377603,0.11775240532242873,2020-04-17T11:42:31Z,2020-04-26T12:26:18Z
