Wave,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
19,2021-09-27,59,30,11,Rhode Island,45
month_end,2021-09-30,67,27,19,Rhode Island,46
mid_month,2021-10-15,52,22,8,Rhode Island,47
month_end,2021-10-31,40,18,6,Rhode Island,48
mid_month,2021-11-15,30,12,9,Rhode Island,49
month_end,2021-11-30,49,31,14,Rhode Island,50
20,2021-12-02,56,33,20,Rhode Island,51
mid_month,2021-12-15,85,43,26,Rhode Island,52
month_end,2021-12-31,134,81,48,Rhode Island,53
mid_month,2022-01-15,195,109,54,Rhode Island,54
21,2022-01-24,222,119,65,Rhode Island,55
month_end,2022-01-31,236,127,62,Rhode Island,56
mid_month,2022-02-15,213,72,25,Rhode Island,57
month_end,2022-02-28,104,30,9,Rhode Island,58
mid_month,2022-03-15,46,10,3,Rhode Island,59
month_end,2022-03-31,110,95,89,Rhode Island,60
22,2022-04-09,106,87,3,Rhode Island,61
mid_month,2022-04-15,104,5,3,Rhode Island,62
month_end,2022-04-30,18,13,8,Rhode Island,63
mid_month,2022-05-15,25,12,8,Rhode Island,64
month_end,2022-05-31,37,23,15,Rhode Island,65
mid_month,2022-06-15,42,15,10,Rhode Island,66
month_end,2022-06-30,32,14,6,Rhode Island,67
23,2022-07-05,28,12,5,Rhode Island,68
mid_month,2022-07-15,27,12,8,Rhode Island,69
month_end,2022-07-31,21,9,4,Rhode Island,70
mid_month,2022-08-15,11,2,0,Rhode Island,71
month_end,2022-08-31,13,11,7,Rhode Island,72
24,2022-09-11,20,9,7,Rhode Island,73
mid_month,2022-09-15,20,9,7,Rhode Island,74
month_end,2022-09-30,26,8,2,Rhode Island,75
mid_month,2022-10-15,29,12,7,Rhode Island,76
month_end,2022-10-31,27,15,10,Rhode Island,77
25,2022-11-09,31,19,9,Rhode Island,78
mid_month,2022-11-15,44,29,20,Rhode Island,79
month_end,2022-11-30,47,18,12,Rhode Island,80
mid_month,2022-12-15,37,19,16,Rhode Island,81
month_end,2022-12-31,27,-7,0,Rhode Island,82
mid_month,2023-01-15,21,28,9,Rhode Island,83
26,2023-01-17,21,28,9,Rhode Island,84
month_end,2023-01-31,51,23,9,Rhode Island,85
mid_month,2023-02-15,43,20,8,Rhode Island,86
month_end,2023-02-28,39,19,11,Rhode Island,87
mid_month,2023-03-15,29,10,5,Rhode Island,88
month_end,2023-03-31,10,0,0,Rhode Island,89
mid_month,2023-04-15,0,0,0,Rhode Island,90
month_end,2023-04-30,0,0,0,Rhode Island,91
27,2023-05-05,0,0,0,Rhode Island,92
mid_month,2023-05-15,0,0,0,Rhode Island,93
month_end,2023-05-31,0,0,0,Rhode Island,94
mid_month,2020-03-15,0,0,0,South Carolina,0
month_end,2020-03-31,0,0,0,South Carolina,1
mid_month,2020-04-15,97,97,97,South Carolina,2
1,2020-04-30,231,125,91,South Carolina,3
2,2020-05-15,274,127,55,South Carolina,4
month_end,2020-05-31,243,107,62,South Carolina,5
3,2020-06-01,238,109,59,South Carolina,6
mid_month,2020-06-15,220,106,54,South Carolina,7
5,2020-06-28,241,112,67,South Carolina,8
month_end,2020-06-30,233,118,61,South Carolina,9
mid_month,2020-07-15,393,254,147,South Carolina,10
7,2020-07-26,772,514,330,South Carolina,11
month_end,2020-07-31,928,597,333,South Carolina,12
mid_month,2020-08-15,1206,492,242,South Carolina,13
9,2020-08-26,1038,431,186,South Carolina,14
month_end,2020-08-31,997,440,205,South Carolina,15
mid_month,2020-09-15,817,357,170,South Carolina,16
10,2020-09-30,650,261,116,South Carolina,17
mid_month,2020-10-15,516,215,91,South Carolina,18
11,2020-10-23,512,241,148,South Carolina,19
month_end,2020-10-31,518,281,119,South Carolina,20
12,2020-11-14,508,205,96,South Carolina,21
mid_month,2020-11-15,503,175,95,South Carolina,22
13,2020-11-30,457,241,70,South Carolina,23
mid_month,2020-12-15,641,370,172,South Carolina,24
month_end,2020-12-31,868,449,221,South Carolina,25
14,2021-01-10,1131,634,373,South Carolina,26
mid_month,2021-01-15,1178,638,273,South Carolina,27
month_end,2021-01-31,1718,906,535,South Carolina,28
mid_month,2021-02-15,1961,956,347,South Carolina,29
16,2021-02-28,1595,587,242,South Carolina,30
mid_month,2021-03-15,981,329,121,South Carolina,31
month_end,2021-03-31,580,245,96,South Carolina,32
mid_month,2021-04-15,426,158,91,South Carolina,33
month_end,2021-04-30,369,188,107,South Carolina,34
17,2021-05-03,341,184,90,South Carolina,35
mid_month,2021-05-15,323,130,61,South Carolina,36
month_end,2021-05-31,235,79,48,South Carolina,37
mid_month,2021-06-15,152,54,36,South Carolina,38
month_end,2021-06-30,85,27,13,South Carolina,39
18,2021-07-15,70,41,17,South Carolina,40
month_end,2021-07-31,85,42,26,South Carolina,41
mid_month,2021-08-15,174,135,89,South Carolina,42
month_end,2021-08-31,658,454,248,South Carolina,43
mid_month,2021-09-15,1310,751,377,South Carolina,44
19,2021-09-27,1628,931,466,South Carolina,45
month_end,2021-09-30,1810,889,459,South Carolina,46
mid_month,2021-10-15,1765,642,258,South Carolina,47
month_end,2021-10-31,1244,484,244,South Carolina,48
mid_month,2021-11-15,751,267,142,South Carolina,49
month_end,2021-11-30,493,176,81,South Carolina,50
20,2021-12-02,480,169,79,South Carolina,51
mid_month,2021-12-15,436,209,101,South Carolina,52
month_end,2021-12-31,407,172,67,South Carolina,53
mid_month,2022-01-15,483,278,168,South Carolina,54
21,2022-01-24,558,362,194,South Carolina,55
month_end,2022-01-31,630,352,158,South Carolina,56
mid_month,2022-02-15,1327,975,312,South Carolina,57
month_end,2022-02-28,1524,654,257,South Carolina,58
mid_month,2022-03-15,1236,507,186,South Carolina,59
month_end,2022-03-31,726,211,98,South Carolina,60
22,2022-04-09,399,157,59,South Carolina,61
mid_month,2022-04-15,318,107,48,South Carolina,62
month_end,2022-04-30,176,69,33,South Carolina,63
mid_month,2022-05-15,171,102,20,South Carolina,64
month_end,2022-05-31,138,36,14,South Carolina,65
mid_month,2022-06-15,126,90,25,South Carolina,66
month_end,2022-06-30,128,38,26,South Carolina,67
23,2022-07-05,126,38,26,South Carolina,68
mid_month,2022-07-15,60,22,12,South Carolina,69
month_end,2022-07-31,159,137,60,South Carolina,70
mid_month,2022-08-15,160,23,7,South Carolina,71
month_end,2022-08-31,71,36,18,South Carolina,72
24,2022-09-11,84,54,36,South Carolina,73
mid_month,2022-09-15,101,53,17,South Carolina,74
month_end,2022-09-30,102,49,34,South Carolina,75
mid_month,2022-10-15,152,103,78,South Carolina,76
month_end,2022-10-31,213,110,51,South Carolina,77
25,2022-11-09,270,82,27,South Carolina,78
mid_month,2022-11-15,192,82,27,South Carolina,79
month_end,2022-11-30,133,32,4,South Carolina,80
mid_month,2022-12-15,123,72,25,South Carolina,81
month_end,2022-12-31,123,51,23,South Carolina,82
mid_month,2023-01-15,200,149,134,South Carolina,83
26,2023-01-17,200,149,134,South Carolina,84
month_end,2023-01-31,259,110,24,South Carolina,85
mid_month,2023-02-15,410,171,63,South Carolina,86
month_end,2023-02-28,397,160,97,South Carolina,87
mid_month,2023-03-15,270,68,0,South Carolina,88
month_end,2023-03-31,68,0,0,South Carolina,89
mid_month,2023-04-15,0,0,0,South Carolina,90
month_end,2023-04-30,0,0,0,South Carolina,91
27,2023-05-05,0,0,0,South Carolina,92
mid_month,2023-05-15,0,0,0,South Carolina,93
month_end,2023-05-31,0,0,0,South Carolina,94
mid_month,2020-03-15,0,0,0,South Dakota,0
month_end,2020-03-31,0,0,0,South Dakota,1
mid_month,2020-04-15,6,6,6,South Dakota,2
1,2020-04-30,13,7,4,South Dakota,3
2,2020-05-15,37,26,12,South Dakota,4
month_end,2020-05-31,45,18,12,South Dakota,5
3,2020-06-01,41,18,12,South Dakota,6
mid_month,2020-06-15,31,13,10,South Dakota,7
5,2020-06-28,37,16,10,South Dakota,8
month_end,2020-06-30,29,16,10,South Dakota,9
mid_month,2020-07-15,34,18,11,South Dakota,10
7,2020-07-26,35,13,6,South Dakota,11
month_end,2020-07-31,38,14,8,South Dakota,12
mid_month,2020-08-15,39,20,6,South Dakota,13
9,2020-08-26,38,15,7,South Dakota,14
month_end,2020-08-31,37,14,6,South Dakota,15
mid_month,2020-09-15,32,17,11,South Dakota,16
10,2020-09-30,56,39,21,South Dakota,17
mid_month,2020-10-15,107,68,33,South Dakota,18
11,2020-10-23,145,75,43,South Dakota,19
month_end,2020-10-31,192,108,59,South Dakota,20
12,2020-11-14,277,153,58,South Dakota,21
mid_month,2020-11-15,317,196,98,South Dakota,22
13,2020-11-30,528,299,124,South Dakota,23
mid_month,2020-12-15,638,313,149,South Dakota,24
month_end,2020-12-31,518,164,75,South Dakota,25
14,2021-01-10,393,124,69,South Dakota,26
mid_month,2021-01-15,353,126,70,South Dakota,27
month_end,2021-01-31,287,142,79,South Dakota,28
mid_month,2021-02-15,215,66,35,South Dakota,29
16,2021-02-28,123,48,27,South Dakota,30
mid_month,2021-03-15,81,24,12,South Dakota,31
month_end,2021-03-31,47,23,12,South Dakota,32
mid_month,2021-04-15,36,13,10,South Dakota,33
month_end,2021-04-30,27,13,6,South Dakota,34
17,2021-05-03,29,14,9,South Dakota,35
mid_month,2021-05-15,43,24,11,South Dakota,36
month_end,2021-05-31,43,19,9,South Dakota,37
mid_month,2021-06-15,35,12,4,South Dakota,38
month_end,2021-06-30,23,7,6,South Dakota,39
18,2021-07-15,14,5,1,South Dakota,40
month_end,2021-07-31,10,4,2,South Dakota,41
mid_month,2021-08-15,13,9,2,South Dakota,42
month_end,2021-08-31,24,14,10,South Dakota,43
mid_month,2021-09-15,39,22,18,South Dakota,44
19,2021-09-27,62,41,25,South Dakota,45
month_end,2021-09-30,65,40,24,South Dakota,46
mid_month,2021-10-15,89,39,12,South Dakota,47
month_end,2021-10-31,92,46,17,South Dakota,48
mid_month,2021-11-15,92,46,14,South Dakota,49
month_end,2021-11-30,93,39,19,South Dakota,50
20,2021-12-02,108,52,29,South Dakota,51
mid_month,2021-12-15,130,77,36,South Dakota,52
month_end,2021-12-31,152,56,30,South Dakota,53
mid_month,2022-01-15,140,73,37,South Dakota,54
21,2022-01-24,145,79,42,South Dakota,55
month_end,2022-01-31,151,78,36,South Dakota,56
mid_month,2022-02-15,183,92,51,South Dakota,57
month_end,2022-02-28,165,72,30,South Dakota,58
mid_month,2022-03-15,129,54,25,South Dakota,59
month_end,2022-03-31,78,13,3,South Dakota,60
22,2022-04-09,49,13,10,South Dakota,61
mid_month,2022-04-15,37,15,5,South Dakota,62
month_end,2022-04-30,29,14,11,South Dakota,63
mid_month,2022-05-15,19,5,2,South Dakota,64
month_end,2022-05-31,15,10,8,South Dakota,65
mid_month,2022-06-15,11,1,0,South Dakota,66
month_end,2022-06-30,11,7,2,South Dakota,67
23,2022-07-05,10,7,2,South Dakota,68
mid_month,2022-07-15,17,7,5,South Dakota,69
month_end,2022-07-31,18,11,9,South Dakota,70
mid_month,2022-08-15,28,17,10,South Dakota,71
month_end,2022-08-31,28,11,5,South Dakota,72
24,2022-09-11,29,18,9,South Dakota,73
mid_month,2022-09-15,41,21,12,South Dakota,74
month_end,2022-09-30,37,7,4,South Dakota,75
mid_month,2022-10-15,32,25,13,South Dakota,76
month_end,2022-10-31,38,13,10,South Dakota,77
25,2022-11-09,32,16,6,South Dakota,78
mid_month,2022-11-15,32,19,13,South Dakota,79
month_end,2022-11-30,37,18,8,South Dakota,80
mid_month,2022-12-15,37,16,9,South Dakota,81
month_end,2022-12-31,19,3,2,South Dakota,82
mid_month,2023-01-15,18,15,9,South Dakota,83
26,2023-01-17,18,15,9,South Dakota,84
month_end,2023-01-31,31,16,4,South Dakota,85
mid_month,2023-02-15,20,4,1,South Dakota,86
month_end,2023-02-28,26,22,8,South Dakota,87
mid_month,2023-03-15,37,15,9,South Dakota,88
month_end,2023-03-31,15,0,0,South Dakota,89
mid_month,2023-04-15,0,0,0,South Dakota,90
month_end,2023-04-30,0,0,0,South Dakota,91
27,2023-05-05,0,0,0,South Dakota,92
mid_month,2023-05-15,0,0,0,South Dakota,93
month_end,2023-05-31,0,0,0,South Dakota,94
mid_month,2020-03-15,0,0,0,Tennessee,0
month_end,2020-03-31,0,0,0,Tennessee,1
mid_month,2020-04-15,124,124,124,Tennessee,2
1,2020-04-30,195,60,29,Tennessee,3
2,2020-05-15,163,88,50,Tennessee,4
month_end,2020-05-31,165,69,35,Tennessee,5
3,2020-06-01,160,66,28,Tennessee,6
mid_month,2020-06-15,185,111,57,Tennessee,7
5,2020-06-28,228,112,60,Tennessee,8
month_end,2020-06-30,228,109,61,Tennessee,9
mid_month,2020-07-15,292,163,102,Tennessee,10
7,2020-07-26,397,226,126,Tennessee,11
month_end,2020-07-31,429,237,108,Tennessee,12
mid_month,2020-08-15,543,266,120,Tennessee,13
9,2020-08-26,661,357,202,Tennessee,14
month_end,2020-08-31,687,381,180,Tennessee,15
mid_month,2020-09-15,752,343,228,Tennessee,16
10,2020-09-30,673,293,159,Tennessee,17
mid_month,2020-10-15,731,374,186,Tennessee,18
11,2020-10-23,750,306,147,Tennessee,19
month_end,2020-10-31,887,470,265,Tennessee,20
12,2020-11-14,1024,511,311,Tennessee,21
mid_month,2020-11-15,1013,524,287,Tennessee,22
13,2020-11-30,1213,661,288,Tennessee,23
mid_month,2020-12-15,1664,939,532,Tennessee,24
month_end,2020-12-31,2208,1142,430,Tennessee,25
14,2021-01-10,2464,1261,734,Tennessee,26
mid_month,2021-01-15,2617,1325,740,Tennessee,27
month_end,2021-01-31,2667,1219,755,Tennessee,28
mid_month,2021-02-15,2622,1283,464,Tennessee,29
16,2021-02-28,1976,491,278,Tennessee,30
mid_month,2021-03-15,734,216,80,Tennessee,31
month_end,2021-03-31,428,189,111,Tennessee,32
mid_month,2021-04-15,338,126,44,Tennessee,33
month_end,2021-04-30,292,147,55,Tennessee,34
17,2021-05-03,280,122,52,Tennessee,35
mid_month,2021-05-15,280,118,65,Tennessee,36
month_end,2021-05-31,242,119,54,Tennessee,37
mid_month,2021-06-15,181,48,13,Tennessee,38
month_end,2021-06-30,116,56,23,Tennessee,39
18,2021-07-15,126,62,39,Tennessee,40
month_end,2021-07-31,176,106,65,Tennessee,41
mid_month,2021-08-15,334,217,128,Tennessee,42
month_end,2021-08-31,742,474,257,Tennessee,43
mid_month,2021-09-15,1243,705,420,Tennessee,44
19,2021-09-27,1557,941,501,Tennessee,45
month_end,2021-09-30,1658,857,407,Tennessee,46
mid_month,2021-10-15,1604,627,274,Tennessee,47
month_end,2021-10-31,1176,496,202,Tennessee,48
mid_month,2021-11-15,824,308,127,Tennessee,49
month_end,2021-11-30,668,303,127,Tennessee,50
20,2021-12-02,887,497,316,Tennessee,51
mid_month,2021-12-15,1211,699,221,Tennessee,52
month_end,2021-12-31,3622,2838,433,Tennessee,53
mid_month,2022-01-15,3680,794,581,Tennessee,54
21,2022-01-24,1719,1035,452,Tennessee,55
month_end,2022-01-31,1733,900,448,Tennessee,56
mid_month,2022-02-15,2124,1048,678,Tennessee,57
month_end,2022-02-28,1990,1098,502,Tennessee,58
mid_month,2022-03-15,2077,853,670,Tennessee,59
month_end,2022-03-31,1092,214,117,Tennessee,60
22,2022-04-09,1210,531,383,Tennessee,61
mid_month,2022-04-15,733,487,88,Tennessee,62
month_end,2022-04-30,564,61,23,Tennessee,63
mid_month,2022-05-15,158,96,59,Tennessee,64
month_end,2022-05-31,313,213,74,Tennessee,65
mid_month,2022-06-15,294,73,46,Tennessee,66
month_end,2022-06-30,238,134,86,Tennessee,67
23,2022-07-05,234,100,65,Tennessee,68
mid_month,2022-07-15,297,132,82,Tennessee,69
month_end,2022-07-31,313,178,83,Tennessee,70
mid_month,2022-08-15,376,194,102,Tennessee,71
month_end,2022-08-31,450,197,110,Tennessee,72
24,2022-09-11,318,111,17,Tennessee,73
mid_month,2022-09-15,335,98,53,Tennessee,74
month_end,2022-09-30,339,193,88,Tennessee,75
mid_month,2022-10-15,431,142,58,Tennessee,76
month_end,2022-10-31,250,105,47,Tennessee,77
25,2022-11-09,257,127,57,Tennessee,78
mid_month,2022-11-15,245,137,62,Tennessee,79
month_end,2022-11-30,205,68,27,Tennessee,80
mid_month,2022-12-15,237,164,54,Tennessee,81
month_end,2022-12-31,258,44,32,Tennessee,82
mid_month,2023-01-15,282,212,132,Tennessee,83
26,2023-01-17,261,213,96,Tennessee,84
month_end,2023-01-31,398,181,69,Tennessee,85
mid_month,2023-02-15,318,125,44,Tennessee,86
month_end,2023-02-28,251,113,55,Tennessee,87
mid_month,2023-03-15,150,35,38,Tennessee,88
month_end,2023-03-31,35,0,0,Tennessee,89
mid_month,2023-04-15,0,0,0,Tennessee,90
month_end,2023-04-30,0,0,0,Tennessee,91
27,2023-05-05,0,0,0,Tennessee,92
mid_month,2023-05-15,0,0,0,Tennessee,93
month_end,2023-05-31,0,0,0,Tennessee,94
mid_month,2020-03-15,0,0,0,Texas,0
month_end,2020-03-31,0,0,0,Texas,1
mid_month,2020-04-15,372,372,372,Texas,2
1,2020-04-30,810,395,206,Texas,3
2,2020-05-15,960,480,259,Texas,4
month_end,2020-05-31,899,337,177,Texas,5
3,2020-06-01,879,327,151,Texas,6
mid_month,2020-06-15,715,324,153,Texas,7
5,2020-06-28,828,450,231,Texas,8
month_end,2020-06-30,827,465,249,Texas,9
mid_month,2020-07-15,1541,1024,639,Texas,10
7,2020-07-26,2864,1932,1075,Texas,11
month_end,2020-07-31,4256,2931,1910,Texas,12
mid_month,2020-08-15,6698,3450,1217,Texas,13
9,2020-08-26,6865,2689,1245,Texas,14
month_end,2020-08-31,6069,2275,1020,Texas,15
mid_month,2020-09-15,4103,1653,751,Texas,16
10,2020-09-30,3097,1258,641,Texas,17
mid_month,2020-10-15,2738,1229,526,Texas,18
11,2020-10-23,2467,907,392,Texas,19
month_end,2020-10-31,2441,1029,612,Texas,20
12,2020-11-14,2744,1532,757,Texas,21
mid_month,2020-11-15,2812,1596,815,Texas,22
13,2020-11-30,3559,1805,816,Texas,23
mid_month,2020-12-15,4333,2364,1169,Texas,24
month_end,2020-12-31,5395,2575,1181,Texas,25
14,2021-01-10,6201,3328,1871,Texas,26
mid_month,2021-01-15,6803,3682,2168,Texas,27
month_end,2021-01-31,8867,4453,2184,Texas,28
mid_month,2021-02-15,9128,4182,1927,Texas,29
16,2021-02-28,7276,2444,1548,Texas,30
mid_month,2021-03-15,5552,2680,1163,Texas,31
month_end,2021-03-31,4418,1570,646,Texas,32
mid_month,2021-04-15,2804,1099,435,Texas,33
month_end,2021-04-30,1903,717,342,Texas,34
17,2021-05-03,1675,692,353,Texas,35
mid_month,2021-05-15,1501,649,314,Texas,36
month_end,2021-05-31,1243,556,272,Texas,37
mid_month,2021-06-15,989,429,200,Texas,38
month_end,2021-06-30,802,342,160,Texas,39
18,2021-07-15,782,385,188,Texas,40
month_end,2021-07-31,904,454,264,Texas,41
mid_month,2021-08-15,1576,1062,640,Texas,42
month_end,2021-08-31,3584,2429,1462,Texas,43
mid_month,2021-09-15,6111,3393,1752,Texas,44
19,2021-09-27,7724,3842,2095,Texas,45
month_end,2021-09-30,8026,3994,2037,Texas,46
mid_month,2021-10-15,8015,3272,1529,Texas,47
month_end,2021-10-31,5921,2183,921,Texas,48
mid_month,2021-11-15,4045,1598,818,Texas,49
month_end,2021-11-30,2595,896,323,Texas,50
20,2021-12-02,2646,871,319,Texas,51
mid_month,2021-12-15,1927,914,421,Texas,52
month_end,2021-12-31,1924,825,405,Texas,53
mid_month,2022-01-15,2148,1222,557,Texas,54
21,2022-01-24,2831,1620,902,Texas,55
month_end,2022-01-31,3684,2161,1259,Texas,56
mid_month,2022-02-15,5265,2907,1580,Texas,57
month_end,2022-02-28,5730,2529,1100,Texas,58
mid_month,2022-03-15,4322,1526,637,Texas,59
month_end,2022-03-31,2409,714,289,Texas,60
22,2022-04-09,1571,471,228,Texas,61
mid_month,2022-04-15,1249,400,212,Texas,62
month_end,2022-04-30,695,259,79,Texas,63
mid_month,2022-05-15,417,144,72,Texas,64
month_end,2022-05-31,244,95,35,Texas,65
mid_month,2022-06-15,232,120,74,Texas,66
month_end,2022-06-30,333,167,104,Texas,67
23,2022-07-05,340,182,90,Texas,68
mid_month,2022-07-15,437,214,119,Texas,69
month_end,2022-07-31,548,310,157,Texas,70
mid_month,2022-08-15,741,409,209,Texas,71
month_end,2022-08-31,909,401,203,Texas,72
24,2022-09-11,768,318,134,Texas,73
mid_month,2022-09-15,748,277,144,Texas,74
month_end,2022-09-30,610,292,152,Texas,75
mid_month,2022-10-15,486,157,56,Texas,76
month_end,2022-10-31,328,171,81,Texas,77
25,2022-11-09,307,130,64,Texas,78
mid_month,2022-11-15,303,118,54,Texas,79
month_end,2022-11-30,237,104,34,Texas,80
mid_month,2022-12-15,300,174,87,Texas,81
month_end,2022-12-31,398,219,104,Texas,82
mid_month,2023-01-15,500,279,149,Texas,83
26,2023-01-17,499,278,142,Texas,84
month_end,2023-01-31,728,449,199,Texas,85
mid_month,2023-02-15,1047,598,187,Texas,86
month_end,2023-02-28,851,247,123,Texas,87
mid_month,2023-03-15,482,222,98,Texas,88
month_end,2023-03-31,222,0,0,Texas,89
mid_month,2023-04-15,0,0,0,Texas,90
month_end,2023-04-30,0,0,0,Texas,91
27,2023-05-05,0,0,0,Texas,92
mid_month,2023-05-15,0,0,0,Texas,93
month_end,2023-05-31,0,0,0,Texas,94
mid_month,2020-03-15,0,0,0,Utah,0
month_end,2020-03-31,0,0,0,Utah,1
mid_month,2020-04-15,18,18,18,Utah,2
1,2020-04-30,45,25,13,Utah,3
2,2020-05-15,57,29,14,Utah,4
month_end,2020-05-31,66,34,15,Utah,5
3,2020-06-01,67,33,16,Utah,6
mid_month,2020-06-15,62,26,18,Utah,7
5,2020-06-28,61,28,12,Utah,8
month_end,2020-06-30,56,25,10,Utah,9
mid_month,2020-07-15,87,54,32,Utah,10
7,2020-07-26,110,62,31,Utah,11
month_end,2020-07-31,128,66,33,Utah,12
mid_month,2020-08-15,127,56,25,Utah,13
9,2020-08-26,123,48,28,Utah,14
month_end,2020-08-31,103,44,22,Utah,15
mid_month,2020-09-15,73,29,13,Utah,16
10,2020-09-30,50,21,14,Utah,17
mid_month,2020-10-15,91,68,31,Utah,18
11,2020-10-23,120,62,34,Utah,19
month_end,2020-10-31,142,64,34,Utah,20
12,2020-11-14,174,100,52,Utah,21
mid_month,2020-11-15,181,106,52,Utah,22
13,2020-11-30,267,150,75,Utah,23
mid_month,2020-12-15,352,191,113,Utah,24
month_end,2020-12-31,385,160,60,Utah,25
14,2021-01-10,374,178,96,Utah,26
mid_month,2021-01-15,383,191,101,Utah,27
month_end,2021-01-31,394,178,81,Utah,28
mid_month,2021-02-15,322,129,58,Utah,29
16,2021-02-28,309,139,87,Utah,30
mid_month,2021-03-15,242,92,51,Utah,31
month_end,2021-03-31,183,86,41,Utah,32
mid_month,2021-04-15,134,39,22,Utah,33
month_end,2021-04-30,79,35,19,Utah,34
17,2021-05-03,73,40,22,Utah,35
mid_month,2021-05-15,95,54,33,Utah,36
month_end,2021-05-31,99,43,11,Utah,37
mid_month,2021-06-15,65,21,10,Utah,38
month_end,2021-06-30,67,45,35,Utah,39
18,2021-07-15,83,35,19,Utah,40
month_end,2021-07-31,80,38,26,Utah,41
mid_month,2021-08-15,115,74,31,Utah,42
month_end,2021-08-31,177,91,44,Utah,43
mid_month,2021-09-15,228,119,68,Utah,44
19,2021-09-27,246,145,82,Utah,45
month_end,2021-09-30,292,156,79,Utah,46
mid_month,2021-10-15,297,118,67,Utah,47
month_end,2021-10-31,276,141,80,Utah,48
mid_month,2021-11-15,280,139,61,Utah,49
month_end,2021-11-30,300,135,66,Utah,50
20,2021-12-02,308,147,75,Utah,51
mid_month,2021-12-15,326,145,67,Utah,52
month_end,2021-12-31,259,90,33,Utah,53
mid_month,2022-01-15,263,164,64,Utah,54
21,2022-01-24,276,143,79,Utah,55
month_end,2022-01-31,320,156,77,Utah,56
mid_month,2022-02-15,349,182,109,Utah,57
month_end,2022-02-28,301,147,49,Utah,58
mid_month,2022-03-15,284,134,84,Utah,59
month_end,2022-03-31,303,161,69,Utah,60
22,2022-04-09,236,28,16,Utah,61
mid_month,2022-04-15,186,22,6,Utah,62
month_end,2022-04-30,33,11,7,Utah,63
mid_month,2022-05-15,25,14,1,Utah,64
month_end,2022-05-31,30,16,12,Utah,65
mid_month,2022-06-15,32,16,12,Utah,66
month_end,2022-06-30,39,23,10,Utah,67
23,2022-07-05,53,28,18,Utah,68
mid_month,2022-07-15,76,35,22,Utah,69
month_end,2022-07-31,66,31,16,Utah,70
mid_month,2022-08-15,71,40,12,Utah,71
month_end,2022-08-31,68,28,15,Utah,72
24,2022-09-11,49,21,8,Utah,73
mid_month,2022-09-15,49,21,8,Utah,74
month_end,2022-09-30,53,20,10,Utah,75
mid_month,2022-10-15,45,13,6,Utah,76
month_end,2022-10-31,35,22,9,Utah,77
25,2022-11-09,37,18,9,Utah,78
mid_month,2022-11-15,42,20,11,Utah,79
month_end,2022-11-30,54,34,21,Utah,80
mid_month,2022-12-15,62,28,11,Utah,81
month_end,2022-12-31,77,26,10,Utah,82
mid_month,2023-01-15,61,35,16,Utah,83
26,2023-01-17,61,35,16,Utah,84
month_end,2023-01-31,66,31,19,Utah,85
mid_month,2023-02-15,48,17,11,Utah,86
month_end,2023-02-28,23,6,3,Utah,87
mid_month,2023-03-15,28,22,11,Utah,88
month_end,2023-03-31,22,0,0,Utah,89
mid_month,2023-04-15,0,0,0,Utah,90
month_end,2023-04-30,0,0,0,Utah,91
27,2023-05-05,0,0,0,Utah,92
mid_month,2023-05-15,0,0,0,Utah,93
month_end,2023-05-31,0,0,0,Utah,94
mid_month,2020-03-15,0,0,0,Vermont,0
month_end,2020-03-31,0,0,0,Vermont,1
mid_month,2020-04-15,29,29,29,Vermont,2
1,2020-04-30,47,18,7,Vermont,3
2,2020-05-15,24,4,0,Vermont,4
month_end,2020-05-31,6,2,1,Vermont,5
3,2020-06-01,5,1,1,Vermont,6
mid_month,2020-06-15,2,0,0,Vermont,7
5,2020-06-28,1,1,0,Vermont,8
month_end,2020-06-30,1,1,0,Vermont,9
mid_month,2020-07-15,1,0,0,Vermont,10
7,2020-07-26,0,0,0,Vermont,11
month_end,2020-07-31,1,1,1,Vermont,12
mid_month,2020-08-15,2,1,0,Vermont,13
9,2020-08-26,2,0,0,Vermont,14
month_end,2020-08-31,1,0,0,Vermont,15
mid_month,2020-09-15,0,0,0,Vermont,16
10,2020-09-30,0,0,0,Vermont,17
mid_month,2020-10-15,0,0,0,Vermont,18
11,2020-10-23,0,0,0,Vermont,19
month_end,2020-10-31,0,0,0,Vermont,20
12,2020-11-14,1,1,1,Vermont,21
mid_month,2020-11-15,1,1,0,Vermont,22
13,2020-11-30,9,8,4,Vermont,23
mid_month,2020-12-15,37,27,15,Vermont,24
month_end,2020-12-31,65,29,17,Vermont,25
14,2021-01-10,67,35,17,Vermont,26
mid_month,2021-01-15,62,26,7,Vermont,27
month_end,2021-01-31,37,10,3,Vermont,28
mid_month,2021-02-15,26,15,6,Vermont,29
16,2021-02-28,32,15,8,Vermont,30
mid_month,2021-03-15,25,10,6,Vermont,31
month_end,2021-03-31,21,10,5,Vermont,32
mid_month,2021-04-15,23,10,7,Vermont,33
month_end,2021-04-30,21,6,3,Vermont,34
17,2021-05-03,19,5,3,Vermont,35
mid_month,2021-05-15,15,6,3,Vermont,36
month_end,2021-05-31,9,3,0,Vermont,37
mid_month,2021-06-15,4,1,0,Vermont,38
month_end,2021-06-30,1,0,0,Vermont,39
18,2021-07-15,2,2,0,Vermont,40
month_end,2021-07-31,4,2,1,Vermont,41
mid_month,2021-08-15,6,4,4,Vermont,42
month_end,2021-08-31,15,11,5,Vermont,43
