Wave,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
mid_month,2020-03-15,0,0,0,Alabama,0
month_end,2020-03-31,0,0,0,Alabama,1
mid_month,2020-04-15,114,114,114,Alabama,2
1,2020-04-30,256,138,60,Alabama,3
2,2020-05-15,359,201,104,Alabama,4
month_end,2020-05-31,346,133,69,Alabama,5
3,2020-06-01,341,142,79,Alabama,6
mid_month,2020-06-15,290,143,81,Alabama,7
5,2020-06-28,328,146,81,Alabama,8
month_end,2020-06-30,311,155,88,Alabama,9
mid_month,2020-07-15,391,214,131,Alabama,10
7,2020-07-26,560,342,170,Alabama,11
month_end,2020-07-31,615,335,168,Alabama,12
mid_month,2020-08-15,682,313,158,Alabama,13
9,2020-08-26,564,190,101,Alabama,14
month_end,2020-08-31,582,264,149,Alabama,15
mid_month,2020-09-15,459,173,79,Alabama,16
10,2020-09-30,355,130,60,Alabama,17
mid_month,2020-10-15,351,166,105,Alabama,18
11,2020-10-23,386,206,87,Alabama,19
month_end,2020-10-31,392,146,73,Alabama,20
12,2020-11-14,525,299,182,Alabama,21
mid_month,2020-11-15,490,279,164,Alabama,22
13,2020-11-30,645,329,120,Alabama,23
mid_month,2020-12-15,856,524,210,Alabama,24
month_end,2020-12-31,1196,576,187,Alabama,25
14,2021-01-10,1265,614,427,Alabama,26
mid_month,2021-01-15,1821,1118,865,Alabama,27
month_end,2021-01-31,2739,1447,909,Alabama,28
mid_month,2021-02-15,3212,1554,727,Alabama,29
16,2021-02-28,2590,688,340,Alabama,30
mid_month,2021-03-15,1147,398,179,Alabama,31
month_end,2021-03-31,598,190,77,Alabama,32
mid_month,2021-04-15,399,174,76,Alabama,33
month_end,2021-04-30,360,151,63,Alabama,34
17,2021-05-03,306,123,62,Alabama,35
mid_month,2021-05-15,296,128,58,Alabama,36
month_end,2021-05-31,250,108,34,Alabama,37
mid_month,2021-06-15,236,128,57,Alabama,38
month_end,2021-06-30,192,57,27,Alabama,39
18,2021-07-15,154,76,41,Alabama,40
month_end,2021-07-31,158,68,38,Alabama,41
mid_month,2021-08-15,326,229,141,Alabama,42
month_end,2021-08-31,686,423,222,Alabama,43
mid_month,2021-09-15,920,435,298,Alabama,44
19,2021-09-27,1869,1346,812,Alabama,45
month_end,2021-09-30,1978,1416,535,Alabama,46
mid_month,2021-10-15,2383,802,426,Alabama,47
month_end,2021-10-31,1274,394,167,Alabama,48
mid_month,2021-11-15,839,408,147,Alabama,49
month_end,2021-11-30,543,135,43,Alabama,50
20,2021-12-02,570,118,41,Alabama,51
mid_month,2021-12-15,304,166,86,Alabama,52
month_end,2021-12-31,336,135,53,Alabama,53
mid_month,2022-01-15,337,186,56,Alabama,54
21,2022-01-24,408,202,92,Alabama,55
month_end,2022-01-31,631,352,260,Alabama,56
mid_month,2022-02-15,930,485,184,Alabama,57
month_end,2022-02-28,1178,654,292,Alabama,58
mid_month,2022-03-15,1319,665,321,Alabama,59
month_end,2022-03-31,1059,340,115,Alabama,60
22,2022-04-09,682,166,82,Alabama,61
mid_month,2022-04-15,532,185,101,Alabama,62
month_end,2022-04-30,283,65,26,Alabama,63
mid_month,2022-05-15,153,61,27,Alabama,64
month_end,2022-05-31,91,27,9,Alabama,65
mid_month,2022-06-15,67,31,19,Alabama,66
month_end,2022-06-30,82,44,18,Alabama,67
23,2022-07-05,102,69,32,Alabama,68
mid_month,2022-07-15,126,66,40,Alabama,69
month_end,2022-07-31,136,69,19,Alabama,70
mid_month,2022-08-15,204,135,52,Alabama,71
month_end,2022-08-31,157,22,7,Alabama,72
24,2022-09-11,213,191,79,Alabama,73
mid_month,2022-09-15,213,191,79,Alabama,74
month_end,2022-09-30,374,100,27,Alabama,75
mid_month,2022-10-15,266,83,32,Alabama,76
month_end,2022-10-31,136,53,25,Alabama,77
25,2022-11-09,85,25,0,Alabama,78
mid_month,2022-11-15,103,50,50,Alabama,79
month_end,2022-11-30,73,23,14,Alabama,80
mid_month,2022-12-15,96,52,22,Alabama,81
month_end,2022-12-31,85,33,0,Alabama,82
mid_month,2023-01-15,116,83,44,Alabama,83
26,2023-01-17,116,83,44,Alabama,84
month_end,2023-01-31,133,50,24,Alabama,85
mid_month,2023-02-15,72,22,10,Alabama,86
month_end,2023-02-28,62,40,33,Alabama,87
mid_month,2023-03-15,140,100,31,Alabama,88
month_end,2023-03-31,100,0,0,Alabama,89
mid_month,2023-04-15,0,0,0,Alabama,90
month_end,2023-04-30,0,0,0,Alabama,91
27,2023-05-05,0,0,0,Alabama,92
mid_month,2023-05-15,0,0,0,Alabama,93
month_end,2023-05-31,0,0,0,Alabama,94
mid_month,2020-03-15,0,0,0,Alaska,0
month_end,2020-03-31,0,0,0,Alaska,1
mid_month,2020-04-15,9,9,9,Alaska,2
1,2020-04-30,9,0,0,Alaska,3
2,2020-05-15,1,1,0,Alaska,4
month_end,2020-05-31,1,0,0,Alaska,5
3,2020-06-01,1,0,0,Alaska,6
mid_month,2020-06-15,2,2,2,Alaska,7
5,2020-06-28,4,2,2,Alaska,8
month_end,2020-06-30,4,2,2,Alaska,9
mid_month,2020-07-15,5,3,0,Alaska,10
7,2020-07-26,8,3,2,Alaska,11
month_end,2020-07-31,9,6,4,Alaska,12
mid_month,2020-08-15,10,4,2,Alaska,13
9,2020-08-26,16,10,7,Alaska,14
month_end,2020-08-31,14,9,5,Alaska,15
mid_month,2020-09-15,16,7,2,Alaska,16
10,2020-09-30,19,12,11,Alaska,17
mid_month,2020-10-15,21,9,5,Alaska,18
11,2020-10-23,23,7,3,Alaska,19
month_end,2020-10-31,25,15,13,Alaska,20
12,2020-11-14,34,18,13,Alaska,21
mid_month,2020-11-15,35,18,14,Alaska,22
13,2020-11-30,41,22,17,Alaska,23
mid_month,2020-12-15,76,54,30,Alaska,24
month_end,2020-12-31,81,22,6,Alaska,25
14,2021-01-10,69,24,9,Alaska,26
mid_month,2021-01-15,49,22,5,Alaska,27
month_end,2021-01-31,56,33,3,Alaska,28
mid_month,2021-02-15,53,20,3,Alaska,29
16,2021-02-28,28,8,1,Alaska,30
mid_month,2021-03-15,24,16,1,Alaska,31
month_end,2021-03-31,23,7,1,Alaska,32
mid_month,2021-04-15,8,1,1,Alaska,33
month_end,2021-04-30,34,13,13,Alaska,34
17,2021-05-03,34,13,13,Alaska,35
mid_month,2021-05-15,39,6,4,Alaska,36
month_end,2021-05-31,22,16,0,Alaska,37
mid_month,2021-06-15,20,4,4,Alaska,38
month_end,2021-06-30,5,1,1,Alaska,39
18,2021-07-15,8,4,4,Alaska,40
month_end,2021-07-31,12,8,5,Alaska,41
mid_month,2021-08-15,22,14,5,Alaska,42
month_end,2021-08-31,49,35,24,Alaska,43
mid_month,2021-09-15,63,22,16,Alaska,44
19,2021-09-27,94,74,63,Alaska,45
month_end,2021-09-30,129,99,86,Alaska,46
mid_month,2021-10-15,148,37,24,Alaska,47
month_end,2021-10-31,148,108,27,Alaska,48
mid_month,2021-11-15,214,106,90,Alaska,49
month_end,2021-11-30,153,45,16,Alaska,50
20,2021-12-02,153,39,11,Alaska,51
mid_month,2021-12-15,56,7,4,Alaska,52
month_end,2021-12-31,98,89,2,Alaska,53
mid_month,2022-01-15,98,9,7,Alaska,54
21,2022-01-24,75,71,64,Alaska,55
month_end,2022-01-31,107,98,34,Alaska,56
mid_month,2022-02-15,127,29,21,Alaska,57
month_end,2022-02-28,78,49,22,Alaska,58
mid_month,2022-03-15,87,38,10,Alaska,59
month_end,2022-03-31,65,26,6,Alaska,60
22,2022-04-09,27,6,0,Alaska,61
mid_month,2022-04-15,34,7,7,Alaska,62
month_end,2022-04-30,24,17,4,Alaska,63
mid_month,2022-05-15,33,16,15,Alaska,64
month_end,2022-05-31,33,17,-1,Alaska,65
mid_month,2022-06-15,17,0,0,Alaska,66
month_end,2022-06-30,0,0,0,Alaska,67
23,2022-07-05,0,0,0,Alaska,68
mid_month,2022-07-15,24,24,24,Alaska,69
month_end,2022-07-31,24,0,0,Alaska,70
mid_month,2022-08-15,21,21,21,Alaska,71
month_end,2022-08-31,29,8,8,Alaska,72
24,2022-09-11,8,0,0,Alaska,73
mid_month,2022-09-15,34,26,26,Alaska,74
month_end,2022-09-30,26,0,0,Alaska,75
mid_month,2022-10-15,29,29,0,Alaska,76
month_end,2022-10-31,49,20,20,Alaska,77
25,2022-11-09,20,20,0,Alaska,78
mid_month,2022-11-15,20,0,0,Alaska,79
month_end,2022-11-30,23,0,0,Alaska,80
mid_month,2022-12-15,23,0,0,Alaska,81
month_end,2022-12-31,19,19,0,Alaska,82
mid_month,2023-01-15,19,0,0,Alaska,83
26,2023-01-17,19,0,0,Alaska,84
month_end,2023-01-31,18,18,18,Alaska,85
mid_month,2023-02-15,18,0,0,Alaska,86
month_end,2023-02-28,13,13,13,Alaska,87
mid_month,2023-03-15,13,0,0,Alaska,88
month_end,2023-03-31,0,0,0,Alaska,89
mid_month,2023-04-15,0,0,0,Alaska,90
month_end,2023-04-30,0,0,0,Alaska,91
27,2023-05-05,0,0,0,Alaska,92
mid_month,2023-05-15,0,0,0,Alaska,93
month_end,2023-05-31,0,0,0,Alaska,94
mid_month,2020-03-15,0,0,0,Arizona,0
month_end,2020-03-31,0,0,0,Arizona,1
mid_month,2020-04-15,131,131,131,Arizona,2
1,2020-04-30,308,166,77,Arizona,3
2,2020-05-15,493,304,174,Arizona,4
month_end,2020-05-31,584,225,103,Arizona,5
3,2020-06-01,577,227,106,Arizona,6
mid_month,2020-06-15,540,284,140,Arizona,7
5,2020-06-28,720,391,234,Arizona,8
month_end,2020-06-30,694,395,247,Arizona,9
mid_month,2020-07-15,1146,692,410,Arizona,10
7,2020-07-26,1791,1135,556,Arizona,11
month_end,2020-07-31,1981,1134,563,Arizona,12
mid_month,2020-08-15,1989,729,342,Arizona,13
9,2020-08-26,1487,593,263,Arizona,14
month_end,2020-08-31,1336,524,259,Arizona,15
mid_month,2020-09-15,830,293,103,Arizona,16
10,2020-09-30,602,288,134,Arizona,17
mid_month,2020-10-15,450,122,39,Arizona,18
11,2020-10-23,361,116,70,Arizona,19
month_end,2020-10-31,284,128,69,Arizona,20
12,2020-11-14,485,323,148,Arizona,21
mid_month,2020-11-15,511,321,153,Arizona,22
13,2020-11-30,700,332,170,Arizona,23
mid_month,2020-12-15,1058,719,408,Arizona,24
month_end,2020-12-31,2079,1188,539,Arizona,25
14,2021-01-10,2882,1612,975,Arizona,26
mid_month,2021-01-15,3433,1991,1114,Arizona,27
month_end,2021-01-31,4234,1850,928,Arizona,28
mid_month,2021-02-15,3938,1858,930,Arizona,29
16,2021-02-28,3148,1019,487,Arizona,30
mid_month,2021-03-15,1719,573,225,Arizona,31
month_end,2021-03-31,961,367,143,Arizona,32
mid_month,2021-04-15,556,142,86,Arizona,33
month_end,2021-04-30,364,182,84,Arizona,34
17,2021-05-03,355,191,76,Arizona,35
mid_month,2021-05-15,338,123,56,Arizona,36
month_end,2021-05-31,304,169,73,Arizona,37
mid_month,2021-06-15,309,140,68,Arizona,38
month_end,2021-06-30,302,151,72,Arizona,39
18,2021-07-15,308,140,72,Arizona,40
month_end,2021-07-31,288,124,80,Arizona,41
mid_month,2021-08-15,379,216,86,Arizona,42
month_end,2021-08-31,541,323,187,Arizona,43
mid_month,2021-09-15,840,518,251,Arizona,44
19,2021-09-27,1088,625,299,Arizona,45
month_end,2021-09-30,1172,626,301,Arizona,46
mid_month,2021-10-15,1149,469,171,Arizona,47
month_end,2021-10-31,1169,653,302,Arizona,48
mid_month,2021-11-15,1162,499,244,Arizona,49
month_end,2021-11-30,1077,577,288,Arizona,50
20,2021-12-02,1195,598,252,Arizona,51
mid_month,2021-12-15,1590,936,482,Arizona,52
month_end,2021-12-31,1864,827,330,Arizona,53
mid_month,2022-01-15,1744,839,452,Arizona,54
21,2022-01-24,1710,850,452,Arizona,55
month_end,2022-01-31,1977,1035,583,Arizona,56
mid_month,2022-02-15,2113,976,542,Arizona,57
month_end,2022-02-28,1945,766,324,Arizona,58
mid_month,2022-03-15,926,144,382,Arizona,59
month_end,2022-03-31,1322,721,385,Arizona,60
22,2022-04-09,1591,798,413,Arizona,61
mid_month,2022-04-15,1733,555,142,Arizona,62
month_end,2022-04-30,683,128,99,Arizona,63
mid_month,2022-05-15,407,279,41,Arizona,64
month_end,2022-05-31,348,69,40,Arizona,65
mid_month,2022-06-15,142,73,40,Arizona,66
month_end,2022-06-30,216,115,63,Arizona,67
23,2022-07-05,183,115,63,Arizona,68
mid_month,2022-07-15,260,117,60,Arizona,69
month_end,2022-07-31,253,136,70,Arizona,70
mid_month,2022-08-15,269,133,59,Arizona,71
month_end,2022-08-31,279,146,65,Arizona,72
24,2022-09-11,261,115,48,Arizona,73
mid_month,2022-09-15,343,130,82,Arizona,74
month_end,2022-09-30,323,126,44,Arizona,75
mid_month,2022-10-15,211,85,49,Arizona,76
month_end,2022-10-31,178,93,34,Arizona,77
25,2022-11-09,167,59,25,Arizona,78
mid_month,2022-11-15,158,65,40,Arizona,79
month_end,2022-11-30,161,96,62,Arizona,80
mid_month,2022-12-15,316,178,107,Arizona,81
month_end,2022-12-31,431,253,144,Arizona,82
mid_month,2023-01-15,574,321,192,Arizona,83
26,2023-01-17,574,321,192,Arizona,84
month_end,2023-01-31,593,272,144,Arizona,85
mid_month,2023-02-15,433,161,54,Arizona,86
month_end,2023-02-28,267,106,39,Arizona,87
mid_month,2023-03-15,166,60,26,Arizona,88
month_end,2023-03-31,60,0,0,Arizona,89
mid_month,2023-04-15,0,0,0,Arizona,90
month_end,2023-04-30,0,0,0,Arizona,91
27,2023-05-05,0,0,0,Arizona,92
mid_month,2023-05-15,0,0,0,Arizona,93
month_end,2023-05-31,0,0,0,Arizona,94
mid_month,2020-03-15,0,0,0,Arkansas,0
month_end,2020-03-31,0,0,0,Arkansas,1
mid_month,2020-04-15,32,32,32,Arkansas,2
1,2020-04-30,57,24,15,Arkansas,3
2,2020-05-15,66,37,11,Arkansas,4
month_end,2020-05-31,72,35,18,Arkansas,5
3,2020-06-01,69,35,17,Arkansas,6
mid_month,2020-06-15,81,46,25,Arkansas,7
5,2020-06-28,134,82,35,Arkansas,8
month_end,2020-06-30,132,83,38,Arkansas,9
mid_month,2020-07-15,152,61,30,Arkansas,10
7,2020-07-26,159,80,42,Arkansas,11
month_end,2020-07-31,172,101,56,Arkansas,12
mid_month,2020-08-15,252,134,66,Arkansas,13
9,2020-08-26,310,145,92,Arkansas,14
month_end,2020-08-31,331,185,97,Arkansas,15
mid_month,2020-09-15,392,195,84,Arkansas,16
10,2020-09-30,566,200,141,Arkansas,17
mid_month,2020-10-15,642,265,152,Arkansas,18
11,2020-10-23,563,269,127,Arkansas,19
month_end,2020-10-31,531,235,118,Arkansas,20
12,2020-11-14,514,248,92,Arkansas,21
mid_month,2020-11-15,514,234,91,Arkansas,22
13,2020-11-30,570,287,113,Arkansas,23
mid_month,2020-12-15,831,488,277,Arkansas,24
month_end,2020-12-31,1135,563,261,Arkansas,25
14,2021-01-10,1190,569,281,Arkansas,26
mid_month,2021-01-15,1212,552,302,Arkansas,27
month_end,2021-01-31,1162,545,275,Arkansas,28
mid_month,2021-02-15,1002,397,189,Arkansas,29
16,2021-02-28,633,165,69,Arkansas,30
mid_month,2021-03-15,262,231,155,Arkansas,31
month_end,2021-03-31,373,123,69,Arkansas,32
mid_month,2021-04-15,199,54,20,Arkansas,33
month_end,2021-04-30,119,49,24,Arkansas,34
17,2021-05-03,104,49,25,Arkansas,35
mid_month,2021-05-15,110,51,31,Arkansas,36
month_end,2021-05-31,93,38,15,Arkansas,37
mid_month,2021-06-15,70,30,14,Arkansas,38
month_end,2021-06-30,73,36,21,Arkansas,39
18,2021-07-15,114,68,44,Arkansas,40
month_end,2021-07-31,214,131,82,Arkansas,41
mid_month,2021-08-15,464,304,155,Arkansas,42
month_end,2021-08-31,771,414,208,Arkansas,43
mid_month,2021-09-15,867,400,226,Arkansas,44
19,2021-09-27,754,323,145,Arkansas,45
month_end,2021-09-30,758,308,142,Arkansas,46
mid_month,2021-10-15,842,485,374,Arkansas,47
month_end,2021-10-31,679,175,103,Arkansas,48
mid_month,2021-11-15,375,191,70,Arkansas,49
month_end,2021-11-30,285,76,35,Arkansas,50
20,2021-12-02,303,92,44,Arkansas,51
mid_month,2021-12-15,313,213,104,Arkansas,52
month_end,2021-12-31,464,218,111,Arkansas,53
mid_month,2022-01-15,512,265,115,Arkansas,54
21,2022-01-24,466,196,76,Arkansas,55
month_end,2022-01-31,468,182,106,Arkansas,56
mid_month,2022-02-15,667,469,230,Arkansas,57
month_end,2022-02-28,881,432,205,Arkansas,58
mid_month,2022-03-15,925,426,226,Arkansas,59
month_end,2022-03-31,694,219,66,Arkansas,60
22,2022-04-09,502,98,64,Arkansas,61
mid_month,2022-04-15,362,103,32,Arkansas,62
month_end,2022-04-30,167,49,16,Arkansas,63
mid_month,2022-05-15,82,26,8,Arkansas,64
month_end,2022-05-31,98,69,41,Arkansas,65
mid_month,2022-06-15,111,43,19,Arkansas,66
month_end,2022-06-30,93,52,28,Arkansas,67
23,2022-07-05,91,49,21,Arkansas,68
mid_month,2022-07-15,97,43,24,Arkansas,69
month_end,2022-07-31,138,86,46,Arkansas,70
mid_month,2022-08-15,193,103,59,Arkansas,71
month_end,2022-08-31,191,80,40,Arkansas,72
24,2022-09-11,157,56,28,Arkansas,73
mid_month,2022-09-15,148,52,26,Arkansas,74
month_end,2022-09-30,238,171,102,Arkansas,75
mid_month,2022-10-15,389,194,83,Arkansas,76
month_end,2022-10-31,323,117,63,Arkansas,77
25,2022-11-09,221,83,20,Arkansas,78
mid_month,2022-11-15,154,36,4,Arkansas,79
month_end,2022-11-30,69,31,17,Arkansas,80
mid_month,2022-12-15,122,83,44,Arkansas,81
month_end,2022-12-31,127,33,9,Arkansas,82
mid_month,2023-01-15,105,64,38,Arkansas,83
26,2023-01-17,96,64,38,Arkansas,84
month_end,2023-01-31,147,83,54,Arkansas,85
mid_month,2023-02-15,171,78,34,Arkansas,86
month_end,2023-02-28,133,50,23,Arkansas,87
mid_month,2023-03-15,95,40,11,Arkansas,88
month_end,2023-03-31,40,0,0,Arkansas,89
mid_month,2023-04-15,0,0,0,Arkansas,90
month_end,2023-04-30,0,0,0,Arkansas,91
27,2023-05-05,0,0,0,Arkansas,92
mid_month,2023-05-15,0,0,0,Arkansas,93
month_end,2023-05-31,0,0,0,Arkansas,94
mid_month,2020-03-15,0,0,0,California,0
month_end,2020-03-31,0,0,0,California,1
mid_month,2020-04-15,781,781,781,California,2
1,2020-04-30,1912,1039,497,California,3
2,2020-05-15,2264,1044,533,California,4
month_end,2020-05-31,2077,885,394,California,5
3,2020-06-01,2016,885,410,California,6
mid_month,2020-06-15,1887,901,444,California,7
5,2020-06-28,1882,828,396,California,8
month_end,2020-06-30,1816,861,426,California,9
mid_month,2020-07-15,2168,1192,699,California,10
7,2020-07-26,2665,1390,740,California,11
month_end,2020-07-31,2977,1539,832,California,12
mid_month,2020-08-15,3716,1892,994,California,13
9,2020-08-26,3785,1783,873,California,14
month_end,2020-08-31,3702,1674,806,California,15
mid_month,2020-09-15,3200,1463,643,California,16
10,2020-09-30,2858,1211,606,California,17
mid_month,2020-10-15,2341,881,399,California,18
11,2020-10-23,2115,861,439,California,19
month_end,2020-10-31,1791,733,338,California,20
12,2020-11-14,1547,637,293,California,21
mid_month,2020-11-15,1521,639,294,California,22
13,2020-11-30,1643,920,432,California,23
mid_month,2020-12-15,2930,1953,1095,California,24
month_end,2020-12-31,6209,3614,1995,California,25
14,2021-01-10,8987,5432,3059,California,26
mid_month,2021-01-15,10384,5953,3355,California,27
month_end,2021-01-31,14195,7088,3673,California,28
mid_month,2021-02-15,14376,6398,2957,California,29
16,2021-02-28,13089,5341,2957,California,30
mid_month,2021-03-15,9439,3327,1408,California,31
month_end,2021-03-31,6049,2469,1208,California,32
mid_month,2021-04-15,4198,1380,681,California,33
month_end,2021-04-30,2498,881,381,California,34
17,2021-05-03,2324,964,524,California,35
mid_month,2021-05-15,1775,657,230,California,36
month_end,2021-05-31,1253,518,285,California,37
mid_month,2021-06-15,1010,462,14,California,38
month_end,2021-06-30,936,452,282,California,39
18,2021-07-15,969,428,221,California,40
month_end,2021-07-31,845,343,194,California,41
mid_month,2021-08-15,593,246,-123,California,42
month_end,2021-08-31,1405,1117,619,California,43
mid_month,2021-09-15,2899,1639,941,California,44
19,2021-09-27,3276,1635,713,California,45
month_end,2021-09-30,3450,1494,744,California,46
mid_month,2021-10-15,3158,1351,628,California,47
month_end,2021-10-31,2939,1537,603,California,48
mid_month,2021-11-15,2716,1156,583,California,49
month_end,2021-11-30,2408,1128,512,California,50
20,2021-12-02,2422,1153,467,California,51
mid_month,2021-12-15,2273,929,461,California,52
month_end,2021-12-31,1944,838,379,California,53
mid_month,2022-01-15,2132,1124,629,California,54
21,2022-01-24,2482,1570,852,California,55
month_end,2022-01-31,3300,2054,1202,California,56
mid_month,2022-02-15,5261,2908,1592,California,57
month_end,2022-02-28,5375,2475,1033,California,58
mid_month,2022-03-15,5001,2058,927,California,59
month_end,2022-03-31,3327,1080,460,California,60
22,2022-04-09,2390,699,338,California,61
mid_month,2022-04-15,1883,589,301,California,62
month_end,2022-04-30,1423,655,314,California,63
mid_month,2022-05-15,1311,546,277,California,64
month_end,2022-05-31,1076,511,257,California,65
mid_month,2022-06-15,1011,412,218,California,66
month_end,2022-06-30,925,414,227,California,67
23,2022-07-05,908,475,277,California,68
mid_month,2022-07-15,1014,557,276,California,69
month_end,2022-07-31,1246,589,284,California,70
mid_month,2022-08-15,1211,622,302,California,71
month_end,2022-08-31,1364,622,275,California,72
24,2022-09-11,1327,500,338,California,73
mid_month,2022-09-15,1257,522,318,California,74
month_end,2022-09-30,1148,483,237,California,75
mid_month,2022-10-15,1022,475,220,California,76
month_end,2022-10-31,932,457,202,California,77
25,2022-11-09,799,289,118,California,78
mid_month,2022-11-15,707,252,136,California,79
month_end,2022-11-30,629,370,202,California,80
mid_month,2022-12-15,780,390,237,California,81
month_end,2022-12-31,1109,588,252,California,82
mid_month,2023-01-15,1290,682,397,California,83
26,2023-01-17,1272,684,315,California,84
month_end,2023-01-31,1393,709,342,California,85
mid_month,2023-02-15,983,222,267,California,86
month_end,2023-02-28,789,516,235,California,87
mid_month,2023-03-15,949,433,205,California,88
month_end,2023-03-31,433,0,0,California,89
mid_month,2023-04-15,0,0,0,California,90
month_end,2023-04-30,0,0,0,California,91
27,2023-05-05,0,0,0,California,92
mid_month,2023-05-15,0,0,0,California,93
month_end,2023-05-31,0,0,0,California,94
mid_month,2020-03-15,0,0,0,Colorado,0
month_end,2020-03-31,0,0,0,Colorado,1
mid_month,2020-04-15,870,870,870,Colorado,2
1,2020-04-30,1239,342,159,Colorado,3
2,2020-05-15,576,195,96,Colorado,4
month_end,2020-05-31,357,121,51,Colorado,5
3,2020-06-01,345,117,52,Colorado,6
mid_month,2020-06-15,200,61,20,Colorado,7
5,2020-06-28,116,43,21,Colorado,8
month_end,2020-06-30,112,43,21,Colorado,9
mid_month,2020-07-15,122,71,37,Colorado,10
7,2020-07-26,142,76,33,Colorado,11
month_end,2020-07-31,140,57,20,Colorado,12
mid_month,2020-08-15,101,34,18,Colorado,13
9,2020-08-26,95,51,35,Colorado,14
month_end,2020-08-31,96,58,32,Colorado,15
mid_month,2020-09-15,116,54,27,Colorado,16
10,2020-09-30,129,70,39,Colorado,17
mid_month,2020-10-15,161,85,42,Colorado,18
11,2020-10-23,296,202,156,Colorado,19
month_end,2020-10-31,486,371,210,Colorado,20
12,2020-11-14,1022,621,357,Colorado,21
mid_month,2020-11-15,1037,624,355,Colorado,22
13,2020-11-30,1581,891,474,Colorado,23
mid_month,2020-12-15,1755,727,296,Colorado,24
month_end,2020-12-31,1139,337,155,Colorado,25
14,2021-01-10,759,307,149,Colorado,26
mid_month,2021-01-15,684,294,144,Colorado,27
month_end,2021-01-31,473,153,70,Colorado,28
mid_month,2021-02-15,260,99,40,Colorado,29
16,2021-02-28,197,81,36,Colorado,30
mid_month,2021-03-15,149,64,35,Colorado,31
month_end,2021-03-31,126,54,30,Colorado,32
mid_month,2021-04-15,175,106,56,Colorado,33
month_end,2021-04-30,271,150,72,Colorado,34
17,2021-05-03,269,143,62,Colorado,35
mid_month,2021-05-15,295,130,68,Colorado,36
month_end,2021-05-31,236,94,44,Colorado,37
mid_month,2021-06-15,185,75,30,Colorado,38
month_end,2021-06-30,166,77,43,Colorado,39
18,2021-07-15,149,64,40,Colorado,40
month_end,2021-07-31,165,92,51,Colorado,41
mid_month,2021-08-15,240,138,78,Colorado,42
month_end,2021-08-31,342,170,98,Colorado,43
mid_month,2021-09-15,450,238,119,Colorado,44
19,2021-09-27,521,277,141,Colorado,45
month_end,2021-09-30,564,288,152,Colorado,46
mid_month,2021-10-15,657,336,167,Colorado,47
month_end,2021-10-31,874,474,239,Colorado,48
mid_month,2021-11-15,1077,546,274,Colorado,49
month_end,2021-11-30,1102,470,225,Colorado,50
20,2021-12-02,1094,443,207,Colorado,51
mid_month,2021-12-15,953,386,169,Colorado,52
month_end,2021-12-31,788,361,201,Colorado,53
mid_month,2022-01-15,1100,688,365,Colorado,54
21,2022-01-24,1216,612,269,Colorado,55
month_end,2022-01-31,1211,488,219,Colorado,56
mid_month,2022-02-15,774,230,89,Colorado,57
month_end,2022-02-28,390,101,40,Colorado,58
mid_month,2022-03-15,173,53,24,Colorado,59
month_end,2022-03-31,88,29,15,Colorado,60
22,2022-04-09,66,23,11,Colorado,61
mid_month,2022-04-15,64,29,18,Colorado,62
month_end,2022-04-30,63,31,16,Colorado,63
mid_month,2022-05-15,92,61,33,Colorado,64
month_end,2022-05-31,142,73,38,Colorado,65
mid_month,2022-06-15,213,118,61,Colorado,66
month_end,2022-06-30,237,100,42,Colorado,67
23,2022-07-05,205,76,37,Colorado,68
mid_month,2022-07-15,196,85,40,Colorado,69
month_end,2022-07-31,160,54,20,Colorado,70
mid_month,2022-08-15,98,38,13,Colorado,71
month_end,2022-08-31,84,44,30,Colorado,72
24,2022-09-11,93,56,30,Colorado,73
mid_month,2022-09-15,112,64,38,Colorado,74
month_end,2022-09-30,145,71,44,Colorado,75
mid_month,2022-10-15,135,49,32,Colorado,76
month_end,2022-10-31,99,50,28,Colorado,77
25,2022-11-09,132,68,36,Colorado,78
mid_month,2022-11-15,120,64,30,Colorado,79
month_end,2022-11-30,194,105,51,Colorado,80
mid_month,2022-12-15,258,134,61,Colorado,81
month_end,2022-12-31,273,109,41,Colorado,82
mid_month,2023-01-15,189,58,41,Colorado,83
26,2023-01-17,179,70,29,Colorado,84
month_end,2023-01-31,150,80,37,Colorado,85
mid_month,2023-02-15,143,49,32,Colorado,86
month_end,2023-02-28,82,23,1,Colorado,87
mid_month,2023-03-15,98,75,54,Colorado,88
month_end,2023-03-31,75,0,0,Colorado,89
mid_month,2023-04-15,0,0,0,Colorado,90
month_end,2023-04-30,0,0,0,Colorado,91
27,2023-05-05,0,0,0,Colorado,92
mid_month,2023-05-15,0,0,0,Colorado,93
month_end,2023-05-31,0,0,0,Colorado,94
mid_month,2020-03-15,0,0,0,Connecticut,0
month_end,2020-03-31,0,0,0,Connecticut,1
mid_month,2020-04-15,671,671,671,Connecticut,2
1,2020-04-30,2169,1301,625,Connecticut,3
2,2020-05-15,2548,962,422,Connecticut,4
month_end,2020-05-31,1655,573,237,Connecticut,5
3,2020-06-01,1605,536,251,Connecticut,6
mid_month,2020-06-15,916,257,130,Connecticut,7
5,2020-06-28,485,125,60,Connecticut,8
month_end,2020-06-30,408,116,57,Connecticut,9
mid_month,2020-07-15,171,50,34,Connecticut,10
7,2020-07-26,115,65,17,Connecticut,11
month_end,2020-07-31,109,42,21,Connecticut,12
