State,Date,New Deaths,7-Day Moving Avg,Wave
Massachusetts,Feb 19 2022,0,45,
Massachusetts,Feb 20 2022,0,45,
Massachusetts,Feb 21 2022,0,36,
Massachusetts,Feb 22 2022,48,26,
Massachusetts,Feb 23 2022,136,38,
Massachusetts,Feb 24 2022,48,40,
Massachusetts,Feb 25 2022,29,37,
Massachusetts,Feb 26 2022,0,37,
Massachusetts,Feb 27 2022,0,37,
Massachusetts,Feb 28 2022,54,45,
Massachusetts,Mar 1 2022,64,47,
Massachusetts,Mar 2 2022,37,33,22
Massachusetts,Mar 3 2022,28,30,22
Massachusetts,Mar 4 2022,24,29,22
Massachusetts,Mar 5 2022,0,29,22
Massachusetts,Mar 6 2022,0,29,22
Massachusetts,Mar 7 2022,37,27,22
Massachusetts,Mar 8 2022,65,27,22
Massachusetts,Mar 9 2022,29,26,22
Massachusetts,Mar 10 2022,24,25,22
Massachusetts,Mar 11 2022,19,24,22
Massachusetts,Mar 12 2022,0,24,22
Massachusetts,Mar 13 2022,0,24,22
Massachusetts,Mar 14 2022,9,20,22
Massachusetts,Mar 15 2022,16,13,22
Massachusetts,Mar 16 2022,15,11,22
Massachusetts,Mar 17 2022,11,10,22
Massachusetts,Mar 18 2022,6,8,22
Massachusetts,Mar 19 2022,0,8,22
Massachusetts,Mar 20 2022,0,8,22
Massachusetts,Mar 21 2022,12,8,22
Massachusetts,Mar 22 2022,15,8,22
Massachusetts,Mar 23 2022,2,6,22
Massachusetts,Mar 24 2022,5,5,22
Massachusetts,Mar 25 2022,9,6,22
Massachusetts,Mar 26 2022,0,6,22
Massachusetts,Mar 27 2022,0,6,22
Massachusetts,Mar 28 2022,9,5,22
Massachusetts,Mar 29 2022,16,5,22
Massachusetts,Mar 30 2022,1,5,22
Massachusetts,Mar 31 2022,7,6,22
Massachusetts,Apr 1 2022,10,6,22
Massachusetts,Apr 2 2022,0,6,22
Massachusetts,Apr 3 2022,0,6,22
Massachusetts,Apr 4 2022,6,5,22
Massachusetts,Apr 5 2022,13,5,
Massachusetts,Apr 6 2022,0,5,
Massachusetts,Apr 7 2022,7,5,
Massachusetts,Apr 8 2022,2,4,
Massachusetts,Apr 9 2022,0,4,
Massachusetts,Apr 10 2022,0,4,
Massachusetts,Apr 11 2022,11,4,
Massachusetts,Apr 12 2022,12,4,
Massachusetts,Apr 13 2022,1,4,
Massachusetts,Apr 14 2022,2,4,
Massachusetts,Apr 15 2022,7,4,
Massachusetts,Apr 16 2022,0,4,
Massachusetts,Apr 17 2022,0,4,
Massachusetts,Apr 18 2022,0,3,
Massachusetts,Apr 19 2022,5,2,
Massachusetts,Apr 20 2022,27,5,
Massachusetts,Apr 21 2022,11,7,
Massachusetts,Apr 22 2022,3,6,
Massachusetts,Apr 23 2022,0,6,
Massachusetts,Apr 24 2022,0,6,
Massachusetts,Apr 25 2022,15,8,
Massachusetts,Apr 26 2022,1,8,
Massachusetts,Apr 27 2022,9,5,
Massachusetts,Apr 28 2022,10,5,
Massachusetts,Apr 29 2022,6,5,
Massachusetts,Apr 30 2022,0,5,
Massachusetts,May 1 2022,0,5,
Massachusetts,May 2 2022,17,6,
Massachusetts,May 3 2022,12,7,
Massachusetts,May 4 2022,11,8,
Massachusetts,May 5 2022,13,8,
Massachusetts,May 6 2022,18,10,
Massachusetts,May 7 2022,0,10,
Massachusetts,May 8 2022,0,10,
Massachusetts,May 9 2022,1,7,
Massachusetts,May 10 2022,22,9,
Massachusetts,May 11 2022,8,8,
Massachusetts,May 12 2022,18,9,
Massachusetts,May 13 2022,10,8,
Massachusetts,May 14 2022,0,8,
Massachusetts,May 15 2022,0,8,
Massachusetts,May 16 2022,16,10,
Massachusetts,May 17 2022,32,12,
Massachusetts,May 18 2022,12,12,
Massachusetts,May 19 2022,15,12,
Massachusetts,May 20 2022,10,12,
Massachusetts,May 21 2022,0,12,
Massachusetts,May 22 2022,0,12,
Massachusetts,May 23 2022,16,12,
Massachusetts,May 24 2022,39,13,
Massachusetts,May 25 2022,11,13,
Massachusetts,May 26 2022,17,13,
Massachusetts,May 27 2022,13,13,
Massachusetts,May 28 2022,0,13,
Massachusetts,May 29 2022,0,13,
Massachusetts,May 30 2022,0,11,
Massachusetts,May 31 2022,20,8,
Massachusetts,Jun 1 2022,33,11,
Massachusetts,Jun 2 2022,24,12,
Massachusetts,Jun 3 2022,12,12,
Massachusetts,Jun 4 2022,0,12,
Massachusetts,Jun 5 2022,0,12,
Massachusetts,Jun 6 2022,7,13,
Massachusetts,Jun 7 2022,22,14,
Massachusetts,Jun 8 2022,17,11,23
Massachusetts,Jun 9 2022,17,10,23
Massachusetts,Jun 10 2022,9,10,23
Massachusetts,Jun 11 2022,0,10,23
Massachusetts,Jun 12 2022,0,10,23
Massachusetts,Jun 13 2022,28,13,23
Massachusetts,Jun 14 2022,26,13,23
Massachusetts,Jun 15 2022,11,13,23
Massachusetts,Jun 16 2022,9,11,23
Massachusetts,Jun 17 2022,9,11,23
Massachusetts,Jun 18 2022,0,11,23
Massachusetts,Jun 19 2022,0,11,23
Massachusetts,Jun 20 2022,0,7,23
Massachusetts,Jun 21 2022,17,6,23
Massachusetts,Jun 22 2022,39,10,23
Massachusetts,Jun 23 2022,7,10,23
Massachusetts,Jun 24 2022,10,10,23
Massachusetts,Jun 25 2022,0,10,23
Massachusetts,Jun 26 2022,0,10,23
Massachusetts,Jun 27 2022,10,11,23
Massachusetts,Jun 28 2022,9,10,23
Massachusetts,Jun 29 2022,25,8,23
Massachusetts,Jun 30 2022,9,9,23
Massachusetts,Jul 1 2022,9,8,23
Massachusetts,Jul 2 2022,0,8,23
Massachusetts,Jul 3 2022,0,8,23
Massachusetts,Jul 4 2022,0,7,23
Massachusetts,Jul 5 2022,17,8,23
Massachusetts,Jul 6 2022,26,8,23
Massachusetts,Jul 7 2022,18,10,
Massachusetts,Jul 8 2022,21,11,
Massachusetts,Jul 9 2022,0,11,
Massachusetts,Jul 10 2022,0,11,
Massachusetts,Jul 11 2022,0,11,
Massachusetts,Jul 12 2022,0,9,
Massachusetts,Jul 13 2022,0,5,
Massachusetts,Jul 14 2022,33,7,
Massachusetts,Jul 15 2022,0,4,
Massachusetts,Jul 16 2022,0,4,
Massachusetts,Jul 17 2022,0,4,
Massachusetts,Jul 18 2022,0,4,
Massachusetts,Jul 19 2022,0,4,
Massachusetts,Jul 20 2022,0,4,
Massachusetts,Jul 21 2022,59,8,
Massachusetts,Jul 22 2022,0,8,
Massachusetts,Jul 23 2022,0,8,
Massachusetts,Jul 24 2022,0,8,
Massachusetts,Jul 25 2022,0,8,
Massachusetts,Jul 26 2022,0,8,
Massachusetts,Jul 27 2022,0,8,
Massachusetts,Jul 28 2022,49,7,
Massachusetts,Jul 29 2022,0,7,
Massachusetts,Jul 30 2022,0,7,
Massachusetts,Jul 31 2022,0,7,
Massachusetts,Aug 1 2022,0,7,
Massachusetts,Aug 2 2022,0,7,
Massachusetts,Aug 3 2022,0,7,
Massachusetts,Aug 4 2022,48,6,
Massachusetts,Aug 5 2022,0,6,
Massachusetts,Aug 6 2022,0,6,
Massachusetts,Aug 7 2022,0,6,
Massachusetts,Aug 8 2022,0,6,
Massachusetts,Aug 9 2022,0,6,
Massachusetts,Aug 10 2022,0,6,
Massachusetts,Aug 11 2022,61,8,
Massachusetts,Aug 12 2022,0,8,
Massachusetts,Aug 13 2022,0,8,
Massachusetts,Aug 14 2022,0,8,
Massachusetts,Aug 15 2022,0,8,
Massachusetts,Aug 16 2022,0,8,
Massachusetts,Aug 17 2022,0,8,
Massachusetts,Aug 18 2022,57,8,
Massachusetts,Aug 19 2022,0,8,
Massachusetts,Aug 20 2022,0,8,
Massachusetts,Aug 21 2022,0,8,
Massachusetts,Aug 22 2022,0,8,
Massachusetts,Aug 23 2022,0,8,
Massachusetts,Aug 24 2022,0,8,
Massachusetts,Aug 25 2022,48,6,
Massachusetts,Aug 26 2022,0,6,
Massachusetts,Aug 27 2022,0,6,
Massachusetts,Aug 28 2022,0,6,
Massachusetts,Aug 29 2022,0,6,
Massachusetts,Aug 30 2022,0,6,
Massachusetts,Aug 31 2022,0,6,
Massachusetts,Sep 1 2022,73,10,
Massachusetts,Sep 2 2022,0,10,
Massachusetts,Sep 3 2022,0,10,
Massachusetts,Sep 4 2022,0,10,
Massachusetts,Sep 5 2022,0,10,
Massachusetts,Sep 6 2022,0,10,
Massachusetts,Sep 7 2022,0,10,
Massachusetts,Sep 8 2022,73,10,
Massachusetts,Sep 9 2022,0,10,
Massachusetts,Sep 10 2022,0,10,
Massachusetts,Sep 11 2022,0,10,
Massachusetts,Sep 12 2022,0,10,
Massachusetts,Sep 13 2022,0,10,
Massachusetts,Sep 14 2022,0,10,
Massachusetts,Sep 15 2022,52,7,
Massachusetts,Sep 16 2022,0,7,
Massachusetts,Sep 17 2022,0,7,
Massachusetts,Sep 18 2022,0,7,
Massachusetts,Sep 19 2022,0,7,
Massachusetts,Sep 20 2022,0,7,
Massachusetts,Sep 21 2022,0,7,
Massachusetts,Sep 22 2022,58,8,
Massachusetts,Sep 23 2022,0,8,
Massachusetts,Sep 24 2022,0,8,
Massachusetts,Sep 25 2022,0,8,
Massachusetts,Sep 26 2022,0,8,
Massachusetts,Sep 27 2022,0,8,
Massachusetts,Sep 28 2022,0,8,
Massachusetts,Sep 29 2022,60,8,
Massachusetts,Sep 30 2022,0,8,
Massachusetts,Oct 1 2022,0,8,
Massachusetts,Oct 2 2022,0,8,
Massachusetts,Oct 3 2022,0,8,
Massachusetts,Oct 4 2022,0,8,
