Wave,Start_date,End_date,state,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Start_Date,End_Date,N_national,N_state
1,4/16/2020,4/30/2020,AL,27.45,2.38,11.48,7.84,6.12,2.48,0.09,66.98,76.52,80.81,50.37,31.46,5.91,1.18,1.01,04/16/2020 UTC,04/30/2020,19489.0,420.0
1_gap,5/1/2020,5/1/2020,AL,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,AL,24.94,0.91,15.72,7.94,7.1,3.95,0.43,59.26,70.26,79.81,54.65,32.32,6.35,2.22,2.05,05/02/2020 UTC,05/15/2020,20305.0,383.0
3,5/16/2020,6/1/2020,AL,34.03,1.31,18.32,16.85,6.31,3.99,0.0,51.19,61.27,77.53,48.89,44.92,12.24,3.21,0.27,05/16/2020 UTC,06/01/2020,18103.0,356.0
3_gap,6/2/2020,6/11/2020,AL,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,AL,29.78,3.81,20.68,16.77,12.29,9.28,0.71,47.98,55.98,76.76,58.98,48.25,11.07,3.84,1.72,06/12/2020 UTC,06/28/2020,22470.0,413.0
5_gap,6/29/2020,7/9/2020,AL,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,AL,33.81,6.23,18.91,13.98,16.57,6.94,0.92,52.18,61.37,75.87,68.93,41.89,11.39,4.84,1.84,07/10/2020 UTC,07/27/2020,19058.0,436.0
7_gap,7/28/2020,8/6/2020,AL,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,AL,35.11,3.74,17.96,14.94,12.7,10.73,1.37,45.72,55.6,73.88,71.28,47.11,13.22,4.79,2.12,08/07/2020 UTC,08/26/2020,21196.0,518.0
9_gap,8/27/2020,9/2/2020,AL,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,AL,32.41,5.14,17.68,19.09,12.64,7.74,0.9,46.95,56.89,74.26,71.65,47.34,9.58,8.51,1.78,09/04/2020 UTC,09/28/2020,20315.0,426.0
10_gap,9/29/2020,10/1/2020,AL,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,AL,38.18,11.25,20.32,21.07,16.6,13.27,1.01,47.0,54.4,72.66,75.47,47.34,13.95,4.69,1.37,10/02/2020 UTC,11/04/2020,27342.0,515.0
13,11/4/2020,12/1/2020,AL,38.64,8.26,18.83,19.65,17.23,7.59,1.36,39.74,47.44,70.96,76.05,50.02,12.12,3.4,2.64,11/03/2020 UTC,12/01/2020,24017.0,443.0
13_gap,12/2/2020,12/15/2020,AL,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,AL,28.22,3.58,13.64,13.57,9.07,7.07,1.3,50.26,54.47,75.27,80.87,36.9,9.26,2.51,2.38,12/16/2020 UTC,01/11/2021,25640.0,453.0
14_gap,1/12/2021,2/4/2021,AL,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,AL,35.39,5.9,16.18,15.03,12.62,10.81,2.18,47.15,52.8,74.87,82.67,42.5,9.29,4.3,1.16,02/05/2021 UTC,03/01/2021,21500.0,376.0
17,4/1/2021,5/3/2021,AL,39.08,8.53,17.14,19.79,13.8,12.25,1.71,39.84,44.78,69.5,74.09,49.09,10.5,4.41,3.27,04/01/2021 UTC,05/03/2021,21733.0,425.0
17_gap,5/4/2021,6/8/2021,AL,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,AL,39.6,10.94,23.09,20.14,15.13,15.11,1.82,30.84,37.02,67.37,47.93,51.5,12.59,6.92,6.18,06/09/2021 UTC,07/06/2021,20669.0,387.0
18_gap,7/7/2021,8/25/2021,AL,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,AL,38.49,8.3,20.2,22.42,10.57,14.14,2.41,36.84,39.73,66.31,52.81,53.46,11.61,6.08,4.83,08/26/2021 UTC,09/27/2021,21079.0,398.0
19_gap,9/28/2021,11/2/2021,AL,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,AL,34.68,8.12,28.7,19.58,9.85,10.61,1.3,31.33,39.79,64.96,46.85,53.91,14.38,6.85,4.27,11/03/2021 UTC,12/02/2021,22277.0,380.0
20_gap,12/3/2021,12/21/2021,AL,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,AL,29.56,7.23,25.88,19.17,16.49,11.75,0.6,29.84,39.04,66.08,49.34,50.26,13.65,6.52,3.3,12/22/2021 UTC,01/24/2022,22961.0,396.0
21_gap,1/25/2022,3/1/2022,AL,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,AL,38.41,10.97,26.85,26.65,18.22,14.28,1.66,26.54,30.98,68.06,36.15,56.91,15.24,6.9,6.96,03/02/2022 UTC,04/04/2022,22234.0,424.0
22_gap,4/5/2022,6/7/2022,AL,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,AL,41.59,12.35,30.99,27.87,13.87,12.47,1.63,18.75,23.8,58.11,26.54,55.61,17.87,7.26,3.78,06/08/2022 UTC,07/06/2022,24141.0,456.0
1,4/16/2020,4/30/2020,AK,20.39,1.6,8.24,1.31,1.69,3.53,0.0,56.24,73.44,82.64,49.28,34.01,5.22,1.5,0.0,04/16/2020 UTC,04/30/2020,19489.0,92.0
1_gap,5/1/2020,5/1/2020,AK,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,AK,27.58,2.79,14.34,8.83,10.74,4.26,0.0,49.47,66.08,77.31,58.34,39.78,5.22,1.71,2.4,05/02/2020 UTC,05/15/2020,20305.0,135.0
3,5/16/2020,6/1/2020,AK,36.0,2.34,14.87,10.42,14.87,1.03,0.0,31.07,47.82,64.97,52.81,38.42,12.79,5.23,0.0,05/16/2020 UTC,06/01/2020,18103.0,103.0
3_gap,6/2/2020,6/11/2020,AK,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,AK,38.08,3.76,17.43,16.09,15.45,2.3,2.25,46.2,52.77,66.69,59.89,44.89,13.45,3.16,1.28,06/12/2020 UTC,06/28/2020,22470.0,167.0
5_gap,6/29/2020,7/9/2020,AK,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,AK,39.97,3.84,20.45,18.54,17.07,10.02,2.77,49.36,55.5,68.27,62.75,46.33,9.13,2.11,3.25,07/10/2020 UTC,07/27/2020,19058.0,128.0
7_gap,7/28/2020,8/6/2020,AK,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,AK,33.35,2.05,25.85,12.12,11.85,2.8,1.01,54.23,72.56,76.15,75.65,50.41,15.07,5.11,0.38,08/07/2020 UTC,08/26/2020,21196.0,123.0
9_gap,8/27/2020,9/2/2020,AK,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,AK,50.82,1.68,28.17,9.22,10.74,2.79,0.15,33.04,52.26,66.83,73.3,50.55,9.57,2.68,1.93,09/04/2020 UTC,09/28/2020,20315.0,144.0
10_gap,9/29/2020,10/1/2020,AK,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,AK,37.21,12.51,16.9,15.82,18.56,2.74,3.55,44.3,55.01,66.72,69.38,46.02,11.4,5.78,2.44,10/02/2020 UTC,11/04/2020,27342.0,320.0
13,11/4/2020,12/1/2020,AK,33.19,5.43,17.5,2.92,6.2,7.04,0.72,50.75,56.11,65.88,74.25,38.3,10.31,3.21,2.76,11/03/2020 UTC,12/01/2020,24017.0,331.0
13_gap,12/2/2020,12/15/2020,AK,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,AK,36.97,6.86,17.07,7.35,8.2,4.26,1.15,44.13,48.8,64.57,71.21,45.92,7.33,4.79,0.52,12/16/2020 UTC,01/11/2021,25640.0,408.0
14_gap,1/12/2021,2/4/2021,AK,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,AK,42.43,7.24,21.4,13.23,15.54,5.91,2.46,41.41,50.79,63.69,73.06,57.74,15.34,4.09,2.05,02/05/2021 UTC,03/01/2021,21500.0,277.0
17,4/1/2021,5/3/2021,AK,47.62,9.37,20.02,19.34,10.78,3.03,6.09,39.95,44.56,59.92,72.36,47.88,8.59,9.69,1.36,04/01/2021 UTC,05/03/2021,21733.0,195.0
17_gap,5/4/2021,6/8/2021,AK,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,AK,37.5,9.25,30.85,25.17,15.74,9.46,4.25,25.84,32.49,58.25,34.02,61.53,12.4,7.25,3.89,06/09/2021 UTC,07/06/2021,20669.0,210.0
18_gap,7/7/2021,8/25/2021,AK,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,AK,34.58,8.14,19.03,24.07,8.18,5.27,2.05,32.26,35.08,62.53,47.76,48.3,9.82,5.45,1.85,08/26/2021 UTC,09/27/2021,21079.0,204.0
19_gap,9/28/2021,11/2/2021,AK,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,AK,39.47,14.19,17.08,17.98,7.75,6.04,0.44,26.01,34.34,59.64,52.16,46.54,12.72,9.56,3.74,11/03/2021 UTC,12/02/2021,22277.0,202.0
20_gap,12/3/2021,12/21/2021,AK,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,AK,27.56,8.9,19.95,12.66,10.57,7.33,2.02,27.47,35.6,61.03,42.26,48.4,10.39,8.5,3.14,12/22/2021 UTC,01/24/2022,22961.0,277.0
21_gap,1/25/2022,3/1/2022,AK,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,AK,32.57,11.42,22.39,24.1,12.93,5.16,2.39,25.11,32.16,63.69,33.09,51.25,10.19,7.91,3.72,03/02/2022 UTC,04/04/2022,22234.0,267.0
22_gap,4/5/2022,6/7/2022,AK,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,AK,41.54,8.29,29.93,24.65,14.97,15.45,6.42,12.41,14.98,49.5,16.75,62.37,16.9,9.0,9.27,06/08/2022 UTC,07/06/2022,24141.0,228.0
1,4/16/2020,4/30/2020,AZ,28.35,1.64,4.39,5.11,6.28,1.15,2.6,63.46,68.8,79.96,47.23,32.2,8.96,1.27,2.53,04/16/2020 UTC,04/30/2020,19489.0,442.0
1_gap,5/1/2020,5/1/2020,AZ,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,AZ,22.26,0.89,8.96,4.37,8.76,0.77,2.22,58.81,67.25,77.7,50.98,27.4,5.57,0.45,1.37,05/02/2020 UTC,05/15/2020,20305.0,318.0
3,5/16/2020,6/1/2020,AZ,28.26,2.04,12.55,11.64,9.09,0.97,2.82,53.92,67.5,78.14,54.33,37.18,7.63,3.2,1.23,05/16/2020 UTC,06/01/2020,18103.0,477.0
3_gap,6/2/2020,6/11/2020,AZ,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,AZ,34.89,5.71,18.56,20.64,12.14,3.34,4.39,50.25,58.19,76.14,62.81,45.5,10.36,4.84,2.09,06/12/2020 UTC,06/28/2020,22470.0,597.0
5_gap,6/29/2020,7/9/2020,AZ,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,AZ,34.12,2.42,13.49,10.26,13.53,4.37,2.91,57.11,58.36,74.88,77.21,31.8,6.79,2.91,0.62,07/10/2020 UTC,07/27/2020,19058.0,331.0
7_gap,7/28/2020,8/6/2020,AZ,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,AZ,37.23,2.8,13.56,12.78,9.62,3.13,3.82,54.87,59.47,78.62,76.06,41.2,8.9,1.93,2.28,08/07/2020 UTC,08/26/2020,21196.0,464.0
9_gap,8/27/2020,9/2/2020,AZ,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,AZ,37.76,8.3,16.22,22.46,10.31,4.96,2.18,49.88,55.78,71.82,71.95,45.57,11.11,4.72,2.35,09/04/2020 UTC,09/28/2020,20315.0,485.0
10_gap,9/29/2020,10/1/2020,AZ,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,AZ,34.2,6.64,18.04,17.12,13.81,7.9,4.71,44.53,50.2,72.96,73.99,44.24,10.38,5.47,1.43,10/02/2020 UTC,11/04/2020,27342.0,519.0
13,11/4/2020,12/1/2020,AZ,32.71,9.44,18.2,16.27,10.79,4.68,5.73,46.78,55.26,70.95,76.3,36.41,11.35,3.98,2.16,11/03/2020 UTC,12/01/2020,24017.0,503.0
13_gap,12/2/2020,12/15/2020,AZ,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,AZ,31.17,6.96,17.0,15.54,13.35,5.36,5.47,50.06,56.75,71.72,77.68,37.5,9.51,4.36,1.58,12/16/2020 UTC,01/11/2021,25640.0,468.0
14_gap,1/12/2021,2/4/2021,AZ,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,AZ,23.6,4.91,13.85,19.09,8.08,7.26,1.69,43.53,56.06,73.74,74.97,39.44,8.63,4.73,2.72,02/05/2021 UTC,03/01/2021,21500.0,389.0
17,4/1/2021,5/3/2021,AZ,38.4,12.97,17.98,19.93,15.08,8.15,3.05,42.5,44.16,66.16,72.04,47.9,13.93,5.22,6.8,04/01/2021 UTC,05/03/2021,21733.0,396.0
17_gap,5/4/2021,6/8/2021,AZ,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,AZ,36.85,14.1,22.85,23.72,16.97,7.09,6.5,23.61,33.79,62.19,47.36,52.76,15.37,6.84,3.04,06/09/2021 UTC,07/06/2021,20669.0,422.0
18_gap,7/7/2021,8/25/2021,AZ,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,AZ,37.61,9.92,22.24,25.78,11.32,7.03,5.35,38.83,46.33,67.98,57.04,48.47,11.46,5.82,4.64,08/26/2021 UTC,09/27/2021,21079.0,469.0
19_gap,9/28/2021,11/2/2021,AZ,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,AZ,36.25,13.98,24.85,29.83,13.05,9.95,5.15,28.31,38.39,67.68,47.95,55.77,13.79,5.58,3.68,11/03/2021 UTC,12/02/2021,22277.0,491.0
20_gap,12/3/2021,12/21/2021,AZ,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,AZ,33.21,6.36,22.37,17.27,8.4,6.92,5.12,31.05,36.49,67.0,56.84,52.27,11.82,7.34,4.28,12/22/2021 UTC,01/24/2022,22961.0,434.0
21_gap,1/25/2022,3/1/2022,AZ,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,AZ,38.34,13.26,22.1,28.3,12.42,5.66,4.7,19.45,24.82,59.62,38.7,52.99,10.34,9.14,5.6,03/02/2022 UTC,04/04/2022,22234.0,468.0
22_gap,4/5/2022,6/7/2022,AZ,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,AZ,34.91,12.68,25.6,27.72,12.5,7.36,4.68,22.9,27.35,59.61,29.92,52.49,12.36,8.6,4.75,06/08/2022 UTC,07/06/2022,24141.0,548.0
1,4/16/2020,4/30/2020,AR,29.11,0.76,10.37,5.66,6.19,2.29,0.12,58.37,69.51,80.79,42.36,30.84,8.0,1.72,1.05,04/16/2020 UTC,04/30/2020,19489.0,424.0
1_gap,5/1/2020,5/1/2020,AR,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,AR,32.08,0.79,16.59,6.43,8.79,2.09,0.0,47.29,60.77,71.8,40.74,40.43,6.29,1.69,1.74,05/02/2020 UTC,05/15/2020,20305.0,366.0
3,5/16/2020,6/1/2020,AR,34.86,4.35,16.55,12.41,12.13,5.3,1.78,40.27,51.39,70.43,45.31,41.77,8.01,4.88,1.17,05/16/2020 UTC,06/01/2020,18103.0,297.0
3_gap,6/2/2020,6/11/2020,AR,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,AR,33.05,4.09,18.57,15.03,13.49,5.88,0.72,43.28,49.6,69.46,55.12,40.46,11.19,3.69,1.86,06/12/2020 UTC,06/28/2020,22470.0,382.0
5_gap,6/29/2020,7/9/2020,AR,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,AR,34.29,6.3,17.36,19.5,13.06,8.0,0.18,46.11,55.52,70.95,66.07,42.24,11.74,6.51,2.81,07/10/2020 UTC,07/27/2020,19058.0,386.0
7_gap,7/28/2020,8/6/2020,AR,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,AR,40.6,4.21,21.54,13.81,10.76,8.64,1.52,46.39,57.76,75.65,72.68,48.74,9.46,5.08,3.66,08/07/2020 UTC,08/26/2020,21196.0,388.0
9_gap,8/27/2020,9/2/2020,AR,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,AR,42.96,4.83,16.16,10.86,8.62,5.39,0.21,35.6,49.56,68.62,71.86,42.02,12.32,5.19,2.82,09/04/2020 UTC,09/28/2020,20315.0,270.0
10_gap,9/29/2020,10/1/2020,AR,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,AR,35.05,10.55,17.82,12.36,19.09,10.95,1.79,42.19,44.97,70.18,66.65,56.48,13.81,4.67,4.3,10/02/2020 UTC,11/04/2020,27342.0,380.0
13,11/4/2020,12/1/2020,AR,42.11,6.16,16.24,14.24,16.0,9.15,1.13,40.36,50.13,70.1,71.3,44.81,9.9,5.88,3.59,11/03/2020 UTC,12/01/2020,24017.0,362.0
13_gap,12/2/2020,12/15/2020,AR,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,AR,35.88,4.9,21.93,13.11,11.09,8.55,0.14,46.3,52.36,68.97,73.11,41.41,9.45,2.14,1.91,12/16/2020 UTC,01/11/2021,25640.0,472.0
14_gap,1/12/2021,2/4/2021,AR,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,AR,32.84,6.81,14.81,17.28,7.38,6.2,0.87,42.55,49.43,68.61,73.97,41.72,8.3,6.51,2.26,02/05/2021 UTC,03/01/2021,21500.0,389.0
17,4/1/2021,5/3/2021,AR,35.48,4.89,22.21,22.73,12.1,7.94,3.37,35.52,42.9,68.67,68.12,50.44,14.95,6.34,4.03,04/01/2021 UTC,05/03/2021,21733.0,352.0
17_gap,5/4/2021,6/8/2021,AR,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,AR,34.63,7.6,24.07,24.85,17.08,13.12,0.57,29.02,38.2,59.82,42.5,49.75,13.54,5.65,4.95,06/09/2021 UTC,07/06/2021,20669.0,346.0
18_gap,7/7/2021,8/25/2021,AR,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,AR,38.96,10.9,21.85,20.87,9.31,14.09,1.49,34.67,43.17,67.94,51.17,55.76,14.06,5.76,5.78,08/26/2021 UTC,09/27/2021,21079.0,338.0
19_gap,9/28/2021,11/2/2021,AR,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,AR,34.44,7.52,26.32,26.09,13.38,15.96,0.79,28.11,36.74,66.96,41.24,59.18,12.78,8.6,3.63,11/03/2021 UTC,12/02/2021,22277.0,329.0
20_gap,12/3/2021,12/21/2021,AR,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,AR,29.08,7.2,24.03,20.9,11.87,12.0,1.77,26.64,32.49,60.72,39.49,55.4,13.47,5.81,5.49,12/22/2021 UTC,01/24/2022,22961.0,368.0
21_gap,1/25/2022,3/1/2022,AR,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,AR,38.14,8.17,25.03,25.53,13.99,11.67,1.71,17.85,25.05,61.85,25.74,55.34,12.95,8.77,4.71,03/02/2022 UTC,04/04/2022,22234.0,363.0
22_gap,4/5/2022,6/7/2022,AR,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,AR,39.9,11.25,29.25,24.05,13.22,12.2,1.04,19.01,24.33,58.93,22.3,55.41,12.91,8.98,6.27,06/08/2022 UTC,07/06/2022,24141.0,402.0
1,4/16/2020,4/30/2020,CA,24.33,0.88,4.76,8.72,6.86,0.51,1.63,73.79,77.7,79.75,71.3,20.66,3.94,1.4,0.37,04/16/2020 UTC,04/30/2020,19489.0,714.0
1_gap,5/1/2020,5/1/2020,CA,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,CA,23.87,0.49,6.85,6.2,5.96,2.56,2.26,71.24,78.13,79.04,75.16,21.69,4.5,2.13,0.17,05/02/2020 UTC,05/15/2020,20305.0,728.0
3,5/16/2020,6/1/2020,CA,29.52,0.84,10.45,7.6,6.44,1.05,2.11,64.35,72.35,77.12,74.49,27.65,4.44,1.8,1.24,05/16/2020 UTC,06/01/2020,18103.0,875.0
3_gap,6/2/2020,6/11/2020,CA,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,CA,34.26,4.87,14.41,12.2,8.7,3.01,3.94,59.03,67.67,76.82,75.88,37.49,10.73,2.29,0.99,06/12/2020 UTC,06/28/2020,22470.0,842.0
5_gap,6/29/2020,7/9/2020,CA,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,CA,29.67,5.21,9.8,10.4,8.74,2.8,2.0,61.89,70.13,75.66,80.93,28.86,7.84,1.51,0.21,07/10/2020 UTC,07/27/2020,19058.0,545.0
7_gap,7/28/2020,8/6/2020,CA,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,CA,29.46,2.86,13.92,13.11,12.3,3.33,1.45,58.84,65.09,74.88,80.64,36.54,9.33,2.35,0.75,08/07/2020 UTC,08/26/2020,21196.0,806.0
9_gap,8/27/2020,9/2/2020,CA,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,CA,33.2,6.18,12.53,11.43,10.87,2.36,2.33,55.9,66.89,75.94,79.87,36.31,6.83,2.24,0.99,09/04/2020 UTC,09/28/2020,20315.0,955.0
10_gap,9/29/2020,10/1/2020,CA,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,CA,40.08,5.32,15.09,17.93,10.33,3.56,2.69,54.25,58.81,75.14,78.32,36.99,9.1,2.87,0.79,10/02/2020 UTC,11/04/2020,27342.0,787.0
13,11/4/2020,12/1/2020,CA,29.4,4.8,15.01,13.17,10.41,3.54,3.37,56.16,62.42,70.62,78.31,35.52,9.45,1.77,1.37,11/03/2020 UTC,12/01/2020,24017.0,705.0
13_gap,12/2/2020,12/15/2020,CA,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,CA,32.0,3.01,12.13,8.02,8.36,3.77,4.28,57.94,67.35,74.95,86.2,31.42,7.34,2.45,0.87,12/16/2020 UTC,01/11/2021,25640.0,570.0
14_gap,1/12/2021,2/4/2021,CA,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,CA,35.05,3.07,12.07,14.37,10.06,2.92,3.16,56.68,64.67,75.99,84.49,35.54,9.04,1.79,0.83,02/05/2021 UTC,03/01/2021,21500.0,507.0
17,4/1/2021,5/3/2021,CA,38.46,7.89,16.77,16.21,12.2,5.14,2.91,52.68,59.73,73.6,84.33,41.77,11.96,3.73,1.54,04/01/2021 UTC,05/03/2021,21733.0,711.0
17_gap,5/4/2021,6/8/2021,CA,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,CA,37.69,9.7,19.79,22.85,9.13,9.31,3.43,43.34,45.45,69.17,67.07,41.0,9.56,3.76,1.42,06/09/2021 UTC,07/06/2021,20669.0,705.0
18_gap,7/7/2021,8/25/2021,CA,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,CA,37.55,12.96,18.39,25.61,11.79,5.19,3.35,38.71,47.95,72.5,71.45,45.92,11.97,6.46,3.38,08/26/2021 UTC,09/27/2021,21079.0,888.0
19_gap,9/28/2021,11/2/2021,CA,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,CA,41.77,14.95,23.18,27.01,11.08,7.28,4.78,34.66,43.06,66.28,64.3,48.83,11.3,5.67,2.9,11/03/2021 UTC,12/02/2021,22277.0,1229.0
20_gap,12/3/2021,12/21/2021,CA,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,CA,31.66,9.43,18.81,18.23,9.3,5.69,3.2,38.82,44.98,70.19,72.58,43.28,10.98,5.36,2.55,12/22/2021 UTC,01/24/2022,22961.0,995.0
21_gap,1/25/2022,3/1/2022,CA,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,CA,40.44,14.14,21.07,29.07,13.29,9.59,6.4,28.4,29.29,65.74,55.51,50.85,14.8,6.54,5.24,03/02/2022 UTC,04/04/2022,22234.0,874.0
22_gap,4/5/2022,6/7/2022,CA,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,CA,42.84,11.54,22.13,26.45,12.14,8.11,5.94,31.28,38.0,62.67,44.95,48.08,12.26,7.92,5.12,06/08/2022 UTC,07/06/2022,24141.0,989.0
1,4/16/2020,4/30/2020,CO,22.23,0.11,6.48,6.18,4.1,0.64,0.92,64.52,72.13,72.05,56.01,22.74,4.08,0.97,0.65,04/16/2020 UTC,04/30/2020,19489.0,442.0
1_gap,5/1/2020,5/1/2020,CO,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,CO,29.44,0.77,9.25,6.08,9.07,1.65,1.25,54.18,63.24,73.72,60.63,30.85,6.2,2.96,1.53,05/02/2020 UTC,05/15/2020,20305.0,389.0
3,5/16/2020,6/1/2020,CO,28.15,1.63,12.75,8.55,8.8,2.51,0.54,54.47,65.4,69.29,63.56,36.46,12.12,2.04,1.02,05/16/2020 UTC,06/01/2020,18103.0,388.0
3_gap,6/2/2020,6/11/2020,CO,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,CO,32.4,3.57,19.94,17.24,12.54,2.4,4.46,44.73,52.08,66.14,65.26,44.86,9.4,9.05,1.59,06/12/2020 UTC,06/28/2020,22470.0,481.0
5_gap,6/29/2020,7/9/2020,CO,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,CO,32.25,4.64,19.53,11.24,16.14,6.5,1.77,45.58,53.95,70.91,74.32,41.63,10.51,5.07,1.16,07/10/2020 UTC,07/27/2020,19058.0,365.0
7_gap,7/28/2020,8/6/2020,CO,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,CO,40.96,4.29,25.45,18.57,12.15,5.99,3.67,37.2,51.0,68.37,66.86,48.55,13.51,6.77,2.49,08/07/2020 UTC,08/26/2020,21196.0,476.0
9_gap,8/27/2020,9/2/2020,CO,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,CO,29.96,4.08,14.27,13.08,9.13,5.23,1.57,40.13,54.68,71.64,75.56,41.07,13.16,3.99,1.39,09/04/2020 UTC,09/28/2020,20315.0,375.0
10_gap,9/29/2020,10/1/2020,CO,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,CO,37.29,8.37,16.91,15.74,12.94,5.85,3.02,43.3,53.44,70.41,72.22,42.24,10.31,5.97,2.06,10/02/2020 UTC,11/04/2020,27342.0,446.0
13,11/4/2020,12/1/2020,CO,35.28,9.68,16.19,18.24,10.84,5.33,2.96,48.25,53.2,66.74,75.37,38.02,9.95,3.17,2.64,11/03/2020 UTC,12/01/2020,24017.0,467.0
13_gap,12/2/2020,12/15/2020,CO,,,,,,,,,,,,,,,,,,,
