mnth_yr,state_code,monthly_hospitalization
2023-04,KY,700.0
2023-04,LA,636.0
2023-04,MA,1251.0
2023-04,MD,543.0
2023-04,ME,218.0
2023-04,MI,2023.0
2023-04,MN,798.0
2023-04,MO,1203.0
2023-04,MS,325.0
2023-04,MT,215.0
2023-04,NC,984.0
2023-04,ND,136.0
2023-04,NE,316.0
2023-04,NH,211.0
2023-04,NJ,1040.0
2023-04,NM,468.0
2023-04,NV,458.0
2023-04,NY,3072.0
2023-04,OH,2459.0
2023-04,OK,607.0
2023-04,OR,575.0
2023-04,PA,1693.0
2023-04,PR,245.0
2023-04,RI,116.0
2023-04,Region 1,2460.0
2023-04,Region 10,1973.0
2023-04,Region 2,4363.0
2023-04,Region 3,3598.0
2023-04,Region 4,9752.0
2023-04,Region 5,10200.0
2023-04,Region 6,7048.0
2023-04,Region 7,2523.0
2023-04,Region 8,1934.0
2023-04,Region 9,9475.0
2023-04,SC,518.0
2023-04,SD,160.0
2023-04,TN,859.0
2023-04,TX,4913.0
2023-04,USA,53326.0
2023-04,UT,468.0
2023-04,VA,739.0
2023-04,VI,6.0
2023-04,VT,69.0
2023-04,WA,972.0
2023-04,WI,1343.0
2023-04,WV,301.0
2023-04,WY,51.0
2023-05,AK,92.0
2023-05,AL,652.0
2023-05,AR,422.0
2023-05,AS,0.0
2023-05,AZ,1034.0
2023-05,CA,5928.0
2023-05,CO,622.0
2023-05,CT,397.0
2023-05,DC,82.0
2023-05,DE,76.0
2023-05,FL,3679.0
2023-05,GA,925.0
2023-05,GU,40.0
2023-05,HI,428.0
2023-05,IA,235.0
2023-05,ID,162.0
2023-05,IL,1602.0
2023-05,IN,610.0
2023-05,KS,240.0
2023-05,KY,472.0
2023-05,LA,481.0
2023-05,MA,960.0
2023-05,MD,389.0
2023-05,ME,128.0
2023-05,MI,1241.0
2023-05,MN,476.0
2023-05,MO,687.0
2023-05,MS,213.0
2023-05,MT,117.0
2023-05,NC,738.0
2023-05,ND,90.0
2023-05,NE,133.0
2023-05,NH,161.0
2023-05,NJ,707.0
2023-05,NM,285.0
2023-05,NV,380.0
2023-05,NY,2450.0
2023-05,OH,1519.0
2023-05,OK,330.0
2023-05,OR,396.0
2023-05,PA,1156.0
2023-05,PR,443.0
2023-05,RI,82.0
2023-05,Region 1,1776.0
2023-05,Region 10,1409.0
2023-05,Region 2,3614.0
2023-05,Region 3,2387.0
2023-05,Region 4,7661.0
2023-05,Region 5,6158.0
2023-05,Region 6,4774.0
2023-05,Region 7,1295.0
2023-05,Region 8,1347.0
2023-05,Region 9,7810.0
2023-05,SC,391.0
2023-05,SD,123.0
2023-05,TN,591.0
2023-05,TX,3256.0
2023-05,USA,38231.0
2023-05,UT,334.0
2023-05,VA,511.0
2023-05,VI,14.0
2023-05,VT,48.0
2023-05,WA,759.0
2023-05,WI,710.0
2023-05,WV,173.0
2023-05,WY,61.0
2023-06,AK,110.0
2023-06,AL,503.0
2023-06,AR,251.0
2023-06,AS,0.0
2023-06,AZ,738.0
2023-06,CA,5187.0
2023-06,CO,389.0
2023-06,CT,351.0
2023-06,DC,71.0
2023-06,DE,67.0
2023-06,FL,3750.0
2023-06,GA,765.0
2023-06,GU,26.0
2023-06,HI,400.0
2023-06,IA,130.0
2023-06,ID,120.0
2023-06,IL,916.0
2023-06,IN,269.0
2023-06,KS,140.0
2023-06,KY,226.0
2023-06,LA,392.0
2023-06,MA,764.0
2023-06,MD,298.0
2023-06,ME,73.0
2023-06,MI,673.0
2023-06,MN,191.0
2023-06,MO,378.0
2023-06,MS,144.0
2023-06,MT,75.0
2023-06,NC,585.0
2023-06,ND,48.0
2023-06,NE,91.0
2023-06,NH,116.0
2023-06,NJ,635.0
2023-06,NM,134.0
2023-06,NV,374.0
2023-06,NY,1931.0
2023-06,OH,694.0
2023-06,OK,189.0
2023-06,OR,301.0
2023-06,PA,861.0
2023-06,PR,663.0
2023-06,RI,77.0
2023-06,Region 1,1436.0
2023-06,Region 10,1116.0
2023-06,Region 2,3239.0
2023-06,Region 3,1876.0
2023-06,Region 4,6637.0
2023-06,Region 5,3131.0
2023-06,Region 6,3095.0
2023-06,Region 7,739.0
2023-06,Region 8,872.0
2023-06,Region 9,6725.0
2023-06,SC,330.0
2023-06,SD,58.0
2023-06,TN,334.0
2023-06,TX,2129.0
2023-06,USA,28866.0
2023-06,UT,248.0
2023-06,VA,468.0
2023-06,VI,10.0
2023-06,VT,55.0
2023-06,WA,585.0
2023-06,WI,388.0
2023-06,WV,111.0
2023-06,WY,54.0
2023-07,AK,106.0
2023-07,AL,700.0
2023-07,AR,219.0
2023-07,AS,0.0
2023-07,AZ,702.0
2023-07,CA,5720.0
2023-07,CO,355.0
2023-07,CT,393.0
2023-07,DC,96.0
2023-07,DE,84.0
2023-07,FL,5410.0
2023-07,GA,1094.0
2023-07,GU,26.0
2023-07,HI,523.0
2023-07,IA,147.0
2023-07,ID,114.0
2023-07,IL,894.0
2023-07,IN,364.0
2023-07,KS,148.0
2023-07,KY,288.0
2023-07,LA,645.0
2023-07,MA,727.0
2023-07,MD,426.0
2023-07,ME,82.0
2023-07,MI,472.0
2023-07,MN,258.0
2023-07,MO,464.0
2023-07,MS,230.0
2023-07,MT,96.0
2023-07,NC,809.0
2023-07,ND,53.0
2023-07,NE,104.0
2023-07,NH,161.0
2023-07,NJ,704.0
2023-07,NM,122.0
2023-07,NV,330.0
2023-07,NY,2184.0
2023-07,OH,707.0
2023-07,OK,197.0
2023-07,OR,387.0
2023-07,PA,1009.0
2023-07,PR,709.0
2023-07,RI,61.0
2023-07,Region 1,1459.0
2023-07,Region 10,1218.0
2023-07,Region 2,3602.0
2023-07,Region 3,2308.0
2023-07,Region 4,9462.0
2023-07,Region 5,3008.0
2023-07,Region 6,4188.0
2023-07,Region 7,863.0
2023-07,Region 8,805.0
2023-07,Region 9,7301.0
2023-07,SC,425.0
2023-07,SD,51.0
2023-07,TN,506.0
2023-07,TX,3005.0
2023-07,USA,34214.0
2023-07,UT,209.0
2023-07,VA,572.0
2023-07,VI,5.0
2023-07,VT,35.0
2023-07,WA,611.0
2023-07,WI,313.0
2023-07,WV,121.0
2023-07,WY,41.0
2023-08,AK,110.0
2023-08,AL,1609.0
2023-08,AR,702.0
2023-08,AS,0.0
2023-08,AZ,928.0
2023-08,CA,9981.0
2023-08,CO,731.0
2023-08,CT,757.0
2023-08,DC,203.0
2023-08,DE,131.0
2023-08,FL,9689.0
2023-08,GA,2746.0
2023-08,GU,25.0
2023-08,HI,595.0
2023-08,IA,441.0
2023-08,ID,243.0
2023-08,IL,2016.0
2023-08,IN,907.0
2023-08,KS,324.0
2023-08,KY,866.0
2023-08,LA,1274.0
2023-08,MA,1505.0
2023-08,MD,847.0
2023-08,ME,116.0
2023-08,MI,1108.0
2023-08,MN,578.0
2023-08,MO,1055.0
2023-08,MS,664.0
2023-08,MT,189.0
2023-08,NC,1723.0
2023-08,ND,75.0
2023-08,NE,177.0
2023-08,NH,213.0
2023-08,NJ,1324.0
2023-08,NM,185.0
2023-08,NV,514.0
2023-08,NY,4483.0
2023-08,OH,1500.0
2023-08,OK,513.0
2023-08,OR,679.0
2023-08,PA,1844.0
2023-08,PR,639.0
2023-08,RI,125.0
2023-08,Region 1,2821.0
2023-08,Region 10,2069.0
2023-08,Region 2,6456.0
2023-08,Region 3,4659.0
2023-08,Region 4,19873.0
2023-08,Region 5,6829.0
2023-08,Region 6,8676.0
2023-08,Region 7,1997.0
2023-08,Region 8,1518.0
2023-08,Region 9,12043.0
2023-08,SC,1219.0
2023-08,SD,108.0
2023-08,TN,1357.0
2023-08,TX,6002.0
2023-08,USA,66941.0
2023-08,UT,340.0
2023-08,VA,1286.0
2023-08,VI,10.0
2023-08,VT,105.0
2023-08,WA,1037.0
2023-08,WI,720.0
2023-08,WV,348.0
2023-08,WY,75.0
2023-09,AK,128.0
2023-09,AL,1602.0
2023-09,AR,1000.0
2023-09,AS,0.0
2023-09,AZ,1212.0
2023-09,CA,10904.0
2023-09,CO,1232.0
2023-09,CT,1016.0
2023-09,DC,291.0
2023-09,DE,227.0
2023-09,FL,8162.0
2023-09,GA,2348.0
2023-09,GU,10.0
2023-09,HI,474.0
2023-09,IA,627.0
2023-09,ID,404.0
2023-09,IL,2790.0
2023-09,IN,1305.0
2023-09,KS,543.0
2023-09,KY,1277.0
2023-09,LA,1159.0
2023-09,MA,2013.0
2023-09,MD,1299.0
2023-09,ME,199.0
2023-09,MI,2116.0
2023-09,MN,948.0
2023-09,MO,1806.0
2023-09,MS,563.0
2023-09,MT,401.0
2023-09,NC,2526.0
2023-09,ND,134.0
2023-09,NE,322.0
2023-09,NH,316.0
2023-09,NJ,2145.0
2023-09,NM,278.0
2023-09,NV,731.0
2023-09,NY,6617.0
2023-09,OH,2585.0
2023-09,OK,859.0
2023-09,OR,1090.0
2023-09,PA,2824.0
2023-09,PR,410.0
2023-09,RI,238.0
2023-09,Region 1,3927.0
2023-09,Region 10,3098.0
2023-09,Region 2,9174.0
2023-09,Region 3,7259.0
2023-09,Region 4,19482.0
2023-09,Region 5,10899.0
2023-09,Region 6,10690.0
2023-09,Region 7,3298.0
2023-09,Region 8,2712.0
2023-09,Region 9,13331.0
2023-09,SC,1426.0
2023-09,SD,242.0
2023-09,TN,1578.0
2023-09,TX,7394.0
2023-09,USA,83870.0
2023-09,UT,587.0
2023-09,VA,1944.0
2023-09,VI,2.0
2023-09,VT,145.0
2023-09,WA,1476.0
2023-09,WI,1155.0
2023-09,WV,674.0
2023-09,WY,116.0
2023-10,AK,96.0
2023-10,AL,976.0
2023-10,AR,568.0
2023-10,AS,0.0
2023-10,AZ,1728.0
2023-10,CA,7763.0
2023-10,CO,1830.0
2023-10,CT,975.0
2023-10,DC,223.0
2023-10,DE,223.0
2023-10,FL,4310.0
2023-10,GA,1588.0
2023-10,GU,8.0
2023-10,HI,470.0
2023-10,IA,616.0
2023-10,ID,489.0
2023-10,IL,2519.0
2023-10,IN,1239.0
2023-10,KS,745.0
2023-10,KY,1117.0
2023-10,LA,662.0
2023-10,MA,2083.0
2023-10,MD,1236.0
2023-10,ME,249.0
2023-10,MI,2163.0
2023-10,MN,1166.0
2023-10,MO,1428.0
2023-10,MS,319.0
2023-10,MT,370.0
2023-10,NC,2028.0
2023-10,ND,219.0
2023-10,NE,398.0
2023-10,NH,367.0
2023-10,NJ,2453.0
2023-10,NM,540.0
2023-10,NV,740.0
2023-10,NY,6123.0
2023-10,OH,2732.0
2023-10,OK,729.0
2023-10,OR,1093.0
2023-10,PA,3076.0
2023-10,PR,315.0
2023-10,RI,260.0
2023-10,Region 1,4078.0
2023-10,Region 10,3045.0
2023-10,Region 2,8892.0
2023-10,Region 3,7348.0
2023-10,Region 4,12447.0
2023-10,Region 5,11328.0
2023-10,Region 6,7452.0
2023-10,Region 7,3187.0
2023-10,Region 8,3442.0
2023-10,Region 9,10709.0
2023-10,SC,1007.0
2023-10,SD,273.0
2023-10,TN,1102.0
2023-10,TX,4953.0
2023-10,USA,71928.0
2023-10,UT,612.0
2023-10,VA,1923.0
2023-10,VI,1.0
2023-10,VT,144.0
2023-10,WA,1367.0
2023-10,WI,1509.0
2023-10,WV,667.0
2023-10,WY,138.0
2023-11,AK,92.0
2023-11,AL,1005.0
2023-11,AR,680.0
2023-11,AS,1.0
2023-11,AZ,2175.0
2023-11,CA,8552.0
2023-11,CO,2051.0
2023-11,CT,1083.0
2023-11,DC,173.0
2023-11,DE,236.0
2023-11,FL,3232.0
2023-11,GA,1585.0
2023-11,GU,11.0
2023-11,HI,365.0
2023-11,IA,856.0
2023-11,ID,473.0
2023-11,IL,3927.0
2023-11,IN,1840.0
2023-11,KS,911.0
2023-11,KY,1632.0
2023-11,LA,662.0
2023-11,MA,1949.0
2023-11,MD,1312.0
2023-11,ME,275.0
2023-11,MI,2990.0
2023-11,MN,1491.0
2023-11,MO,2036.0
2023-11,MS,389.0
2023-11,MT,382.0
2023-11,NC,1733.0
2023-11,ND,297.0
2023-11,NE,670.0
2023-11,NH,294.0
2023-11,NJ,2012.0
2023-11,NM,777.0
2023-11,NV,734.0
2023-11,NY,5103.0
2023-11,OH,3897.0
2023-11,OK,973.0
2023-11,OR,830.0
2023-11,PA,3628.0
2023-11,PR,369.0
2023-11,RI,195.0
2023-11,Region 1,3972.0
2023-11,Region 10,2471.0
2023-11,Region 2,7485.0
2023-11,Region 3,8346.0
2023-11,Region 4,12002.0
2023-11,Region 5,16135.0
2023-11,Region 6,7885.0
2023-11,Region 7,4473.0
2023-11,Region 8,4028.0
2023-11,Region 9,11838.0
2023-11,SC,994.0
2023-11,SD,377.0
2023-11,TN,1432.0
2023-11,TX,4793.0
2023-11,USA,78635.0
2023-11,UT,755.0
2023-11,VA,2026.0
2023-11,VI,1.0
2023-11,VT,176.0
2023-11,WA,1076.0
2023-11,WI,1990.0
2023-11,WV,971.0
2023-11,WY,166.0
2023-12,AK,106.0
2023-12,AL,1826.0
2023-12,AR,1185.0
2023-12,AS,0.0
2023-12,AZ,2342.0
2023-12,CA,13797.0
2023-12,CO,1977.0
2023-12,CT,1661.0
2023-12,DC,269.0
2023-12,DE,373.0
2023-12,FL,5763.0
2023-12,GA,2833.0
2023-12,GU,13.0
2023-12,HI,368.0
2023-12,IA,1705.0
2023-12,ID,747.0
2023-12,IL,6501.0
2023-12,IN,3442.0
2023-12,KS,1294.0
2023-12,KY,2248.0
2023-12,LA,1185.0
2023-12,MA,3451.0
2023-12,MD,2093.0
2023-12,ME,486.0
2023-12,MI,4851.0
2023-12,MN,2273.0
2023-12,MO,3219.0
2023-12,MS,657.0
2023-12,MT,451.0
2023-12,NC,2911.0
2023-12,ND,388.0
2023-12,NE,986.0
2023-12,NH,508.0
2023-12,NJ,4152.0
2023-12,NM,545.0
2023-12,NV,1017.0
2023-12,NY,9690.0
2023-12,OH,6302.0
2023-12,OK,1760.0
2023-12,OR,987.0
2023-12,PA,5570.0
2023-12,PR,370.0
2023-12,RI,363.0
2023-12,Region 1,6687.0
2023-12,Region 10,3203.0
2023-12,Region 2,14216.0
2023-12,Region 3,12968.0
2023-12,Region 4,20132.0
2023-12,Region 5,26077.0
2023-12,Region 6,11778.0
2023-12,Region 7,7204.0
2023-12,Region 8,4505.0
2023-12,Region 9,17537.0
2023-12,SC,1562.0
2023-12,SD,535.0
2023-12,TN,2332.0
2023-12,TX,7103.0
2023-12,USA,124307.0
2023-12,UT,975.0
2023-12,VA,3377.0
2023-12,VI,4.0
2023-12,VT,218.0
2023-12,WA,1363.0
2023-12,WI,2708.0
2023-12,WV,1286.0
2023-12,WY,179.0
2024-01,AK,179.0
2024-01,AL,1895.0
2024-01,AR,1211.0
2024-01,AS,0.0
2024-01,AZ,2233.0
2024-01,CA,13470.0
2024-01,CO,1602.0
2024-01,CT,1717.0
2024-01,DC,348.0
2024-01,DE,375.0
2024-01,FL,9097.0
2024-01,GA,3950.0
2024-01,GU,44.0
2024-01,HI,489.0
2024-01,IA,1069.0
2024-01,ID,593.0
2024-01,IL,4736.0
2024-01,IN,2446.0
2024-01,KS,839.0
2024-01,KY,1754.0
2024-01,LA,1588.0
2024-01,MA,3424.0
2024-01,MD,2045.0
2024-01,ME,399.0
2024-01,MI,3866.0
2024-01,MN,1754.0
2024-01,MO,2711.0
2024-01,MS,779.0
2024-01,MT,353.0
2024-01,NC,3350.0
2024-01,ND,238.0
2024-01,NE,605.0
2024-01,NH,496.0
2024-01,NJ,4988.0
2024-01,NM,305.0
2024-01,NV,903.0
2024-01,NY,11005.0
2024-01,OH,4664.0
2024-01,OK,1324.0
2024-01,OR,1083.0
2024-01,PA,5256.0
2024-01,PR,821.0
2024-01,RI,458.0
2024-01,Region 1,6711.0
2024-01,Region 10,3543.0
2024-01,Region 2,16816.0
2024-01,Region 3,12389.0
2024-01,Region 4,24987.0
2024-01,Region 5,19520.0
2024-01,Region 6,13143.0
2024-01,Region 7,5224.0
2024-01,Region 8,3491.0
2024-01,Region 9,17139.0
2024-01,SC,2020.0
2024-01,SD,381.0
2024-01,TN,2142.0
2024-01,TX,8715.0
2024-01,USA,122963.0
2024-01,UT,802.0
2024-01,VA,3390.0
2024-01,VI,2.0
2024-01,VT,217.0
2024-01,WA,1688.0
2024-01,WI,2054.0
2024-01,WV,975.0
2024-01,WY,115.0
2024-02,AK,169.0
2024-02,AL,1611.0
2024-02,AR,810.0
2024-02,AS,0.0
2024-02,AZ,1297.0
2024-02,CA,7545.0
2024-02,CO,844.0
2024-02,CT,921.0
2024-02,DC,244.0
2024-02,DE,291.0
2024-02,FL,7002.0
2024-02,GA,3326.0
2024-02,GU,16.0
2024-02,HI,416.0
2024-02,IA,459.0
2024-02,ID,304.0
2024-02,IL,2842.0
2024-02,IN,1286.0
2024-02,KS,517.0
2024-02,KY,1135.0
2024-02,LA,1371.0
2024-02,MA,1686.0
2024-02,MD,1111.0
2024-02,ME,251.0
2024-02,MI,2339.0
2024-02,MN,887.0
2024-02,MO,1692.0
2024-02,MS,603.0
2024-02,MT,178.0
2024-02,NC,2839.0
2024-02,ND,164.0
2024-02,NE,454.0
2024-02,NH,265.0
2024-02,NJ,2618.0
2024-02,NM,272.0
2024-02,NV,501.0
2024-02,NY,5358.0
2024-02,OH,2544.0
2024-02,OK,940.0
2024-02,OR,701.0
2024-02,PA,3016.0
2024-02,PR,554.0
2024-02,RI,194.0
2024-02,Region 1,3430.0
2024-02,Region 10,2393.0
2024-02,Region 2,8531.0
2024-02,Region 3,7473.0
2024-02,Region 4,19757.0
2024-02,Region 5,11152.0
2024-02,Region 6,10409.0
2024-02,Region 7,3122.0
2024-02,Region 8,1901.0
2024-02,Region 9,9775.0
2024-02,SC,1619.0
2024-02,SD,233.0
2024-02,TN,1622.0
2024-02,TX,7016.0
2024-02,USA,77943.0
2024-02,UT,414.0
2024-02,VA,2378.0
2024-02,VI,1.0
2024-02,VT,113.0
2024-02,WA,1219.0
2024-02,WI,1254.0
2024-02,WV,433.0
2024-02,WY,68.0
2024-03,AK,70.0
2024-03,AL,1061.0
2024-03,AR,561.0
2024-03,AS,0.0
2024-03,AZ,743.0
2024-03,CA,4535.0
2024-03,CO,518.0
2024-03,CT,484.0
2024-03,DC,163.0
2024-03,DE,172.0
2024-03,FL,3912.0
2024-03,GA,1969.0
2024-03,GU,5.0
2024-03,HI,309.0
2024-03,IA,267.0
2024-03,ID,200.0
2024-03,IL,1825.0
2024-03,IN,826.0
2024-03,KS,365.0
2024-03,KY,813.0
2024-03,LA,838.0
2024-03,MA,810.0
2024-03,MD,766.0
2024-03,ME,131.0
2024-03,MI,1634.0
2024-03,MN,579.0
2024-03,MO,1075.0
2024-03,MS,386.0
2024-03,MT,141.0
2024-03,NC,1708.0
2024-03,ND,125.0
2024-03,NE,302.0
2024-03,NH,131.0
2024-03,NJ,1391.0
2024-03,NM,242.0
2024-03,NV,348.0
2024-03,NY,2722.0
2024-03,OH,1478.0
2024-03,OK,710.0
2024-03,OR,495.0
2024-03,PA,1810.0
2024-03,PR,257.0
2024-03,RI,91.0
2024-03,Region 1,1703.0
2024-03,Region 10,1625.0
2024-03,Region 2,4370.0
2024-03,Region 3,4922.0
2024-03,Region 4,12163.0
2024-03,Region 5,7116.0
2024-03,Region 6,6285.0
2024-03,Region 7,2009.0
2024-03,Region 8,1275.0
2024-03,Region 9,5940.0
2024-03,SC,1036.0
2024-03,SD,113.0
2024-03,TN,1278.0
2024-03,TX,3934.0
2024-03,USA,47408.0
2024-03,UT,344.0
2024-03,VA,1655.0
2024-03,VI,0.0
2024-03,VT,56.0
2024-03,WA,860.0
2024-03,WI,774.0
2024-03,WV,356.0
2024-03,WY,34.0
2024-04,AK,17.0
2024-04,AL,513.0
2024-04,AR,222.0
2024-04,AS,0.0
2024-04,AZ,430.0
2024-04,CA,2701.0
2024-04,CO,296.0
2024-04,CT,235.0
2024-04,DC,63.0
2024-04,DE,101.0
2024-04,FL,1773.0
2024-04,GA,749.0
2024-04,GU,8.0
2024-04,HI,201.0
2024-04,IA,132.0
2024-04,ID,122.0
2024-04,IL,943.0
2024-04,IN,379.0
2024-04,KS,162.0
2024-04,KY,349.0
2024-04,LA,328.0
2024-04,MA,539.0
2024-04,MD,335.0
2024-04,ME,70.0
2024-04,MI,752.0
2024-04,MN,290.0
2024-04,MO,476.0
2024-04,MS,150.0
2024-04,MT,57.0
2024-04,NC,786.0
2024-04,ND,70.0
2024-04,NE,111.0
2024-04,NH,84.0
2024-04,NJ,684.0
2024-04,NM,118.0
2024-04,NV,209.0
2024-04,NY,1715.0
2024-04,OH,848.0
2024-04,OK,281.0
2024-04,OR,225.0
2024-04,PA,991.0
2024-04,PR,147.0
2024-04,RI,83.0
2024-04,Region 1,1037.0
2024-04,Region 10,763.0
2024-04,Region 2,2547.0
2024-04,Region 3,2557.0
2024-04,Region 4,5224.0
2024-04,Region 5,3598.0
2024-04,Region 6,3128.0
2024-04,Region 7,881.0
2024-04,Region 8,721.0
2024-04,Region 9,3549.0
2024-04,SC,345.0
2024-04,SD,78.0
2024-04,TN,559.0
2024-04,TX,2179.0
2024-04,USA,24005.0
2024-04,UT,188.0
2024-04,VA,904.0
2024-04,VI,1.0
2024-04,VT,26.0
2024-04,WA,399.0
2024-04,WI,386.0
2024-04,WV,163.0
2024-04,WY,32.0
2020-08,National,395796.0
2020-09,National,313671.0
2020-10,National,486663.0
2020-11,National,928413.0
2020-12,National,1353090.0
2021-01,National,1316109.0
2021-02,National,626967.0
2021-03,National,450708.0
2021-04,National,479799.0
2021-05,National,323226.0
2021-06,National,180687.0
2021-07,National,379338.0
2021-08,National,1038006.0
2021-09,National,910404.0
2021-10,National,565815.0
2021-11,National,517218.0
2021-12,National,846690.0
2022-01,National,1778214.0
2022-02,National,686301.0
2022-03,National,208977.0
2022-04,National,151419.0
2022-05,National,300129.0
2022-06,National,405144.0
2022-07,National,558864.0
2022-08,National,520656.0
2022-09,National,368604.0
2022-10,National,305016.0
2022-11,National,334194.0
2022-12,National,509700.0
2023-01,National,458970.0
2023-02,National,303006.0
2023-03,National,246231.0
2023-04,National,159978.0
2023-05,National,114693.0
2023-06,National,86598.0
2023-07,National,102642.0
2023-08,National,200823.0
2023-09,National,251610.0
2023-10,National,215784.0
2023-11,National,235905.0
2023-12,National,372921.0
2024-01,National,368889.0
2024-02,National,233829.0
2024-03,National,142224.0
2024-04,National,72015.0
