mnth_yr,state_code,monthly_hospitalization
2021-12,CT,3536.0
2021-12,DC,1059.0
2021-12,DE,1290.0
2021-12,FL,13377.0
2021-12,GA,7333.0
2021-12,GU,128.0
2021-12,HI,353.0
2021-12,IA,3429.0
2021-12,ID,845.0
2021-12,IL,15757.0
2021-12,IN,10919.0
2021-12,KS,3315.0
2021-12,KY,4044.0
2021-12,LA,1995.0
2021-12,MA,5731.0
2021-12,MD,6226.0
2021-12,ME,1178.0
2021-12,MI,14449.0
2021-12,MN,4889.0
2021-12,MO,7009.0
2021-12,MP,355.0
2021-12,MS,1248.0
2021-12,MT,812.0
2021-12,NC,6455.0
2021-12,ND,729.0
2021-12,NE,1781.0
2021-12,NH,1498.0
2021-12,NJ,10363.0
2021-12,NM,2083.0
2021-12,NV,2463.0
2021-12,NY,21017.0
2021-12,OH,20374.0
2021-12,OK,4285.0
2021-12,OR,1280.0
2021-12,PA,16987.0
2021-12,PR,513.0
2021-12,RI,884.0
2021-12,Region 1,13208.0
2021-12,Region 10,4963.0
2021-12,Region 2,31910.0
2021-12,Region 3,33578.0
2021-12,Region 4,41706.0
2021-12,Region 5,75005.0
2021-12,Region 6,28474.0
2021-12,Region 7,15534.0
2021-12,Region 8,10881.0
2021-12,Region 9,26971.0
2021-12,SC,2681.0
2021-12,SD,1057.0
2021-12,TN,4404.0
2021-12,TX,17977.0
2021-12,USA,282230.0
2021-12,UT,2084.0
2021-12,VA,5854.0
2021-12,VI,17.0
2021-12,VT,381.0
2021-12,WA,2595.0
2021-12,WI,8617.0
2021-12,WV,2162.0
2021-12,WY,393.0
2022-01,AK,551.0
2022-01,AL,10575.0
2022-01,AR,6599.0
2022-01,AS,0.0
2022-01,AZ,14322.0
2022-01,CA,57002.0
2022-01,CO,9229.0
2022-01,CT,6812.0
2022-01,DC,1862.0
2022-01,DE,2358.0
2022-01,FL,54967.0
2022-01,GA,22054.0
2022-01,GU,375.0
2022-01,HI,1583.0
2022-01,IA,4443.0
2022-01,ID,1901.0
2022-01,IL,22096.0
2022-01,IN,12720.0
2022-01,KS,5163.0
2022-01,KY,7582.0
2022-01,LA,8988.0
2022-01,MA,10445.0
2022-01,MD,10480.0
2022-01,ME,1115.0
2022-01,MI,15396.0
2022-01,MN,5879.0
2022-01,MO,12112.0
2022-01,MP,297.0
2022-01,MS,5478.0
2022-01,MT,1969.0
2022-01,NC,16947.0
2022-01,ND,1088.0
2022-01,NE,2352.0
2022-01,NH,1629.0
2022-01,NJ,19797.0
2022-01,NM,2792.0
2022-01,NV,6002.0
2022-01,NY,39759.0
2022-01,OH,26098.0
2022-01,OK,10533.0
2022-01,OR,3260.0
2022-01,PA,23593.0
2022-01,PR,2494.0
2022-01,RI,1485.0
2022-01,Region 1,22067.0
2022-01,Region 10,13035.0
2022-01,Region 2,62137.0
2022-01,Region 3,55073.0
2022-01,Region 4,139796.0
2022-01,Region 5,92185.0
2022-01,Region 6,86078.0
2022-01,Region 7,24070.0
2022-01,Region 8,18716.0
2022-01,Region 9,79581.0
2022-01,SC,10649.0
2022-01,SD,1663.0
2022-01,TN,11544.0
2022-01,TX,57166.0
2022-01,USA,592738.0
2022-01,UT,4172.0
2022-01,VA,13210.0
2022-01,VI,87.0
2022-01,VT,581.0
2022-01,WA,7323.0
2022-01,WI,9996.0
2022-01,WV,3570.0
2022-01,WY,595.0
2022-02,AK,355.0
2022-02,AL,5097.0
2022-02,AR,3749.0
2022-02,AS,1.0
2022-02,AZ,7357.0
2022-02,CA,24356.0
2022-02,CO,2889.0
2022-02,CT,1680.0
2022-02,DC,367.0
2022-02,DE,602.0
2022-02,FL,19954.0
2022-02,GA,8284.0
2022-02,GU,828.0
2022-02,HI,689.0
2022-02,IA,1882.0
2022-02,ID,1232.0
2022-02,IL,6322.0
2022-02,IN,4792.0
2022-02,KS,2340.0
2022-02,KY,4922.0
2022-02,LA,3568.0
2022-02,MA,2857.0
2022-02,MD,2422.0
2022-02,ME,664.0
2022-02,MI,6162.0
2022-02,MN,2693.0
2022-02,MO,5282.0
2022-02,MP,28.0
2022-02,MS,2050.0
2022-02,MT,1253.0
2022-02,NC,8000.0
2022-02,ND,628.0
2022-02,NE,1309.0
2022-02,NH,679.0
2022-02,NJ,4051.0
2022-02,NM,1576.0
2022-02,NV,2361.0
2022-02,NY,9595.0
2022-02,OH,7868.0
2022-02,OK,5230.0
2022-02,OR,2462.0
2022-02,PA,7494.0
2022-02,PR,389.0
2022-02,RI,361.0
2022-02,Region 1,6540.0
2022-02,Region 10,7750.0
2022-02,Region 2,14047.0
2022-02,Region 3,18377.0
2022-02,Region 4,58650.0
2022-02,Region 5,31577.0
2022-02,Region 6,36965.0
2022-02,Region 7,10813.0
2022-02,Region 8,8428.0
2022-02,Region 9,35620.0
2022-02,SC,4264.0
2022-02,SD,767.0
2022-02,TN,6079.0
2022-02,TX,22842.0
2022-02,USA,228767.0
2022-02,UT,2431.0
2022-02,VA,5098.0
2022-02,VI,12.0
2022-02,VT,299.0
2022-02,WA,3701.0
2022-02,WI,3740.0
2022-02,WV,2394.0
2022-02,WY,460.0
2022-03,AK,171.0
2022-03,AL,1082.0
2022-03,AR,1048.0
2022-03,AS,39.0
2022-03,AZ,2444.0
2022-03,CA,7921.0
2022-03,CO,796.0
2022-03,CT,694.0
2022-03,DC,150.0
2022-03,DE,223.0
2022-03,FL,5062.0
2022-03,GA,2243.0
2022-03,GU,765.0
2022-03,HI,277.0
2022-03,IA,558.0
2022-03,ID,270.0
2022-03,IL,2294.0
2022-03,IN,1296.0
2022-03,KS,740.0
2022-03,KY,1582.0
2022-03,LA,830.0
2022-03,MA,1069.0
2022-03,MD,851.0
2022-03,ME,313.0
2022-03,MI,2279.0
2022-03,MN,1038.0
2022-03,MO,1464.0
2022-03,MP,18.0
2022-03,MS,317.0
2022-03,MT,333.0
2022-03,NC,2004.0
2022-03,ND,188.0
2022-03,NE,396.0
2022-03,NH,236.0
2022-03,NJ,1589.0
2022-03,NM,508.0
2022-03,NV,661.0
2022-03,NY,3994.0
2022-03,OH,2330.0
2022-03,OK,871.0
2022-03,OR,883.0
2022-03,PA,2491.0
2022-03,PR,183.0
2022-03,RI,126.0
2022-03,Region 1,2592.0
2022-03,Region 10,2638.0
2022-03,Region 2,5771.0
2022-03,Region 3,5972.0
2022-03,Region 4,14412.0
2022-03,Region 5,10400.0
2022-03,Region 6,10160.0
2022-03,Region 7,3158.0
2022-03,Region 8,2431.0
2022-03,Region 9,12125.0
2022-03,SC,900.0
2022-03,SD,211.0
2022-03,TN,1222.0
2022-03,TX,6903.0
2022-03,USA,69659.0
2022-03,UT,781.0
2022-03,VA,1462.0
2022-03,VI,5.0
2022-03,VT,154.0
2022-03,WA,1314.0
2022-03,WI,1163.0
2022-03,WV,795.0
2022-03,WY,122.0
2022-04,AK,155.0
2022-04,AL,490.0
2022-04,AR,536.0
2022-04,AS,61.0
2022-04,AZ,1221.0
2022-04,CA,4188.0
2022-04,CO,614.0
2022-04,CT,1026.0
2022-04,DC,157.0
2022-04,DE,207.0
2022-04,FL,3794.0
2022-04,GA,1087.0
2022-04,GU,302.0
2022-04,HI,269.0
2022-04,IA,396.0
2022-04,ID,151.0
2022-04,IL,2278.0
2022-04,IN,792.0
2022-04,KS,349.0
2022-04,KY,660.0
2022-04,LA,436.0
2022-04,MA,1808.0
2022-04,MD,792.0
2022-04,ME,392.0
2022-04,MI,2078.0
2022-04,MN,941.0
2022-04,MO,780.0
2022-04,MP,1.0
2022-04,MS,111.0
2022-04,MT,119.0
2022-04,NC,1224.0
2022-04,ND,94.0
2022-04,NE,178.0
2022-04,NH,330.0
2022-04,NJ,1856.0
2022-04,NM,233.0
2022-04,NV,360.0
2022-04,NY,6508.0
2022-04,OH,1586.0
2022-04,OK,332.0
2022-04,OR,559.0
2022-04,PA,1911.0
2022-04,PR,682.0
2022-04,RI,176.0
2022-04,Region 1,4033.0
2022-04,Region 10,1870.0
2022-04,Region 2,9057.0
2022-04,Region 3,4332.0
2022-04,Region 4,8216.0
2022-04,Region 5,8595.0
2022-04,Region 6,4961.0
2022-04,Region 7,1703.0
2022-04,Region 8,1304.0
2022-04,Region 9,6402.0
2022-04,SC,369.0
2022-04,SD,118.0
2022-04,TN,481.0
2022-04,TX,3424.0
2022-04,USA,50473.0
2022-04,UT,314.0
2022-04,VA,919.0
2022-04,VI,11.0
2022-04,VT,301.0
2022-04,WA,1005.0
2022-04,WI,920.0
2022-04,WV,346.0
2022-04,WY,45.0
2022-05,AK,226.0
2022-05,AL,759.0
2022-05,AR,443.0
2022-05,AS,9.0
2022-05,AZ,1767.0
2022-05,CA,8758.0
2022-05,CO,1427.0
2022-05,CT,1838.0
2022-05,DC,369.0
2022-05,DE,584.0
2022-05,FL,9584.0
2022-05,GA,1806.0
2022-05,GU,33.0
2022-05,HI,716.0
2022-05,IA,817.0
2022-05,ID,287.0
2022-05,IL,4775.0
2022-05,IN,1669.0
2022-05,KS,486.0
2022-05,KY,1100.0
2022-05,LA,1071.0
2022-05,MA,3729.0
2022-05,MD,2058.0
2022-05,ME,613.0
2022-05,MI,4246.0
2022-05,MN,1916.0
2022-05,MO,1387.0
2022-05,MP,0.0
2022-05,MS,298.0
2022-05,MT,344.0
2022-05,NC,2515.0
2022-05,ND,176.0
2022-05,NE,334.0
2022-05,NH,613.0
2022-05,NJ,3917.0
2022-05,NM,393.0
2022-05,NV,849.0
2022-05,NY,11350.0
2022-05,OH,3625.0
2022-05,OK,404.0
2022-05,OR,1267.0
2022-05,PA,4973.0
2022-05,PR,1203.0
2022-05,RI,347.0
2022-05,Region 1,7464.0
2022-05,Region 10,4015.0
2022-05,Region 2,16523.0
2022-05,Region 3,10875.0
2022-05,Region 4,18137.0
2022-05,Region 5,18169.0
2022-05,Region 6,6856.0
2022-05,Region 7,3024.0
2022-05,Region 8,2848.0
2022-05,Region 9,12132.0
2022-05,SC,998.0
2022-05,SD,146.0
2022-05,TN,1077.0
2022-05,TX,4545.0
2022-05,USA,100043.0
2022-05,UT,653.0
2022-05,VA,2211.0
2022-05,VI,53.0
2022-05,VT,324.0
2022-05,WA,2235.0
2022-05,WI,1938.0
2022-05,WV,680.0
2022-05,WY,102.0
2022-06,AK,352.0
2022-06,AL,1846.0
2022-06,AR,927.0
2022-06,AS,18.0
2022-06,AZ,3009.0
2022-06,CA,15152.0
2022-06,CO,2489.0
2022-06,CT,1503.0
2022-06,DC,461.0
2022-06,DE,485.0
2022-06,FL,17518.0
2022-06,GA,3570.0
2022-06,GU,43.0
2022-06,HI,1066.0
2022-06,IA,979.0
2022-06,ID,662.0
2022-06,IL,5473.0
2022-06,IN,2365.0
2022-06,KS,826.0
2022-06,KY,1924.0
2022-06,LA,2257.0
2022-06,MA,2665.0
2022-06,MD,2102.0
2022-06,ME,369.0
2022-06,MI,3345.0
2022-06,MN,1879.0
2022-06,MO,2692.0
2022-06,MP,8.0
2022-06,MS,989.0
2022-06,MT,700.0
2022-06,NC,3390.0
2022-06,ND,265.0
2022-06,NE,652.0
2022-06,NH,453.0
2022-06,NJ,3954.0
2022-06,NM,841.0
2022-06,NV,1696.0
2022-06,NY,8263.0
2022-06,OH,4377.0
2022-06,OK,1014.0
2022-06,OR,1725.0
2022-06,PA,4804.0
2022-06,PR,1144.0
2022-06,RI,200.0
2022-06,Region 1,5373.0
2022-06,Region 10,5379.0
2022-06,Region 2,13384.0
2022-06,Region 3,11797.0
2022-06,Region 4,33110.0
2022-06,Region 5,19456.0
2022-06,Region 6,15257.0
2022-06,Region 7,5149.0
2022-06,Region 8,5151.0
2022-06,Region 9,20992.0
2022-06,SC,1761.0
2022-06,SD,311.0
2022-06,TN,2112.0
2022-06,TX,10218.0
2022-06,USA,135048.0
2022-06,UT,1191.0
2022-06,VA,2988.0
2022-06,VI,23.0
2022-06,VT,183.0
2022-06,WA,2640.0
2022-06,WI,2017.0
2022-06,WV,957.0
2022-06,WY,195.0
2022-07,AK,439.0
2022-07,AL,3423.0
2022-07,AR,1923.0
2022-07,AS,88.0
2022-07,AZ,3597.0
2022-07,CA,21463.0
2022-07,CO,2656.0
2022-07,CT,1760.0
2022-07,DC,602.0
2022-07,DE,570.0
2022-07,FL,22415.0
2022-07,GA,6395.0
2022-07,GU,90.0
2022-07,HI,966.0
2022-07,IA,1391.0
2022-07,ID,1025.0
2022-07,IL,6916.0
2022-07,IN,3423.0
2022-07,KS,1533.0
2022-07,KY,3111.0
2022-07,LA,3789.0
2022-07,MA,2950.0
2022-07,MD,2583.0
2022-07,ME,373.0
2022-07,MI,3859.0
2022-07,MN,2041.0
2022-07,MO,3896.0
2022-07,MP,7.0
2022-07,MS,1847.0
2022-07,MT,830.0
2022-07,NC,4697.0
2022-07,ND,350.0
2022-07,NE,855.0
2022-07,NH,442.0
2022-07,NJ,4846.0
2022-07,NM,949.0
2022-07,NV,1899.0
2022-07,NY,10917.0
2022-07,OH,6390.0
2022-07,OK,2119.0
2022-07,OR,2153.0
2022-07,PA,5661.0
2022-07,PR,1041.0
2022-07,RI,221.0
2022-07,Region 1,5903.0
2022-07,Region 10,6985.0
2022-07,Region 2,16841.0
2022-07,Region 3,14525.0
2022-07,Region 4,47973.0
2022-07,Region 5,25120.0
2022-07,Region 6,26959.0
2022-07,Region 7,7675.0
2022-07,Region 8,6197.0
2022-07,Region 9,28110.0
2022-07,SC,2756.0
2022-07,SD,434.0
2022-07,TN,3329.0
2022-07,TX,18179.0
2022-07,USA,186288.0
2022-07,UT,1624.0
2022-07,VA,3635.0
2022-07,VI,37.0
2022-07,VT,157.0
2022-07,WA,3368.0
2022-07,WI,2491.0
2022-07,WV,1474.0
2022-07,WY,303.0
2022-08,AK,419.0
2022-08,AL,3220.0
2022-08,AR,1703.0
2022-08,AS,3.0
2022-08,AZ,2659.0
2022-08,CA,17701.0
2022-08,CO,1823.0
2022-08,CT,1919.0
2022-08,DC,620.0
2022-08,DE,646.0
2022-08,FL,18755.0
2022-08,GA,6624.0
2022-08,GU,99.0
2022-08,HI,841.0
2022-08,IA,1667.0
2022-08,ID,734.0
2022-08,IL,6801.0
2022-08,IN,4057.0
2022-08,KS,1304.0
2022-08,KY,3529.0
2022-08,LA,3089.0
2022-08,MA,2916.0
2022-08,MD,2568.0
2022-08,ME,485.0
2022-08,MI,4824.0
2022-08,MN,2439.0
2022-08,MO,3414.0
2022-08,MS,1345.0
2022-08,MT,709.0
2022-08,NC,4954.0
2022-08,ND,411.0
2022-08,NE,936.0
2022-08,NH,507.0
2022-08,NJ,4754.0
2022-08,NM,786.0
2022-08,NV,886.0
2022-08,NY,10161.0
2022-08,OH,7227.0
2022-08,OK,2127.0
2022-08,OR,1598.0
2022-08,PA,6276.0
2022-08,PR,1032.0
2022-08,RI,388.0
2022-08,Region 1,6397.0
2022-08,Region 10,5230.0
2022-08,Region 2,15976.0
2022-08,Region 3,15726.0
2022-08,Region 4,44985.0
2022-08,Region 5,28090.0
2022-08,Region 6,22691.0
2022-08,Region 7,7321.0
2022-08,Region 8,4947.0
2022-08,Region 9,22189.0
2022-08,SC,3056.0
2022-08,SD,601.0
2022-08,TN,3502.0
2022-08,TX,14986.0
2022-08,USA,173552.0
2022-08,UT,1172.0
2022-08,VA,3999.0
2022-08,VI,29.0
2022-08,VT,182.0
2022-08,WA,2479.0
2022-08,WI,2742.0
2022-08,WV,1617.0
2022-08,WY,231.0
2022-09,AK,226.0
2022-09,AL,1879.0
2022-09,AR,1241.0
2022-09,AS,2.0
2022-09,AZ,1412.0
2022-09,CA,11690.0
2022-09,CO,1266.0
2022-09,CT,1825.0
2022-09,DC,403.0
2022-09,DE,479.0
2022-09,FL,10383.0
2022-09,GA,3561.0
2022-09,GU,42.0
2022-09,HI,560.0
2022-09,IA,1186.0
2022-09,ID,553.0
2022-09,IL,5088.0
2022-09,IN,2238.0
2022-09,KS,974.0
2022-09,KY,2395.0
2022-09,LA,1928.0
2022-09,MA,3011.0
2022-09,MD,2027.0
2022-09,ME,510.0
2022-09,MI,4517.0
2022-09,MN,1935.0
2022-09,MO,2891.0
2022-09,MP,0.0
2022-09,MS,774.0
2022-09,MT,547.0
2022-09,NC,3883.0
2022-09,ND,292.0
2022-09,NE,591.0
2022-09,NH,458.0
2022-09,NJ,3867.0
2022-09,NM,484.0
2022-09,NV,534.0
2022-09,NY,8811.0
2022-09,OH,5804.0
2022-09,OK,1532.0
2022-09,OR,1174.0
2022-09,PA,5359.0
2022-09,PR,678.0
2022-09,RI,335.0
2022-09,Region 1,6341.0
2022-09,Region 10,3831.0
2022-09,Region 2,13386.0
2022-09,Region 3,12355.0
2022-09,Region 4,26925.0
2022-09,Region 5,21726.0
2022-09,Region 6,15049.0
2022-09,Region 7,5642.0
2022-09,Region 8,3373.0
2022-09,Region 9,14240.0
2022-09,SC,1690.0
2022-09,SD,412.0
2022-09,TN,2360.0
2022-09,TX,9864.0
2022-09,USA,122868.0
2022-09,UT,715.0
2022-09,VA,2917.0
2022-09,VI,30.0
2022-09,VT,202.0
2022-09,WA,1878.0
2022-09,WI,2144.0
2022-09,WV,1170.0
2022-09,WY,141.0
2022-10,AK,133.0
2022-10,AL,1100.0
2022-10,AR,642.0
2022-10,AS,0.0
2022-10,AZ,1374.0
2022-10,CA,8350.0
2022-10,CO,1321.0
2022-10,CT,2132.0
2022-10,DC,322.0
2022-10,DE,402.0
2022-10,FL,5818.0
2022-10,GA,2179.0
2022-10,GU,17.0
2022-10,HI,516.0
2022-10,IA,855.0
2022-10,ID,487.0
2022-10,IL,4638.0
2022-10,IN,1792.0
2022-10,KS,844.0
2022-10,KY,1422.0
2022-10,LA,1206.0
2022-10,MA,3620.0
2022-10,MD,1778.0
2022-10,ME,625.0
2022-10,MI,4448.0
2022-10,MN,2040.0
2022-10,MO,2308.0
2022-10,MS,370.0
2022-10,MT,459.0
2022-10,NC,2607.0
2022-10,ND,275.0
2022-10,NE,467.0
2022-10,NH,609.0
2022-10,NJ,4943.0
2022-10,NM,544.0
2022-10,NV,632.0
2022-10,NY,11069.0
2022-10,OH,4948.0
2022-10,OK,906.0
2022-10,OR,1055.0
2022-10,PA,5646.0
2022-10,PR,462.0
2022-10,RI,390.0
2022-10,Region 1,7621.0
2022-10,Region 10,3104.0
2022-10,Region 2,16483.0
2022-10,Region 3,11151.0
2022-10,Region 4,15996.0
2022-10,Region 5,20222.0
2022-10,Region 6,8569.0
2022-10,Region 7,4474.0
2022-10,Region 8,3163.0
2022-10,Region 9,10889.0
2022-10,SC,1071.0
2022-10,SD,307.0
2022-10,TN,1429.0
2022-10,TX,5271.0
2022-10,USA,101672.0
2022-10,UT,650.0
2022-10,VA,2273.0
2022-10,VI,9.0
2022-10,VT,245.0
2022-10,WA,1429.0
2022-10,WI,2356.0
2022-10,WV,730.0
2022-10,WY,151.0
2022-11,AK,154.0
2022-11,AL,1135.0
2022-11,AR,664.0
2022-11,AS,3.0
2022-11,AZ,3745.0
2022-11,CA,12694.0
2022-11,CO,2989.0
2022-11,CT,1920.0
2022-11,DC,380.0
2022-11,DE,366.0
2022-11,FL,5593.0
2022-11,GA,2247.0
2022-11,GU,23.0
2022-11,HI,436.0
2022-11,IA,949.0
2022-11,ID,531.0
2022-11,IL,5547.0
2022-11,IN,2310.0
2022-11,KS,987.0
2022-11,KY,1585.0
2022-11,LA,1257.0
2022-11,MA,2799.0
2022-11,MD,1857.0
2022-11,ME,361.0
2022-11,MI,3756.0
2022-11,MN,2140.0
2022-11,MO,2486.0
2022-11,MS,394.0
2022-11,MT,435.0
2022-11,NC,2192.0
2022-11,ND,318.0
2022-11,NE,752.0
2022-11,NH,427.0
2022-11,NJ,4826.0
2022-11,NM,876.0
2022-11,NV,1019.0
2022-11,NY,10879.0
2022-11,OH,5453.0
2022-11,OK,952.0
2022-11,OR,1231.0
2022-11,PA,5283.0
2022-11,PR,533.0
2022-11,RI,306.0
2022-11,Region 1,5980.0
2022-11,Region 10,3424.0
2022-11,Region 2,16241.0
2022-11,Region 3,10690.0
2022-11,Region 4,15806.0
2022-11,Region 5,21362.0
2022-11,Region 6,9440.0
2022-11,Region 7,5174.0
2022-11,Region 8,5361.0
2022-11,Region 9,17920.0
2022-11,SC,1039.0
2022-11,SD,392.0
2022-11,TN,1621.0
2022-11,TX,5691.0
2022-11,USA,111398.0
2022-11,UT,1024.0
2022-11,VA,2216.0
2022-11,VI,3.0
2022-11,VT,167.0
2022-11,WA,1508.0
2022-11,WI,2156.0
2022-11,WV,588.0
2022-11,WY,203.0
2022-12,AK,167.0
2022-12,AL,2301.0
2022-12,AR,1368.0
2022-12,AS,0.0
2022-12,AZ,4360.0
2022-12,CA,22098.0
2022-12,CO,2695.0
2022-12,CT,2806.0
2022-12,DC,637.0
2022-12,DE,534.0
2022-12,FL,10074.0
2022-12,GA,4391.0
2022-12,GU,45.0
2022-12,HI,520.0
2022-12,IA,1354.0
2022-12,ID,673.0
2022-12,IL,8280.0
2022-12,IN,3816.0
2022-12,KS,1436.0
2022-12,KY,2072.0
2022-12,LA,1855.0
2022-12,MA,4598.0
2022-12,MD,2889.0
2022-12,ME,385.0
2022-12,MI,4918.0
2022-12,MN,2463.0
2022-12,MO,3801.0
2022-12,MS,1182.0
2022-12,MT,488.0
2022-12,NC,4389.0
2022-12,ND,303.0
2022-12,NE,975.0
2022-12,NH,573.0
2022-12,NJ,6568.0
2022-12,NM,811.0
2022-12,NV,1372.0
2022-12,NY,14864.0
2022-12,OH,7870.0
2022-12,OK,1801.0
2022-12,OR,1551.0
2022-12,PA,6372.0
2022-12,PR,774.0
2022-12,RI,447.0
2022-12,Region 1,9024.0
2022-12,Region 10,4384.0
2022-12,Region 2,22216.0
2022-12,Region 3,15382.0
2022-12,Region 4,29620.0
2022-12,Region 5,30091.0
2022-12,Region 6,17981.0
2022-12,Region 7,7566.0
2022-12,Region 8,5241.0
2022-12,Region 9,28395.0
2022-12,SC,2311.0
2022-12,SD,351.0
2022-12,TN,2900.0
2022-12,TX,12146.0
2022-12,USA,169900.0
2022-12,UT,1248.0
2022-12,VA,3906.0
2022-12,VI,10.0
2022-12,VT,215.0
2022-12,WA,1993.0
2022-12,WI,2744.0
2022-12,WV,1044.0
2022-12,WY,156.0
2023-01,AK,186.0
2023-01,AL,2498.0
2023-01,AR,1407.0
2023-01,AS,0.0
2023-01,AZ,2233.0
2023-01,CA,15869.0
2023-01,CO,1421.0
2023-01,CT,2994.0
2023-01,DC,661.0
2023-01,DE,589.0
2023-01,FL,12900.0
2023-01,GA,5102.0
2023-01,GU,47.0
2023-01,HI,527.0
2023-01,IA,979.0
2023-01,ID,449.0
2023-01,IL,6071.0
2023-01,IN,2488.0
2023-01,KS,947.0
2023-01,KY,1992.0
2023-01,LA,2471.0
2023-01,MA,4902.0
2023-01,MD,2884.0
2023-01,ME,402.0
2023-01,MI,3561.0
2023-01,MN,1910.0
2023-01,MO,2837.0
2023-01,MS,1382.0
2023-01,MT,346.0
2023-01,NC,5290.0
2023-01,ND,230.0
2023-01,NE,573.0
2023-01,NH,557.0
2023-01,NJ,6565.0
2023-01,NM,485.0
2023-01,NV,907.0
2023-01,NY,13021.0
2023-01,OH,5351.0
2023-01,OK,1787.0
2023-01,OR,1147.0
2023-01,PA,6089.0
2023-01,PR,740.0
2023-01,RI,517.0
2023-01,Region 1,9560.0
2023-01,Region 10,3639.0
2023-01,Region 2,20354.0
2023-01,Region 3,15531.0
2023-01,Region 4,34508.0
2023-01,Region 5,21659.0
2023-01,Region 6,19693.0
2023-01,Region 7,5336.0
2023-01,Region 8,3127.0
2023-01,Region 9,19583.0
2023-01,SC,2608.0
2023-01,SD,265.0
2023-01,TN,2736.0
2023-01,TX,13543.0
2023-01,USA,152990.0
2023-01,UT,765.0
2023-01,VA,4202.0
2023-01,VI,28.0
2023-01,VT,188.0
2023-01,WA,1857.0
2023-01,WI,2278.0
2023-01,WV,1106.0
2023-01,WY,100.0
2023-02,AK,169.0
2023-02,AL,1769.0
2023-02,AR,686.0
2023-02,AS,0.0
2023-02,AZ,1558.0
2023-02,CA,11964.0
2023-02,CO,1287.0
2023-02,CT,1615.0
2023-02,DC,337.0
2023-02,DE,400.0
2023-02,FL,7460.0
2023-02,GA,3212.0
2023-02,GU,19.0
2023-02,HI,389.0
2023-02,IA,736.0
2023-02,ID,423.0
2023-02,IL,4147.0
2023-02,IN,1745.0
2023-02,KS,895.0
2023-02,KY,1601.0
2023-02,LA,1649.0
2023-02,MA,2765.0
2023-02,MD,1602.0
2023-02,ME,454.0
2023-02,MI,2607.0
2023-02,MN,1493.0
2023-02,MO,1944.0
2023-02,MS,686.0
2023-02,MT,443.0
2023-02,NC,2972.0
2023-02,ND,283.0
2023-02,NE,515.0
2023-02,NH,355.0
2023-02,NJ,3872.0
2023-02,NM,353.0
2023-02,NV,603.0
2023-02,NY,7521.0
2023-02,OH,3865.0
2023-02,OK,1206.0
2023-02,OR,949.0
2023-02,PA,4686.0
2023-02,PR,385.0
2023-02,RI,325.0
2023-02,Region 1,5685.0
2023-02,Region 10,3120.0
2023-02,Region 2,11791.0
2023-02,Region 3,10112.0
2023-02,Region 4,20913.0
2023-02,Region 5,15796.0
2023-02,Region 6,11846.0
2023-02,Region 7,4090.0
2023-02,Region 8,3116.0
2023-02,Region 9,14533.0
2023-02,SC,1244.0
2023-02,SD,372.0
2023-02,TN,1969.0
2023-02,TX,7952.0
2023-02,USA,101002.0
2023-02,UT,631.0
2023-02,VA,2282.0
2023-02,VI,13.0
2023-02,VT,171.0
2023-02,WA,1579.0
2023-02,WI,1939.0
2023-02,WV,805.0
2023-02,WY,100.0
2023-03,AK,164.0
2023-03,AL,1084.0
2023-03,AR,548.0
2023-03,AS,0.0
2023-03,AZ,1721.0
2023-03,CA,10192.0
2023-03,CO,1344.0
2023-03,CT,995.0
2023-03,DC,225.0
2023-03,DE,302.0
2023-03,FL,5982.0
2023-03,GA,1877.0
2023-03,GU,7.0
2023-03,HI,464.0
2023-03,IA,1008.0
2023-03,ID,468.0
2023-03,IL,4289.0
2023-03,IN,1505.0
2023-03,KS,842.0
2023-03,KY,1005.0
2023-03,LA,1010.0
2023-03,MA,2053.0
2023-03,MD,1027.0
2023-03,ME,453.0
2023-03,MI,3007.0
2023-03,MN,1303.0
2023-03,MO,1913.0
2023-03,MS,358.0
2023-03,MT,425.0
2023-03,NC,1899.0
2023-03,ND,210.0
2023-03,NE,693.0
2023-03,NH,282.0
2023-03,NJ,2196.0
2023-03,NM,468.0
2023-03,NV,651.0
2023-03,NY,5103.0
2023-03,OH,4131.0
2023-03,OK,1020.0
2023-03,OR,929.0
2023-03,PA,3502.0
2023-03,PR,285.0
2023-03,RI,193.0
2023-03,Region 1,4110.0
2023-03,Region 10,3055.0
2023-03,Region 2,7593.0
2023-03,Region 3,7041.0
2023-03,Region 4,14242.0
2023-03,Region 5,15964.0
2023-03,Region 6,9504.0
2023-03,Region 7,4456.0
2023-03,Region 8,3077.0
2023-03,Region 9,13035.0
2023-03,SC,762.0
2023-03,SD,308.0
2023-03,TN,1275.0
2023-03,TX,6458.0
2023-03,USA,82077.0
2023-03,UT,703.0
2023-03,VA,1372.0
2023-03,VI,9.0
2023-03,VT,134.0
2023-03,WA,1494.0
2023-03,WI,1729.0
2023-03,WV,613.0
2023-03,WY,87.0
2023-04,AK,116.0
2023-04,AL,796.0
2023-04,AR,424.0
2023-04,AS,0.0
2023-04,AZ,1387.0
2023-04,CA,7137.0
2023-04,CO,904.0
2023-04,CT,595.0
2023-04,DC,125.0
2023-04,DE,197.0
2023-04,FL,4441.0
2023-04,GA,1129.0
2023-04,GU,24.0
2023-04,HI,469.0
2023-04,IA,587.0
2023-04,ID,310.0
2023-04,IL,2659.0
2023-04,IN,918.0
2023-04,KS,417.0
