Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
interpolation,mid_month,2021-04-15,4285,1387,686,California,38
interpolation,month_end,2021-04-30,2496,877,381,California,39
17,from wave,2021-05-03,2332,969,528,California,40
interpolation,mid_month,2021-05-15,1776,657,228,California,41
interpolation,month_end,2021-05-31,1249,514,281,California,42
gap17_18,from wave,2021-06-08,1211,727,449,California,43
interpolation,mid_month,2021-06-15,1008,464,15,California,44
interpolation,month_end,2021-06-30,938,452,283,California,45
18,mid_month,2021-07-15,971,430,223,California,46
interpolation,month_end,2021-07-31,847,342,193,California,47
interpolation,mid_month,2021-08-15,586,240,-126,California,48
gap18_19,from wave,2021-08-25,1022,839,524,California,49
interpolation,month_end,2021-08-31,1386,1106,610,California,50
interpolation,mid_month,2021-09-15,2882,1631,948,California,51
19,from wave,2021-09-28,3234,1602,763,California,52
interpolation,month_end,2021-09-30,3436,1483,740,California,53
interpolation,mid_month,2021-10-15,3151,1357,634,California,54
interpolation,month_end,2021-10-31,2963,1559,599,California,55
gap19_20,from wave,2021-11-02,3078,1470,659,California,56
interpolation,mid_month,2021-11-15,2749,1172,594,California,57
interpolation,month_end,2021-11-30,2442,1142,512,California,58
20,from wave,2021-12-02,2469,1170,477,California,59
interpolation,mid_month,2021-12-15,2303,936,466,California,60
gap20_21,from wave,2021-12-21,2104,910,451,California,61
interpolation,month_end,2021-12-31,1956,844,385,California,62
interpolation,mid_month,2022-01-15,2139,1126,631,California,63
21,from wave,2022-01-25,2671,1607,867,California,64
interpolation,month_end,2022-01-31,3301,2055,1202,California,65
interpolation,mid_month,2022-02-15,5242,2891,1579,California,66
interpolation,month_end,2022-02-28,5343,2461,1022,California,67
gap21_22,from wave,2022-03-01,5682,2504,1414,California,68
interpolation,mid_month,2022-03-15,5014,2074,936,California,69
interpolation,month_end,2022-03-31,3357,1096,481,California,70
22,from wave,2022-04-09,2416,724,341,California,71
interpolation,mid_month,2022-04-15,1908,599,308,California,72
interpolation,month_end,2022-04-30,1438,660,315,California,73
interpolation,mid_month,2022-05-15,1337,567,283,California,74
interpolation,month_end,2022-05-31,1098,512,254,California,75
gap22_23,from wave,2022-06-07,1019,459,205,California,76
interpolation,mid_month,2022-06-15,1011,411,217,California,77
interpolation,month_end,2022-06-30,924,414,227,California,78
23,from wave,2022-07-06,973,483,268,California,79
interpolation,mid_month,2022-07-15,1012,556,275,California,80
interpolation,month_end,2022-07-31,1242,588,282,California,81
gap23_24,from wave,2022-08-10,1295,605,315,California,82
interpolation,mid_month,2022-08-15,1215,628,303,California,83
interpolation,month_end,2022-08-31,1373,624,274,California,84
24,from wave,2022-09-11,1330,499,338,California,85
interpolation,mid_month,2022-09-15,1268,530,326,California,86
interpolation,month_end,2022-09-30,1159,486,240,California,87
gap24_25,from wave,2022-10-05,1098,470,231,California,88
interpolation,mid_month,2022-10-15,1022,472,220,California,89
interpolation,month_end,2022-10-31,927,455,200,California,90
25,from wave,2022-11-09,796,286,117,California,91
interpolation,mid_month,2022-11-15,703,250,135,California,92
interpolation,month_end,2022-11-30,626,369,201,California,93
interpolation,mid_month,2022-12-15,778,389,236,California,94
gap25_26,from wave,2022-12-21,759,394,157,California,95
interpolation,month_end,2022-12-31,520,0,0,California,96
interpolation,mid_month,2023-01-15,20,0,0,California,97
26,from wave,2023-01-17,0,0,0,California,98
interpolation,month_end,2023-01-31,0,0,0,California,99
interpolation,mid_month,2023-02-15,0,0,0,California,100
interpolation,month_end,2023-02-28,0,0,0,California,101
interpolation,mid_month,2023-03-15,0,0,0,California,102
interpolation,month_end,2023-03-31,0,0,0,California,103
gap26_27,from wave,2023-04-04,0,0,0,California,104
interpolation,mid_month,2023-04-15,0,0,0,California,105
interpolation,month_end,2023-04-30,0,0,0,California,106
27,from wave,2023-05-05,0,0,0,California,107
interpolation,mid_month,2023-05-15,0,0,0,California,108
interpolation,month_end,2023-05-31,0,0,0,California,109
interpolation,month_end,2020-03-31,0,0,0,Colorado,0
interpolation,mid_month,2020-04-15,870,870,870,Colorado,1
1,month_end,2020-04-30,1239,342,159,Colorado,2
interpolation,mid_month,2020-05-15,576,195,96,Colorado,3
2,from wave,2020-05-21,504,197,105,Colorado,4
interpolation,month_end,2020-05-31,357,121,51,Colorado,5
3,from wave,2020-06-01,345,117,52,Colorado,6
gap3_5,from wave,2020-06-11,277,73,32,Colorado,7
interpolation,mid_month,2020-06-15,200,61,20,Colorado,8
5,from wave,2020-06-28,116,43,21,Colorado,9
interpolation,month_end,2020-06-30,112,43,21,Colorado,10
gap5_7,from wave,2020-07-09,107,62,35,Colorado,11
interpolation,mid_month,2020-07-15,122,71,37,Colorado,12
7,from wave,2020-07-26,142,76,33,Colorado,13
interpolation,month_end,2020-07-31,140,57,20,Colorado,14
gap7_9,from wave,2020-08-06,126,34,14,Colorado,15
interpolation,mid_month,2020-08-15,101,34,18,Colorado,16
9,from wave,2020-08-26,95,51,35,Colorado,17
interpolation,month_end,2020-08-31,96,58,32,Colorado,18
gap9_10,from wave,2020-09-03,106,62,26,Colorado,19
interpolation,mid_month,2020-09-15,116,54,27,Colorado,20
10,month_end,2020-09-30,129,70,39,Colorado,21
interpolation,mid_month,2020-10-15,161,85,42,Colorado,22
11,from wave,2020-10-23,296,202,156,Colorado,23
interpolation,month_end,2020-10-31,486,371,210,Colorado,24
12,from wave,2020-11-14,1022,621,357,Colorado,25
interpolation,mid_month,2020-11-15,1037,624,355,Colorado,26
13,month_end,2020-11-30,1581,891,474,Colorado,27
gap13_14,mid_month,2020-12-15,1755,727,296,Colorado,28
interpolation,month_end,2020-12-31,1139,337,155,Colorado,29
14,from wave,2021-01-12,731,290,138,Colorado,30
interpolation,mid_month,2021-01-15,684,294,144,Colorado,31
interpolation,month_end,2021-01-31,473,153,70,Colorado,32
gap14_16,from wave,2021-02-04,424,135,59,Colorado,33
interpolation,mid_month,2021-02-15,260,99,40,Colorado,34
16,month_end,2021-02-28,197,81,36,Colorado,35
interpolation,mid_month,2021-03-15,149,64,35,Colorado,36
gap16_17,month_end,2021-03-31,126,54,30,Colorado,37
interpolation,mid_month,2021-04-15,175,106,56,Colorado,38
interpolation,month_end,2021-04-30,271,150,72,Colorado,39
17,from wave,2021-05-03,269,143,62,Colorado,40
interpolation,mid_month,2021-05-15,295,130,68,Colorado,41
interpolation,month_end,2021-05-31,236,94,44,Colorado,42
gap17_18,from wave,2021-06-08,220,87,45,Colorado,43
interpolation,mid_month,2021-06-15,185,75,30,Colorado,44
interpolation,month_end,2021-06-30,166,77,43,Colorado,45
18,mid_month,2021-07-15,149,64,40,Colorado,46
interpolation,month_end,2021-07-31,165,92,51,Colorado,47
interpolation,mid_month,2021-08-15,240,138,78,Colorado,48
gap18_19,from wave,2021-08-25,309,167,77,Colorado,49
interpolation,month_end,2021-08-31,342,170,98,Colorado,50
interpolation,mid_month,2021-09-15,450,238,119,Colorado,51
19,from wave,2021-09-28,539,281,134,Colorado,52
interpolation,month_end,2021-09-30,564,288,152,Colorado,53
interpolation,mid_month,2021-10-15,657,336,167,Colorado,54
interpolation,month_end,2021-10-31,874,474,239,Colorado,55
gap19_20,from wave,2021-11-02,898,487,240,Colorado,56
interpolation,mid_month,2021-11-15,1077,546,274,Colorado,57
interpolation,month_end,2021-11-30,1102,470,225,Colorado,58
20,from wave,2021-12-02,1094,443,207,Colorado,59
interpolation,mid_month,2021-12-15,953,386,169,Colorado,60
gap20_21,from wave,2021-12-21,861,326,163,Colorado,61
interpolation,month_end,2021-12-31,788,361,201,Colorado,62
interpolation,mid_month,2022-01-15,1100,688,365,Colorado,63
21,from wave,2022-01-25,1263,592,273,Colorado,64
interpolation,month_end,2022-01-31,1211,488,219,Colorado,65
interpolation,mid_month,2022-02-15,774,230,89,Colorado,66
interpolation,month_end,2022-02-28,390,101,40,Colorado,67
gap21_22,from wave,2022-03-01,379,99,45,Colorado,68
interpolation,mid_month,2022-03-15,173,53,24,Colorado,69
interpolation,month_end,2022-03-31,88,29,15,Colorado,70
22,from wave,2022-04-09,66,23,11,Colorado,71
interpolation,mid_month,2022-04-15,64,29,18,Colorado,72
interpolation,month_end,2022-04-30,63,31,16,Colorado,73
interpolation,mid_month,2022-05-15,92,61,33,Colorado,74
interpolation,month_end,2022-05-31,142,73,38,Colorado,75
gap22_23,from wave,2022-06-07,180,104,66,Colorado,76
interpolation,mid_month,2022-06-15,213,118,61,Colorado,77
interpolation,month_end,2022-06-30,237,100,42,Colorado,78
23,from wave,2022-07-06,214,86,39,Colorado,79
interpolation,mid_month,2022-07-15,196,85,40,Colorado,80
interpolation,month_end,2022-07-31,160,54,20,Colorado,81
gap23_24,from wave,2022-08-10,137,39,19,Colorado,82
interpolation,mid_month,2022-08-15,98,38,13,Colorado,83
interpolation,month_end,2022-08-31,84,44,30,Colorado,84
24,from wave,2022-09-11,93,56,30,Colorado,85
interpolation,mid_month,2022-09-15,112,64,38,Colorado,86
interpolation,month_end,2022-09-30,145,71,44,Colorado,87
gap24_25,from wave,2022-10-05,142,66,31,Colorado,88
interpolation,mid_month,2022-10-15,135,49,32,Colorado,89
interpolation,month_end,2022-10-31,99,50,28,Colorado,90
25,from wave,2022-11-09,132,68,36,Colorado,91
interpolation,mid_month,2022-11-15,120,64,30,Colorado,92
interpolation,month_end,2022-11-30,194,105,51,Colorado,93
interpolation,mid_month,2022-12-15,258,134,61,Colorado,94
gap25_26,from wave,2022-12-21,247,105,33,Colorado,95
interpolation,month_end,2022-12-31,164,0,0,Colorado,96
interpolation,mid_month,2023-01-15,22,0,0,Colorado,97
26,from wave,2023-01-17,0,0,0,Colorado,98
interpolation,month_end,2023-01-31,0,0,0,Colorado,99
interpolation,mid_month,2023-02-15,0,0,0,Colorado,100
interpolation,month_end,2023-02-28,0,0,0,Colorado,101
interpolation,mid_month,2023-03-15,0,0,0,Colorado,102
interpolation,month_end,2023-03-31,0,0,0,Colorado,103
gap26_27,from wave,2023-04-04,0,0,0,Colorado,104
interpolation,mid_month,2023-04-15,0,0,0,Colorado,105
interpolation,month_end,2023-04-30,0,0,0,Colorado,106
27,from wave,2023-05-05,0,0,0,Colorado,107
interpolation,mid_month,2023-05-15,0,0,0,Colorado,108
interpolation,month_end,2023-05-31,0,0,0,Colorado,109
interpolation,month_end,2020-03-31,0,0,0,Connecticut,0
interpolation,mid_month,2020-04-15,671,671,671,Connecticut,1
1,month_end,2020-04-30,2169,1301,625,Connecticut,2
interpolation,mid_month,2020-05-15,2548,962,422,Connecticut,3
2,from wave,2020-05-21,2198,811,404,Connecticut,4
interpolation,month_end,2020-05-31,1655,573,237,Connecticut,5
3,from wave,2020-06-01,1605,536,251,Connecticut,6
gap3_5,from wave,2020-06-11,1112,317,131,Connecticut,7
interpolation,mid_month,2020-06-15,916,257,130,Connecticut,8
5,from wave,2020-06-28,485,125,60,Connecticut,9
interpolation,month_end,2020-06-30,408,116,57,Connecticut,10
gap5_7,from wave,2020-07-09,259,56,19,Connecticut,11
interpolation,mid_month,2020-07-15,171,50,34,Connecticut,12
7,from wave,2020-07-26,115,65,17,Connecticut,13
interpolation,month_end,2020-07-31,109,42,21,Connecticut,14
gap7_9,from wave,2020-08-06,99,31,12,Connecticut,15
interpolation,mid_month,2020-08-15,73,21,12,Connecticut,16
9,from wave,2020-08-26,50,19,7,Connecticut,17
interpolation,month_end,2020-08-31,33,12,5,Connecticut,18
gap9_10,from wave,2020-09-03,30,10,4,Connecticut,19
interpolation,mid_month,2020-09-15,32,20,17,Connecticut,20
10,month_end,2020-09-30,40,20,9,Connecticut,21
interpolation,mid_month,2020-10-15,52,29,15,Connecticut,22
11,from wave,2020-10-23,73,42,29,Connecticut,23
interpolation,month_end,2020-10-31,108,74,39,Connecticut,24
12,from wave,2020-11-14,200,121,66,Connecticut,25
interpolation,mid_month,2020-11-15,197,121,66,Connecticut,26
13,month_end,2020-11-30,345,224,133,Connecticut,27
gap13_14,mid_month,2020-12-15,707,424,220,Connecticut,28
interpolation,month_end,2020-12-31,944,458,228,Connecticut,29
14,from wave,2021-01-12,1053,512,248,Connecticut,30
interpolation,mid_month,2021-01-15,1087,558,266,Connecticut,31
interpolation,month_end,2021-01-31,1051,452,227,Connecticut,32
gap14_16,from wave,2021-02-04,989,431,181,Connecticut,33
interpolation,mid_month,2021-02-15,787,335,167,Connecticut,34
16,month_end,2021-02-28,602,241,99,Connecticut,35
interpolation,mid_month,2021-03-15,384,143,61,Connecticut,36
gap16_17,month_end,2021-03-31,263,86,40,Connecticut,37
interpolation,mid_month,2021-04-15,196,95,49,Connecticut,38
interpolation,month_end,2021-04-30,199,94,45,Connecticut,39
17,from wave,2021-05-03,193,102,50,Connecticut,40
interpolation,mid_month,2021-05-15,189,76,36,Connecticut,41
interpolation,month_end,2021-05-31,141,65,26,Connecticut,42
gap17_18,from wave,2021-06-08,116,34,15,Connecticut,43
interpolation,mid_month,2021-06-15,90,25,10,Connecticut,44
interpolation,month_end,2021-06-30,38,13,5,Connecticut,45
18,mid_month,2021-07-15,16,1,1,Connecticut,46
interpolation,month_end,2021-07-31,15,11,7,Connecticut,47
interpolation,mid_month,2021-08-15,25,14,11,Connecticut,48
gap18_19,from wave,2021-08-25,49,38,31,Connecticut,49
interpolation,month_end,2021-08-31,65,51,23,Connecticut,50
interpolation,mid_month,2021-09-15,139,88,51,Connecticut,51
19,from wave,2021-09-28,235,169,131,Connecticut,52
interpolation,month_end,2021-09-30,271,182,145,Connecticut,53
interpolation,mid_month,2021-10-15,261,78,40,Connecticut,54
interpolation,month_end,2021-10-31,135,46,25,Connecticut,55
gap19_20,from wave,2021-11-02,116,48,27,Connecticut,56
interpolation,mid_month,2021-11-15,91,45,19,Connecticut,57
interpolation,month_end,2021-11-30,100,38,11,Connecticut,58
20,from wave,2021-12-02,143,75,44,Connecticut,59
interpolation,mid_month,2021-12-15,191,95,55,Connecticut,60
gap20_21,from wave,2021-12-21,192,117,70,Connecticut,61
interpolation,month_end,2021-12-31,255,158,83,Connecticut,62
interpolation,mid_month,2022-01-15,554,396,179,Connecticut,63
21,from wave,2022-01-25,697,397,220,Connecticut,64
interpolation,month_end,2022-01-31,825,429,216,Connecticut,65
interpolation,mid_month,2022-02-15,704,250,101,Connecticut,66
interpolation,month_end,2022-02-28,480,205,108,Connecticut,67
gap21_22,from wave,2022-03-01,485,210,96,Connecticut,68
interpolation,mid_month,2022-03-15,395,185,113,Connecticut,69
interpolation,month_end,2022-03-31,309,102,39,Connecticut,70
22,from wave,2022-04-09,192,42,22,Connecticut,71
interpolation,mid_month,2022-04-15,134,30,14,Connecticut,72
interpolation,month_end,2022-04-30,71,37,16,Connecticut,73
interpolation,mid_month,2022-05-15,105,64,40,Connecticut,74
interpolation,month_end,2022-05-31,91,27,15,Connecticut,75
gap22_23,from wave,2022-06-07,97,45,30,Connecticut,76
interpolation,mid_month,2022-06-15,101,74,17,Connecticut,77
interpolation,month_end,2022-06-30,104,30,12,Connecticut,78
23,from wave,2022-07-06,72,13,0,Connecticut,79
interpolation,mid_month,2022-07-15,70,40,30,Connecticut,80
interpolation,month_end,2022-07-31,57,17,9,Connecticut,81
gap23_24,from wave,2022-08-10,104,60,30,Connecticut,82
interpolation,mid_month,2022-08-15,79,62,26,Connecticut,83
interpolation,month_end,2022-08-31,157,80,65,Connecticut,84
24,from wave,2022-09-11,135,102,30,Connecticut,85
interpolation,mid_month,2022-09-15,153,48,23,Connecticut,86
interpolation,month_end,2022-09-30,106,36,22,Connecticut,87
gap24_25,from wave,2022-10-05,116,42,24,Connecticut,88
interpolation,mid_month,2022-10-15,86,38,18,Connecticut,89
interpolation,month_end,2022-10-31,98,53,39,Connecticut,90
25,from wave,2022-11-09,93,30,0,Connecticut,91
interpolation,mid_month,2022-11-15,127,74,59,Connecticut,92
interpolation,month_end,2022-11-30,124,38,15,Connecticut,93
interpolation,mid_month,2022-12-15,122,72,56,Connecticut,94
gap25_26,from wave,2022-12-21,106,63,9,Connecticut,95
interpolation,month_end,2022-12-31,78,0,0,Connecticut,96
interpolation,mid_month,2023-01-15,6,0,0,Connecticut,97
26,from wave,2023-01-17,0,0,0,Connecticut,98
interpolation,month_end,2023-01-31,0,0,0,Connecticut,99
interpolation,mid_month,2023-02-15,0,0,0,Connecticut,100
interpolation,month_end,2023-02-28,0,0,0,Connecticut,101
interpolation,mid_month,2023-03-15,0,0,0,Connecticut,102
interpolation,month_end,2023-03-31,0,0,0,Connecticut,103
gap26_27,from wave,2023-04-04,0,0,0,Connecticut,104
interpolation,mid_month,2023-04-15,0,0,0,Connecticut,105
interpolation,month_end,2023-04-30,0,0,0,Connecticut,106
27,from wave,2023-05-05,0,0,0,Connecticut,107
interpolation,mid_month,2023-05-15,0,0,0,Connecticut,108
interpolation,month_end,2023-05-31,0,0,0,Connecticut,109
interpolation,month_end,2020-03-31,0,0,0,Delaware,0
interpolation,mid_month,2020-04-15,61,61,61,Delaware,1
1,month_end,2020-04-30,206,138,87,Delaware,2
interpolation,mid_month,2020-05-15,306,155,79,Delaware,3
2,from wave,2020-05-21,324,153,70,Delaware,4
interpolation,month_end,2020-05-31,282,106,53,Delaware,5
3,from wave,2020-06-01,273,99,48,Delaware,6
gap3_5,from wave,2020-06-11,205,58,28,Delaware,7
interpolation,mid_month,2020-06-15,163,44,17,Delaware,8
5,from wave,2020-06-28,79,22,10,Delaware,9
interpolation,month_end,2020-06-30,71,22,8,Delaware,10
gap5_7,from wave,2020-07-09,47,15,7,Delaware,11
interpolation,mid_month,2020-07-15,40,15,8,Delaware,12
7,from wave,2020-07-26,35,18,11,Delaware,13
interpolation,month_end,2020-07-31,31,16,7,Delaware,14
gap7_9,from wave,2020-08-06,34,16,9,Delaware,15
interpolation,mid_month,2020-08-15,27,10,2,Delaware,16
9,from wave,2020-08-26,19,6,3,Delaware,17
interpolation,month_end,2020-08-31,17,7,1,Delaware,18
gap9_10,from wave,2020-09-03,22,11,8,Delaware,19
interpolation,mid_month,2020-09-15,23,14,5,Delaware,20
10,month_end,2020-09-30,36,19,13,Delaware,21
interpolation,mid_month,2020-10-15,47,26,12,Delaware,22
11,from wave,2020-10-23,63,33,19,Delaware,23
interpolation,month_end,2020-10-31,79,48,26,Delaware,24
12,from wave,2020-11-14,87,34,16,Delaware,25
interpolation,mid_month,2020-11-15,84,31,14,Delaware,26
13,month_end,2020-11-30,86,48,27,Delaware,27
gap13_14,mid_month,2020-12-15,140,86,52,Delaware,28
interpolation,month_end,2020-12-31,235,129,66,Delaware,29
14,from wave,2021-01-12,259,105,61,Delaware,30
interpolation,mid_month,2021-01-15,265,117,66,Delaware,31
interpolation,month_end,2021-01-31,240,113,47,Delaware,32
gap14_16,from wave,2021-02-04,233,90,35,Delaware,33
interpolation,mid_month,2021-02-15,179,56,26,Delaware,34
16,month_end,2021-02-28,126,62,52,Delaware,35
interpolation,mid_month,2021-03-15,155,85,34,Delaware,36
gap16_17,month_end,2021-03-31,137,45,24,Delaware,37
interpolation,mid_month,2021-04-15,80,32,24,Delaware,38
interpolation,month_end,2021-04-30,65,29,20,Delaware,39
17,from wave,2021-05-03,61,24,10,Delaware,40
interpolation,mid_month,2021-05-15,60,26,22,Delaware,41
interpolation,month_end,2021-05-31,36,10,2,Delaware,42
gap17_18,from wave,2021-06-08,41,18,16,Delaware,43
interpolation,mid_month,2021-06-15,28,18,2,Delaware,44
interpolation,month_end,2021-06-30,33,15,3,Delaware,45
18,mid_month,2021-07-15,17,2,1,Delaware,46
interpolation,month_end,2021-07-31,136,133,132,Delaware,47
interpolation,mid_month,2021-08-15,142,5,3,Delaware,48
gap18_19,from wave,2021-08-25,159,21,17,Delaware,49
interpolation,month_end,2021-08-31,44,39,23,Delaware,50
interpolation,mid_month,2021-09-15,64,22,11,Delaware,51
19,from wave,2021-09-28,65,42,22,Delaware,52
interpolation,month_end,2021-09-30,76,42,24,Delaware,53
interpolation,mid_month,2021-10-15,103,51,28,Delaware,54
interpolation,month_end,2021-10-31,137,59,27,Delaware,55
gap19_20,from wave,2021-11-02,119,59,27,Delaware,56
interpolation,mid_month,2021-11-15,120,50,22,Delaware,57
interpolation,month_end,2021-11-30,82,32,14,Delaware,58
20,from wave,2021-12-02,88,36,15,Delaware,59
interpolation,mid_month,2021-12-15,84,47,22,Delaware,60
