Wave,End_Date,state,Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Total_N,new_ind
18,2021-07-15,DE,31.57346971092973,36.95877711678229,64.04704581486207,50.58073608496828,37.99018301510995,13.412284751972548,20.86628211079401,19.608064028452183,11.96452858148582,8.45637030004544,4.535844852940589,56.26713033027942,14.53142336083117,6.088034564549346,2.443328660573066,373.0,46
interpolation,2021-07-31,DE,30.98851365153718,36.693191964243006,63.63501206845791,47.79165130601874,37.82969525368938,13.275129993221887,20.936618065920232,19.18434480394438,12.682469787098213,9.334794881109547,5.25538007469001,54.719514789489786,15.026460866758196,6.568649179276802,2.6190102814261365,,47
interpolation,2021-08-15,DE,31.10492562647603,37.93578118306699,63.94470491560405,47.29037334811343,37.524507106987144,12.537744291737729,20.712208244564035,19.926246761381407,13.385198277224708,9.955909117507169,5.827343903253503,52.771480455499905,15.362008696098766,7.084614907925329,2.728898874322069,,48
gap18_19,2021-08-25,DE,31.511394993796298,39.49714320132671,64.49088678492168,48.030657247567895,37.239432923209776,11.74332943074718,20.422601005811135,20.990995071666717,13.853875846581031,10.257417448584832,6.148718907430316,51.24934104194156,15.512321949408198,7.458257124538999,2.773211353012943,,49
interpolation,2021-08-31,DE,31.727797954542698,40.34422267533321,64.76353899845134,48.55465100857573,37.04551728463288,11.282229319434965,20.281755500273434,21.621101688175067,14.050349095211484,10.374930994968214,6.292836141467406,50.486216985947024,15.55132966960689,7.664276057708349,2.7914974008665308,,50
interpolation,2021-09-15,DE,31.984697053494035,41.699266239965795,65.03052545584895,49.70681965796632,36.4963647477367,10.346783984620792,20.146987651220833,22.88050413662443,14.15653147850763,10.435276419621184,6.46089946426376,49.368746974551364,15.451902888745504,8.082432776006666,2.8135228673464256,,51
19,2021-09-28,DE,31.87904001143936,41.99234696798181,64.78276945283406,50.523000950489084,35.946057017902156,9.787172629120748,20.28134412802339,23.60698775135347,13.803666468685195,10.217824699922971,6.384422174255905,49.31355489104659,15.138150873540704,8.332872777187363,2.8052368946509603,392.0,52
interpolation,2021-09-30,DE,31.835727148281574,41.96480248976459,64.70516323263732,50.63353723145832,35.855264438763506,9.721774283329992,20.32271396615633,23.68867216675736,13.712712807118084,10.162138356694888,6.354348840922443,49.38033428971385,15.071124563086814,8.362174330554902,2.8017059721776443,,53
interpolation,2021-10-15,DE,31.280888238905305,41.14083142472957,63.787452328816414,51.334803729051735,35.122216357713285,9.407200215562566,20.80893444507992,24.045605778573844,12.718893081042847,9.55551680618933,5.973184271443454,50.52097893143448,14.40899469263082,8.503500721353058,2.756046715360187,,54
interpolation,2021-10-31,DE,30.24227339424359,39.06240066404316,62.15657462907102,51.834594617647056,34.23909115990701,9.41367204294576,21.669253688530336,23.928870847019645,11.053194719795318,8.541200490674404,5.264133025134133,52.9806198631916,13.393064357942958,8.50163860542332,2.670086061766246,,55
gap19_20,2021-11-02,DE,30.09361348816227,38.74768855030103,61.92714423753833,51.885490032019824,34.124678425838475,9.435697516226409,21.788513779100754,23.87570882577858,10.815292966391295,8.395362303103926,5.158543590000547,53.34213913322081,13.25439111055138,8.489234455746537,2.6576926082946186,,56
interpolation,2021-11-15,DE,29.396953141509766,37.2836282214055,60.891934117702746,52.32958685173469,33.450065345073156,9.595172947308564,22.269640679735108,23.25387970343056,9.498128182205479,7.552178879739431,4.516925862981068,54.99663853599554,12.584788609686802,8.312750124032725,2.5970683942868953,,57
interpolation,2021-11-30,DE,29.17385375695145,36.84693672591006,60.67980304893477,53.085986684957405,32.8204311241164,9.814311978035855,22.191419160001313,21.94132859611579,8.47197690524713,6.804922182289687,3.8729039347099095,55.40794370322604,12.311375031847591,7.902652353069704,2.5700504965564375,,58
20,2021-12-02,DE,29.191119415716937,36.8901128647392,60.73104184209552,53.20659079243287,32.748522815081785,9.846374285013702,22.12971698098812,21.71815058454788,8.37511922134484,6.723554638315274,3.794830561944834,55.34153937176901,12.3153316965672,7.831259059506941,2.569923648351182,373.0,59
interpolation,2021-12-15,DE,29.572975240568663,37.752326177556874,61.52018142276714,54.10379411731523,32.3501884970368,10.071089135127636,21.434589129328966,19.991217525075335,7.974740888920274,6.299430398325176,3.3320672403206624,54.21453536488312,12.572823624425332,7.27134529253426,2.5890323685748737,,60
gap20_21,2021-12-21,DE,29.90684567710469,38.49026462341541,62.15103541622817,54.58411121801619,32.20672109249055,10.184338673346405,20.941846733997224,19.03265630681596,7.923942755366348,6.164927860515236,3.144624428051898,53.287852247985384,12.827164469173173,6.956883867239804,2.6095050529119383,,61
interpolation,2021-12-31,DE,30.67346325780434,40.17326594035543,63.55978123575389,55.46589475881829,32.02947766253964,10.385465844735828,19.89024761642109,17.22726813429928,8.024224191852696,6.025305551378042,2.86879202337826,51.1982776021046,13.435217878169903,6.361470606935136,2.6596326047147616,,62
interpolation,2022-01-15,DE,31.569967494734733,42.136558741432836,65.37100116279603,56.19104029187705,32.258883857117524,10.648457559764944,18.50909792526337,15.306289595763658,8.398223820680817,5.918836952562494,2.532954011255678,48.50263010603704,14.373036716257657,5.796065807460601,2.7488099681670564,,63
21,2022-01-25,DE,31.82161316344412,42.68599428588801,66.10676592598436,56.089079309770575,32.82514372113462,10.78191394593778,17.893903866707852,14.85280257052207,8.746788285147963,5.893904795299615,2.359149588293193,47.4054003720481,14.919068983677905,5.755066914344289,2.8120005684748244,466.0,64
interpolation,2022-01-31,DE,31.83972741679998,42.724035904556075,66.3670861516389,55.80311244691476,33.3236154415155,10.845909150884397,17.642127234025597,14.898341843549462,8.994031813203637,5.896627513849723,2.2741005672014896,47.01581207279627,15.21628311226896,5.859467632183319,2.85135071413388,,65
interpolation,2022-02-15,DE,31.449023033741938,41.86226278433476,66.42352557867711,54.35060220455171,35.090580967683806,10.953139169204256,17.39770687911249,16.05441834668346,9.737172170355803,5.961453415078823,2.124588371722467,46.92367575653739,15.859551266702402,6.54375085301295,2.954437249369381,,66
interpolation,2022-02-28,DE,30.606601882752074,40.00966802062388,65.78562243479688,52.23943020713434,37.22374850616829,10.98510705862752,17.63078932248139,18.260704042053074,10.52570803376935,6.084680161752917,2.067938659574256,47.86283295927471,16.301763829738086,7.625921514711229,3.0492229331638976,,67
gap21_22,2022-03-01,DE,30.522422921688513,39.82463285702359,65.71013691165301,52.04425044628033,37.410984371275,10.985221327309286,17.665830795726183,18.476739585004076,10.591921595847891,6.096737769148702,2.0663858941756863,47.97426846244021,16.331346084427754,7.727977919597479,3.0567235249913125,,68
interpolation,2022-03-15,DE,29.24877476687743,37.168936500194434,64.60586020924386,49.16610382557348,39.77482265708617,10.917455416176095,18.16281018893501,21.411700411324514,11.428690425251634,6.240476357314063,2.105095723880329,49.53517991410137,16.618238609355465,9.059867238207406,3.1520540086347126,,69
interpolation,2022-03-31,DE,27.77432860769898,34.56662182737825,63.58960267331624,45.89551728766576,41.27361104693572,10.646722118198243,18.491157612212362,23.764480124852703,12.002447576803679,6.282691756404218,2.3061702727997733,50.72454635040894,16.59352612973633,9.975434709045283,3.225860390417333,,70
22,2022-04-09,DE,26.939027001347444,33.31420182833844,63.13835379573612,44.06973946062966,41.54389679819881,10.403322736863169,18.559802496550507,24.60681180259969,12.14328265636198,6.248274950814684,2.4930644297124935,51.10614168615909,16.413444978976873,10.200460338387872,3.2507125669606,417.0,71
interpolation,2022-04-15,DE,26.379789007054292,32.563807964079615,62.88567960523439,42.85812508282039,41.49497421182995,10.204611722150773,18.559145536273792,24.975923489985963,12.164411382124953,6.202065226723897,2.647176423579187,51.24556926279005,16.2269187260811,10.234484995414778,3.2606151193723285,,72
interpolation,2022-04-30,DE,24.973398122782278,30.983758109619544,62.42254850991085,39.84858707904898,40.57077194066959,9.58027752365824,18.395032377824474,25.225153032893974,11.96256855106677,6.005112761888082,3.135762020649666,51.19174560582542,15.527950560478489,9.913573135776835,3.26204202190841,,73
interpolation,2022-05-15,DE,23.555155954882945,29.826472263998046,62.20020938734565,36.86690327635156,38.50100423345463,8.773719522720642,17.998818136864422,24.51216875357674,11.396919083629133,5.691834361896775,3.7719270640112113,50.56307537951507,14.496621632928504,9.012699130131457,3.230141098025577,,74
interpolation,2022-05-31,DE,22.112758004669075,29.051900987787707,62.170518401982804,33.855988647110436,35.33049196107681,7.823115378506891,17.394263242382344,22.90924730453283,10.497227745530822,5.289756484313297,4.561942049022367,49.409902325288,13.139831759544093,7.557522482860672,3.1764399543076465,,75
gap22_23,2022-06-07,DE,21.650901697638847,28.851578197337936,62.12328136460094,32.837219648051494,34.1567805279994,7.57182017957883,17.200304551220555,22.317092013169166,10.190955424816302,5.19754529261251,4.853919375324839,49.013554370599145,12.655149185277738,7.014719056506162,3.1764770115332834,,76
interpolation,2022-06-15,DE,21.276386407852556,28.723913197834523,62.02487827563171,31.94067733419016,33.07223872167351,7.443361742393712,17.05530747889262,21.79281883043611,9.940159536852239,5.174208536319375,5.130912755090858,48.690450080293395,12.218152457268522,6.511595944000989,3.1996216534968873,,77
interpolation,2022-06-30,DE,21.014966647324144,28.775707904528243,61.712671011568226,31.029485197399616,31.777145564594143,7.658868390813752,17.003864227723646,21.24817431264901,9.755202408513496,5.366338573800997,5.487277236842747,48.45799083817588,11.73494645752848,5.905258131909093,3.3094369433683397,,78
23,2022-07-06,DE,21.07138525727345,28.90276488626686,61.54114930738335,30.94616171199972,31.528793124813102,7.911743929851067,17.06379043070586,21.190416013300865,9.785410659673152,5.529340424726796,5.570293286734855,48.501365182134464,11.664436582342407,5.7858078505673145,3.37762046470794,381.0,79
interpolation,2022-07-15,DE,21.328498723083843,29.20728510786886,61.23389660979232,31.122412236738796,31.445212489838713,8.469635323767003,17.239933488875412,21.275313751171527,9.942356360514587,5.866146596758161,5.631035494278034,48.71252459893547,11.690213760323958,5.738509046584983,3.505885823922004,,80
interpolation,2022-07-31,DE,22.29665762789175,30.08623883218077,60.539609913886125,32.32829688172358,32.152766989727745,9.990562499202639,17.80864338101749,21.934495468550146,10.552136344534771,6.738404667458847,5.550038330517821,49.52080178691689,12.125793901211624,6.0451678188544244,3.8109207653534165,,81
gap23_24,2022-08-10,DE,23.227428305654453,30.85046434872087,60.01412567982293,33.65252996486248,33.14732701608127,11.278857597483453,18.330905500933458,22.673505043297215,11.146130663129485,7.457909453867409,5.3777795186898985,50.304776699317785,12.648744143640354,6.487713585418745,4.0499214603585765,,82
interpolation,2022-08-15,DE,23.675935452524246,31.2172525585941,59.804547018953855,34.316088697814955,33.733361335484275,11.91487612252247,18.65205143117731,23.080546469894685,11.46859200912373,7.809747663259015,5.2770107112631806,50.73349008706113,12.937901202513148,6.72868040430923,4.154469392737794,,83
interpolation,2022-08-31,DE,24.566349575325724,31.99501217713239,59.70896391378056,35.75523574449897,35.707495824792716,13.466855501094237,19.99894221718518,24.310780424872874,12.462369037157284,8.65374526134766,4.975537270878937,52.08489931757122,13.79822744379801,7.364982947786794,4.299677227778039,,84
24,2022-09-11,DE,24.696937267153483,32.17971921262255,60.1515701035379,36.13982925893686,37.15206723310891,14.10665641088236,21.207100678222076,25.092659461748596,13.111913702540582,8.984827694636422,4.786825062710704,52.99589595447019,14.332267285005464,7.6832950855327375,4.2321396741114965,423.0,85
interpolation,2022-09-15,DE,24.64713642426293,32.1761777907291,60.41520863204845,36.15749557122592,37.69501318904544,14.253011304748757,21.703435279337818,25.364068645426283,13.341308319974958,9.05488475817634,4.721950074305272,53.32351145696342,14.514860671772645,7.774975082916136,4.173768858584934,,86
interpolation,2022-09-30,DE,23.998268701081567,31.82703627969717,61.891634523898155,35.64336133710839,39.81488501832338,14.391917240251818,23.835460228848763,26.32052837026488,14.1692217825051,9.078500140766867,4.496470123331506,54.53470358260305,15.144472006298965,8.004443186386563,3.794272701124086,,87
gap24_25,2022-10-05,DE,23.61983399955032,31.5928097483246,62.55492785975512,35.268340134437096,40.55092106475496,14.294385914719179,24.6411422980987,26.61783083505223,14.433853865506803,9.00247768735523,4.4275561942513395,54.932340954760114,15.335004252597003,8.04081610273028,3.6114211401331935,,88
interpolation,2022-10-15,DE,22.67414912380814,30.99386787892729,64.05282938638014,34.26011580067709,42.01116524059886,13.911497727047417,26.32158426119948,27.15389610701278,14.930593717750755,8.753272674095257,4.297005946365802,55.688934035193974,15.675386633791033,8.067914347167552,3.1791162428676563,,89
interpolation,2022-10-31,DE,21.474105448866695,30.385450516176615,65.6109664346698,32.65812946996433,43.45431639147496,13.207444481380968,28.07248883378218,27.445324530438274,15.39654897527388,8.52619806456557,4.076142472241351,56.337862390323124,15.927617637798134,8.208098601601671,2.5784398145709204,,90
25,2022-11-09,DE,21.03872824039175,30.29228701943389,65.92348463390694,31.82417911219102,43.71064312382565,12.798060923773422,28.45521854933316,27.269022188803454,15.46073915307633,8.528387261541825,3.942721817603673,56.360933924361504,15.89626647987311,8.35810232855221,2.312959734766377,423.0,91
interpolation,2022-11-15,DE,20.84433571154697,30.32980652952722,65.90625654389473,31.295078988309864,43.6593492960526,12.519797109266998,28.469510050423107,27.015394962455584,15.424368743122917,8.581814192127347,3.8501007343348204,56.23953468076506,15.806073268851494,8.486564846718448,2.1649331793416295,,92
interpolation,2022-11-30,DE,20.69386069158648,30.77230508248688,65.07367887226806,30.06636241316063,42.75349062059601,11.805442523312697,27.662223054010457,25.905003734849576,15.056369201863346,8.897267649362538,3.6056890955429446,55.45730563976347,15.338066704546828,8.907331259497923,1.8962273663370783,,93
interpolation,2022-12-15,DE,21.01974424328541,31.708666860740532,63.121403668842305,28.971784691065213,40.744401597865014,11.066027081840302,25.658971737350047,24.11972994188507,14.295368442421324,9.470703393392782,3.343510676046405,53.996273148963255,14.526436119667418,9.468787163319197,1.7718333473964212,,94
gap25_26,2022-12-21,DE,21.215007146309848,32.12169966529698,62.217508486472354,28.56696383459484,39.81052143949501,10.801636941780634,24.717380781247954,23.346757784654372,13.94664567795141,9.729053131384125,3.2477293722639327,53.34067778665853,14.171755395900957,9.695201603539939,1.7510789054471005,,95
interpolation,2022-12-31,DE,21.502068634424532,32.68289822456964,60.890992348618965,27.9261551062446,38.40386961000957,10.468565179674172,23.313207533738414,22.213264524679545,13.425102893122979,10.120108473903493,3.1244508918266902,52.367369959718935,13.659260060307673,10.008617614923654,1.733197569773477,,96
interpolation,2023-01-15,DE,21.842715514426143,33.226595793975264,59.32303649987773,27.044378027235776,36.645021009057764,10.221094578685548,21.594006285897446,20.875822295833704,12.782621112649302,10.614048782683621,3.02474495054632,51.18713738392267,13.074827691333725,10.328879001567543,1.7455382246425197,,97
26,2023-01-17,DE,21.87998005316291,33.272061045461044,59.15222058450775,26.934009948593435,36.44234357125458,10.210958923710576,21.39987276804237,20.730390319928812,12.709635012559866,10.671507885267738,3.019176693038982,51.055135151408095,13.013614206324249,10.35799297462759,1.7507343929847985,401.0,98
interpolation,2023-01-31,DE,22.08710446729046,33.41225257821148,58.2084753427864,26.208883176837567,35.23334264821602,10.29061919874261,20.272141160781683,19.92907762483477,12.28225886360381,11.018383027570518,3.031098726701244,50.29821107813493,12.69521469688238,10.472272841470048,1.8105007326527558,,99
interpolation,2023-02-15,DE,22.20468687390943,33.21666147924877,57.686629021981396,25.524107411349743,34.34529432258957,10.668448462338223,19.51284529903059,19.491373595557597,11.986561427117179,11.282569427953321,3.142717998272097,49.811706830579205,12.567872701260054,10.420874904643357,1.919964780302905,,100
interpolation,2023-02-28,DE,22.21928467113913,32.757793198549834,57.64380723015341,25.00774097171368,33.91648179545354,11.240641513055134,19.230493789315897,19.46418569990771,11.866020961959183,11.421605789299464,3.3221669341473152,49.66159359181538,12.636413827527148,10.230863366121202,2.052847508666715,,101
interpolation,2023-03-15,DE,22.135389488896376,31.894457495899594,58.066834031355356,24.50090187650289,33.81496275076612,12.183257751113935,19.33820924403308,19.839148431531278,11.883548094235051,11.478272530484682,3.624660591519274,49.80168267299305,12.921927652996613,9.843773137127533,2.250035911086896,,102
interpolation,2023-03-31,DE,21.9269335753667,30.5792787899429,59.075987700870094,24.065340875489255,34.17110258327305,13.522208332821581,19.965055268312675,20.718969051699716,12.087195352122402,11.416181636603675,4.060027272903349,50.32109946797752,13.470257265951576,9.232658587016646,2.5121693498183464,,103
gap26_27,2023-04-04,DE,21.855631255187923,30.18688938929301,59.4182640346304,23.97339697478604,34.3350450919654,13.910735213911654,20.204339280712883,21.016321041113326,12.167938077904953,11.380895136066988,4.187047456182807,50.5106292218411,13.64665927119906,9.047909254996831,2.586057409955498,,104
interpolation,2023-04-15,DE,21.61997391974131,28.97665441892433,60.54512403000829,23.75550309379947,34.94038381391096,15.090124435464618,21.03267610911973,21.993669982891962,12.451506828385316,11.243094469391567,4.573846143126531,51.15491687739573,14.212861464772663,8.473909034552397,2.806481145019634,,105
interpolation,2023-04-30,DE,21.205079841511424,27.01630972450174,62.52044238879307,23.540988528329528,36.131020016480505,16.960604988712937,22.564767298034795,23.703728107423895,12.983617180770999,10.958836056180756,5.189919148600306,52.32440928434969,15.17663842489293,7.535324325570128,3.1477881302762962,,106
27,2023-05-05,DE,21.04279638818935,26.28336808782664,63.29136673719834,23.49066661011062,36.62153318887738,17.651335051041325,23.17867999391937,24.37049352523224,13.198275937371283,10.839378530444105,5.417999958258362,52.78883453056451,15.54704691411061,7.1824993877942545,3.272000500929711,362.0,107
interpolation,2023-05-15,DE,,,,,,,,,,,,,,,,,108
interpolation,2023-05-31,DE,,,,,,,,,,,,,,,,,109
interpolation,2020-03-31,DC,,,,,,,,,,,,,,,,,0
interpolation,2020-04-15,DC,,,,,,,,,,,,,,,,,1
1,2020-04-30,DC,74.58250228199957,81.46200002709003,80.82454964613076,70.27010512682011,15.79110936413086,3.764482142225736,11.458082356655728,5.473538564372481,9.340621765180488,0.3518854083602235,9.808971853016164,28.953840617355763,5.466677072021299,0.201869267576482,0.0,126.0,2
interpolation,2020-05-15,DC,74.86503091440596,81.02621135445811,87.85623204548284,80.11723470398158,17.83452168776191,2.3118796690647954,1.3853136406469828,3.789423343837959,8.051533224918451,0.8410339678034082,4.343305111780549,31.840378281482046,11.977243468642675,0.4405057562553912,0.26074515929549064,,3
2,2020-05-21,DC,72.39841735731326,78.12446156658532,85.00162762716313,79.94839954943288,19.565732368481655,2.8080130530858423,5.53280410019977,5.8357278507525825,9.36492046494584,2.9659613841206767,5.4494370791867945,32.341465713078506,11.84940664183098,0.3524532319078844,0.3788391308740219,208.0,4
interpolation,2020-05-31,DC,65.87955654360404,70.87791310545657,75.01181531755466,75.86243417930365,23.146659611312586,4.628043955384372,20.197808692417716,11.673498211285406,13.186874800084064,8.084449833249266,10.586150184164415,32.522953864628704,8.836817085522396,0.10245927071715046,0.5810940905891515,,5
3,2020-06-01,DC,65.34425827643105,70.3298921736576,74.29170759187039,75.65113166160981,23.401456868184727,4.756519614151383,21.34219213450281,12.090411484652863,13.45716642049051,8.420946694813805,11.03766698099177,32.55344842682917,8.56081381117008,0.1125523328375104,0.5977638261901783,149.0,6
gap3_5,2020-06-11,DC,62.453610606820135,68.18918608697415,72.81384606939928,77.61963900411129,24.222049875727976,4.946267023550394,25.635402259158763,13.057279888970367,14.01091196376368,8.728401837079746,13.605273407856458,33.24509193835134,7.05384155829983,0.758284133638405,0.7108477801250521,,7
interpolation,2020-06-15,DC,62.54378839879224,69.02261527456497,75.11819512845226,80.46907970379846,23.67592249110618,4.469111556421735,23.731688867027366,11.823572666307083,13.144162251850052,7.304537988465356,13.64532813781506,33.7185380625164,7.086230683277994,1.2916544172804008,0.7291200523569747,,8
5,2020-06-28,DC,62.626958915316536,70.90386808225544,80.95633713882188,86.45472005593425,22.075055299283378,3.910752783012054,17.180812584090795,8.475015560334374,10.267481918765844,3.568877299409312,13.122628572052388,35.979314188337,7.720526999893276,2.47030263424867,0.9219775803257656,307.0,9
interpolation,2020-06-30,DC,62.45743970123098,70.8561715588477,81.23817788001452,86.58873246069997,21.961101743060684,4.054787023334825,16.541260983884186,8.261197014530659,9.943816213237744,3.32506194336573,13.050824287273445,36.423509693372225,7.830613434048638,2.5271235322552457,0.9769604835135856,,10
gap5_7,2020-07-09,DC,61.09296479989743,69.52904109697826,80.47255587143711,84.59516565448061,21.885011963449074,5.461728552045045,14.878587999763518,8.293449041832439,8.879692186915152,3.3198683622080853,12.756121414769485,38.740455984153414,8.36726025971731,2.3719359034764946,1.307914844948272,,11
interpolation,2020-07-15,DC,59.81221624207556,67.8368816186712,78.40364519296905,81.3106907421696,22.176180511666654,6.950318879856122,14.757518760230289,9.109867993108551,8.539354345007865,4.1577161930938225,12.603331337798084,40.40868385496918,8.722163956625181,1.9485286213638964,1.5815004312611076,,12
7,2020-07-26,DC,59.65904267642227,66.49700785098705,76.27234988545955,78.05949159282517,22.49091621218317,8.476026637156869,14.60617166571373,10.417897630913458,8.891017351108447,4.888300585379982,12.71496293099648,40.93155836861618,8.68600274984387,1.41121408243948,1.805356715602633,283.0,13
interpolation,2020-07-31,DC,60.66631617239176,66.8019143211449,76.24232032433635,78.08459866703477,22.49703626759412,8.545558745069714,14.475470970822597,10.84613271588822,9.477947077168231,4.757057298818783,12.94729314662426,39.954657652710736,8.344078777757044,1.3112206343067148,1.7702700772646924,,14
gap7_9,2020-08-06,DC,62.76348508884995,67.92180258609609,76.98074620337792,79.35464017331337,22.391403492107592,8.11422085460544,14.267557224111759,11.222797648785276,10.534606145151573,4.217320496425045,13.375899985821109,37.78035576038458,7.66524318682421,1.3102268539345205,1.61527352800229,,15
interpolation,2020-08-15,DC,67.2375130225078,70.78507048969324,79.28045249875625,83.19067525343151,22.163992507398056,6.618676996588066,13.880832583430077,11.569204897955029,12.672539587526417,2.8721587082518347,14.2772413178635,33.154212988870526,6.252646267804976,1.5150515843265149,1.217000868397693,,16
9,2020-08-26,DC,70.95240362089395,73.33804565035872,80.89252876219798,86.17675816120511,23.072682478584223,5.045830590663215,13.523456808972393,12.133787642701268,14.842533069165045,2.3288172279744916,15.415437793658896,30.763743230269785,5.124744606939721,1.8044300660496384,0.9819813780564368,227.0,17
interpolation,2020-08-31,DC,71.78607357106065,73.99479633175837,81.01516055620799,86.6460289143853,23.989284161678768,4.514493415785443,13.416097533291337,12.469351905022274,15.59323072393054,2.591584968604278,15.924760126108579,31.16836714378931,4.898588330879715,1.9336764737193015,0.9956533581250774,,18
gap9_10,2020-09-03,DC,72.02980053552167,74.23773896856366,80.90570058943857,86.66117946846015,24.690313407665744,4.2507690137488385,13.368207245331709,12.694371185009416,15.972950411177854,2.902167955208905,16.227941614977556,31.858501814856986,4.84885245436188,2.0105375385688453,1.0400062525061158,,19
interpolation,2020-09-15,DC,71.10721409873345,74.08153139523712,79.14922209094875,84.78861727516005,28.500195308250312,3.6345726031341536,13.296477544922679,13.722342172512867,16.94231502008824,5.226371012716045,17.37233583496067,37.73459556817349,5.291363183132503,2.2978643400714938,1.4743353732257292,,20
10,2020-09-30,DC,66.84465591070506,71.58551370948203,76.39654860911436,80.98744928660508,29.863033728273606,4.991357984917701,13.29362442513438,13.082903049154254,16.059994480537647,7.671267559813966,16.413295138678013,41.425404451159245,7.144041579768692,1.9457444276488265,1.9631774275865468,270.0,21
interpolation,2020-10-15,DC,59.92233242081674,66.89406720771487,74.19845448631544,77.08284244878276,25.268761627629367,9.04493707353161,13.404862615080829,9.687565490243754,12.715530022192324,8.316076949935315,11.961804636894586,36.83040470651771,10.176521406444252,0.6479431357813241,2.085580352109426,,22
11,2020-10-23,DC,57.553095189552906,65.74373179647961,74.02723937686817,76.88108579610888,23.67744437664628,10.712897995459548,14.39645497778472,10.108244376993044,12.147966450161354,8.06527767157009,9.666788362865674,36.13394325993373,10.511233920755735,0.8510450512861126,1.8109595542502424,201.0,23
interpolation,2020-10-31,DC,57.19436566415833,66.55141915381209,74.90275711284026,78.8576120239261,24.174224827845986,11.314919014865223,16.437234819354877,13.60063222476926,13.432065661774892,7.464717499991948,8.108639920430896,38.984138148632184,9.155195937151095,2.2568928982484557,1.2138968697371748,,24
12,2020-11-14,DC,59.33255237732722,69.24215301918638,76.7291728406817,84.87073288941916,27.64319153687238,10.79995495692187,19.344468162724805,19.747645001201832,15.279574549785403,6.292080788202712,8.49658061369761,44.38613754106252,6.3716571679915095,4.763682114133401,0.1718292944169763,282.0,25
interpolation,2020-11-15,DC,59.47505639644117,69.2563209298801,76.7183561010039,85.23665076195991,27.847951438133027,10.756485919013915,19.296722503826754,19.67386795019279,15.052438588059715,6.252759099210839,8.769830120082005,44.22414931683597,6.408722416373096,4.745811642311637,0.15200185705631206,,26
13,2020-11-30,DC,61.389618902642255,67.70060837900947,75.21299634398085,89.55518248062545,29.919809827618614,9.973407064914651,15.508926963000718,12.829838219991272,8.098957877619783,6.157620406662071,14.8178303370174,35.774471813427496,9.429940448874872,2.298936916088541,0.5398898352537298,417.0,27
gap13_14,2020-12-15,DC,63.398432759163015,68.85399196276684,76.04701661470287,92.01167876327045,29.65635811156303,8.467052179661076,11.607914947120493,8.810704563686313,5.963755192379055,5.771519467408164,15.329272335578718,31.1233933680209,9.960956860125341,1.0973077541944327,1.0949175031951799,,28
interpolation,2020-12-31,DC,65.4011791088326,72.85201308057154,79.3252090958806,92.86754602721673,27.47794252068018,6.38341718612079,8.666528001720703,9.115171097310958,9.40173222893314,4.914157691844625,10.034363935050026,32.091742148653836,7.398545860022451,1.6941704592564943,1.6218335181449812,,29
14,2021-01-12,DC,65.88594856836012,74.01730433766912,80.37439236364403,92.9181477168826,26.620784317056614,5.608167970390059,7.985397438725266,9.40188682121374,11.003505985918402,4.264060311909315,7.572966945275697,33.71744429676299,6.005791216524725,2.0173986126958035,1.8799651269226605,434.0,30
interpolation,2021-01-15,DC,65.85479806907017,73.99839193136746,80.39508514204607,92.86214615916579,26.546496393838968,5.539201777671861,8.031536790856217,9.42811895406454,11.188524565142384,4.105731837936737,7.255216553768472,34.189927664227255,5.774680625841428,2.0571618338756017,1.9245203103314192,,31
interpolation,2021-01-31,DC,64.65950139045162,71.80171449653365,78.87328387761664,92.09968891888663,27.096082910394234,6.014786923379317,9.739664131898211,9.261005293047273,10.719975711074923,3.2896587498034164,7.570993403611101,37.15609630076636,5.333018216377274,1.9919585596627623,2.027187366048325,,32
gap14_16,2021-02-04,DC,64.08984546226927,70.7010158568011,78.06331704855137,91.78702664413542,27.48237132208992,6.355631851965265,10.551446176722816,9.138432570015365,10.219860968629462,3.0930998040123066,8.179002248847503,38.01507460290019,5.4307414054621415,1.902690955011722,2.017338185469709,,33
interpolation,2021-02-15,DC,62.50865743817771,67.7181508076053,75.92060154276504,90.99981132949975,28.604260486075827,7.466415176029212,12.739577174534615,8.919228774596457,8.89239846654144,2.637160408384023,9.949588074848469,40.233159405182846,5.880473464021056,1.673300038260734,1.9393798295501805,,34
16,2021-02-28,DC,61.121638367222054,65.38262214616543,74.45723614173214,90.51044120024324,29.617960832025215,8.840944728417382,14.457356296044852,9.14945189464788,8.19848082300271,2.3230964752200847,11.29902323234058,42.22031613501832,6.521729453779263,1.5886202969830785,1.7720047790572484,348.0,35
interpolation,2021-03-15,DC,60.171579416040515,64.29353018970693,74.21118955521726,90.54057389882779,30.365751146438775,10.509087674264427,15.267664175694595,10.074769374547172,8.578581041767242,2.263544457306614,11.852189107420338,43.65804304120813,7.40849088995951,1.7424620090109886,1.477672540583688,,36
